player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,17,12,5,0.706,232.18,101.0,27,0.113,0.171,8,0.133,4,0.182,61,57,42,192,-4.89,23,16,156,37,60,42,65,114,123,48,128,59,86,136,144,121,150,138,OKC
1642349,Ajay Mitchell,Ajay,1610612760,OKC,22.0,10,7,3,0.7,71.325,109.9,5,0.064,0.096,2,0.118,0,0.0,22,24,18,70,-1.96,61,39,57,39,137,103,145,181,185,122,140,160,160,75,89,79,89,83,OKC
1627936,Alex Caruso,Alex,1610612760,OKC,31.0,18,13,5,0.722,415.85833333333335,101.1,35,0.082,0.138,31,0.29,9,0.196,102,113,69,338,-8.73,1,1,156,21,24,43,46,159,147,3,36,27,82,180,186,172,189,185,OKC
1641717,Cason Wallace,Cason,1610612760,OKC,21.0,18,13,5,0.722,415.32166666666666,99.2,29,0.064,0.108,23,0.209,8,0.178,110,133,66,328,-8.32,1,1,156,21,25,37,60,182,180,9,85,34,92,183,198,163,185,176,OKC
1631096,Chet Holmgren,Chet,1610612760,OKC,23.0,18,13,5,0.722,524.5733333333334,101.7,120,0.205,0.336,13,0.124,34,0.466,125,174,94,450,-11.14,1,1,156,21,17,45,3,25,21,27,135,2,22,189,207,196,200,198,OKC
1641794,Dillon Jones,Dillon,1610612760,OKC,23.0,8,6,2,0.75,38.50333333333333,106.7,5,0.122,0.172,1,0.125,1,0.333,15,11,9,44,-1.01,72,46,24,13,155,70,145,104,122,143,132,113,37,67,61,50,67,65,OKC
1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,27.0,18,13,5,0.722,421.2183333333333,105.0,94,0.211,0.316,15,0.176,10,0.196,99,119,82,332,-9.62,1,1,156,21,23,57,7,24,29,22,108,20,81,178,190,182,187,190,OKC
1630198,Isaiah Joe,Isaiah,1610612760,OKC,25.0,18,13,5,0.722,187.22333333333333,105.8,20,0.102,0.161,6,0.146,2,0.118,51,48,45,160,-4.42,1,1,156,21,78,62,85,128,131,68,116,81,123,121,133,126,136,128,OKC
1631114,Jalen Williams,Jalen,1610612760,OKC,24.0,18,13,5,0.722,623.3466666666667,106.2,81,0.121,0.196,28,0.201,9,0.114,154,210,119,522,-14.77,1,1,156,21,8,65,12,106,103,6,88,27,125,204,217,204,205,208,OKC
1631119,Jaylin Williams,Jaylin,1610612760,OKC,22.0,15,11,4,0.733,128.17333333333335,100.3,23,0.15,0.228,7,0.318,2,0.333,52,41,36,122,-2.78,27,19,75,20,110,41,71,71,72,59,23,81,37,124,125,111,109,98,OKC
1629026,Kenrich Williams,Kenrich,1610612760,OKC,30.0,11,9,2,0.818,90.05,93.2,22,0.22,0.324,7,0.25,1,0.143,29,26,22,74,-1.58,51,28,24,10,123,29,78,20,26,59,53,113,104,86,92,87,92,75,OKC
1629652,Luguentz Dort,Luguentz,1610612760,OKC,26.0,18,13,5,0.722,508.9633333333333,107.0,40,0.073,0.117,23,0.219,9,0.138,120,169,104,422,-12.18,1,1,156,21,20,74,42,175,172,9,72,27,112,187,205,199,197,200,OKC
1631172,Ousmane Dieng,Ousmane,1610612760,OKC,22.0,7,5,2,0.714,28.52,123.4,4,0.138,0.211,0,0.0,0,0.0,13,11,7,34,-1.01,86,55,24,36,169,188,155,88,90,165,165,160,160,58,61,43,61,64,OKC
1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,26.0,18,13,5,0.722,659.7433333333333,103.3,80,0.113,0.181,32,0.216,10,0.132,157,199,122,522,-14.35,1,1,156,21,4,48,13,116,115,2,74,20,115,207,213,206,205,205,OKC
