player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,76,62,14,0.816,1743.9,178,119,171,422,430,604,407,1630,18,39,101,68,1634.0,51,4,168,25,139,62,93,58,95,331,482,345,413,215,462,351,235,123,OKC
1641745,Adam Flagler,Adam,1610612760,OKC,25.0,37,34,3,0.919,202.965,17,8,6,12,57,58,45,168,3,2,15,1,144.4,361,157,39,11,457,422,462,459,489,96,113,98,103,441,84,100,530,464,OKC
1642349,Ajay Mitchell,Ajay,1610612760,OKC,22.0,36,31,5,0.861,596.955,37,33,31,124,129,158,118,512,4,11,68,55,469.6,370,186,64,15,349,336,333,315,303,157,200,160,194,414,224,269,273,359,OKC
1627936,Alex Caruso,Alex,1610612760,OKC,31.0,54,44,10,0.815,1040.635,82,38,68,156,287,328,247,838,30,14,102,62,1092.3,258,62,117,26,266,215,312,218,266,263,323,258,272,132,268,358,252,228,OKC
1642505,Alex Ducas,Alex,1610612760,OKC,24.0,21,20,1,0.952,125.34166666666668,3,3,9,2,32,38,38,116,0,1,12,1,85.7,445,296,10,10,480,504,499,434,540,64,89,88,81,519,49,88,530,489,OKC
1642382,Branden Carlson,Branden,1610612760,OKC,25.0,32,29,3,0.906,246.4033333333333,15,26,4,40,69,92,74,234,21,4,22,13,278.8,397,212,39,12,445,429,363,485,427,111,140,120,124,194,125,131,436,424,OKC
1641717,Cason Wallace,Cason,1610612760,OKC,21.0,68,55,13,0.809,1876.26,139,82,90,302,484,594,516,1696,35,32,145,42,1508.3,138,11,157,30,111,102,166,168,151,358,477,411,421,107,430,469,317,150,OKC
1631096,Chet Holmgren,Chet,1610612760,OKC,23.0,32,26,6,0.813,876.54,92,91,66,230,227,270,261,730,71,35,72,95,1107.9,397,240,76,27,291,191,148,223,194,221,280,268,247,30,438,275,179,223,OKC
1641794,Dillon Jones,Dillon,1610612760,OKC,23.0,54,45,9,0.833,551.4933333333333,28,30,14,68,157,170,139,472,4,11,54,21,399.2,258,56,112,21,361,365,344,402,379,173,212,178,183,414,224,231,394,384,OKC
1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,27.0,57,49,8,0.86,1589.6416666666669,95,130,24,542,413,459,426,1406,62,31,171,94,1928.2,232,25,104,16,163,182,71,353,56,323,405,357,376,42,422,525,184,90,OKC
1630198,Isaiah Joe,Isaiah,1610612760,OKC,25.0,74,63,11,0.851,1603.9766666666667,136,71,101,104,434,518,399,1392,9,19,113,102,1302.7,71,2,128,17,159,109,203,144,322,335,440,339,371,346,320,392,167,190,OKC
1631114,Jalen Williams,Jalen,1610612760,OKC,24.0,69,55,14,0.797,2236.673333333333,287,129,238,690,609,704,590,2036,46,59,158,245,2786.3,129,11,168,36,53,6,74,23,21,422,539,456,476,67,531,502,41,26,OKC
1631119,Jaylin Williams,Jaylin,1610612760,OKC,22.0,47,40,7,0.851,784.055,36,45,10,64,243,227,180,648,29,5,79,42,890.4,298,89,90,17,309,341,281,424,389,236,253,204,230,140,141,290,317,271,OKC
1629026,Kenrich Williams,Kenrich,1610612760,OKC,30.0,69,58,11,0.841,1131.5383333333334,93,51,68,190,302,336,274,980,10,22,110,54,990.7,129,7,128,20,248,189,260,218,226,271,324,277,298,328,349,383,278,255,OKC
1629652,Luguentz Dort,Luguentz,1610612760,OKC,26.0,71,57,14,0.803,2073.3,122,106,103,144,553,636,571,1908,39,23,208,108,1546.1,108,10,168,31,80,133,119,138,279,394,500,446,455,88,356,559,156,144,OKC
1642502,Malevy Leons,Malevy,1610612760,OKC,25.0,6,6,0,1.0,20.966666666666665,0,0,1,0,6,6,7,20,0,1,4,2,6.1,524,473,1,1,548,534,531,526,551,17,22,29,25,519,49,43,518,558,OKC
1631172,Ousmane Dieng,Ousmane,1610612760,OKC,22.0,37,30,7,0.811,404.8416666666666,34,15,28,56,118,115,115,356,7,6,33,13,339.7,361,196,90,29,399,351,419,330,404,147,170,156,156,370,156,172,436,398,OKC
1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,26.0,76,63,13,0.829,2597.63,394,232,290,1046,655,832,653,2298,77,77,164,467,4108.8,51,2,157,23,18,1,11,7,4,446,569,484,520,24,561,511,2,2,OKC
