player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
203083,Andre Drummond,Andre,1610612765,DET,24.0,38,18,20,0.474,131.0,0.2,0.26,0.195,0.0,0.014,0.089,0.197,0.59,0.382,0.445,0.043,0.278,0.286,0.611,0.048,0.208,0.208,0.204,40,60,415,253,46,107,72,136,221,291,252,142,18,27,13,279,366,72,31,247,247,138,128
201229,Anthony Tolliver,Anthony,1610612765,DET,33.0,28,14,14,0.5,48.0,0.167,0.135,0.176,0.231,0.343,0.179,0.156,0.125,0.086,0.093,0.05,0.231,0.0,0.167,0.2,0.393,0.138,0.157,113,108,319,198,193,168,229,161,123,50,153,184,208,321,330,276,339,245,162,315,415,222,196
201933,Blake Griffin,Blake,1610612765,DET,29.0,25,12,13,0.48,95.0,0.284,0.323,0.305,0.429,0.254,0.255,0.229,0.125,0.267,0.226,0.364,0.318,0.286,0.231,0.571,0.2,0.267,0.316,143,133,305,247,99,50,39,46,39,110,96,115,208,87,136,45,389,72,126,432,230,92,42
202779,Dwight Buycks,Dwight,1610612765,DET,29.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,407,404,27,404,411,394,333,379,221,294,305,312,283,9,103,288,1,245,228,1,440,332,354
203961,Eric Moreland,Eric,1610612765,DET,26.0,6,1,5,0.167,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,317,354,162,396,391,394,333,379,221,294,305,312,24,346,103,288,1,245,228,1,317,332,354
202397,Ish Smith,Ish,1610612765,DET,29.0,27,10,17,0.37,78.0,0.173,0.157,0.203,0.231,0.128,0.129,0.1,0.115,0.161,0.146,0.286,0.111,0.25,0.0,0.125,0.25,0.115,0.158,122,167,373,326,132,157,194,126,123,215,205,243,221,234,256,78,219,96,228,281,317,247,194
2749,Jameer Nelson,Jameer,1610612765,DET,36.0,15,9,6,0.6,50.0,0.119,0.091,0.129,0.182,0.161,0.143,0.154,0.0,0.139,0.116,0.258,0.0,0.667,0.0,0.0,0.167,0.136,0.108,240,182,183,104,186,267,287,247,152,191,189,188,283,267,306,93,1,7,228,1,182,225,286
203516,James Ennis III,James,1610612765,DET,27.0,19,8,11,0.421,56.0,0.079,0.139,0.085,0.0,0.0,0.125,0.094,0.417,0.121,0.2,0.0,0.154,0.1,0.143,0.333,0.103,0.114,0.122,206,216,270,291,179,343,226,325,221,294,209,251,52,290,162,288,261,221,177,369,98,248,262
202720,Jon Leuer,Jon,1610612765,DET,29.0,2,1,1,0.5,5.0,0.083,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.333,0.0,0.0,380,354,27,198,367,337,333,223,221,294,305,312,283,346,367,288,1,245,1,413,389,332,354
1627770,Kay Felder,Kay,1610612765,DET,23.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407,404,27,404,445,394,333,379,221,294,305,312,283,346,367,288,1,245,228,1,1,332,354
204038,Langston Galloway,Langston,1610612765,DET,26.0,12,5,7,0.417,9.0,0.13,0.143,0.133,1.0,0.4,0.25,0.25,0.0,0.333,0.286,0.333,0.0,0.0,0.0,0.0,0.167,0.2,0.211,260,268,197,294,341,244,213,238,1,28,98,102,283,42,76,51,1,245,228,1,182,150,119
1628379,Luke Kennard,Luke,1610612765,DET,22.0,13,4,9,0.308,26.0,0.175,0.1,0.143,0.25,0.263,0.5,0.4,0.167,0.211,0.194,0.0,0.25,0.0,0.0,0.333,0.333,0.222,0.173,253,288,236,366,258,153,272,223,99,104,13,31,165,155,182,288,347,245,228,369,389,126,176
203493,Reggie Bullock Jr.,Reggie,1610612765,DET,27.0,24,13,11,0.542,70.0,0.125,0.14,0.153,0.167,0.244,0.073,0.082,0.0,0.146,0.104,0.273,0.0,0.25,0.1,0.25,0.118,0.094,0.122,151,122,270,168,152,256,223,206,158,119,267,269,283,256,320,87,1,96,205,337,115,272,260
202704,Reggie Jackson,Reggie,1610612765,DET,28.0,19,12,7,0.632,66.0,0.395,0.404,0.402,0.167,0.171,0.568,0.595,0.143,0.098,0.109,0.529,0.273,0.2,0.0,0.313,0.167,0.567,0.427,206,133,197,87,162,15,20,19,158,179,9,8,191,312,319,11,363,140,228,366,182,6,14
