season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612755,PHI,Philadelphia 76ers,21901315,2020-08-14,PHI @ HOU,W,48.0,0.667,0.253,0.154,0.3,0.513,0.2,0.165,0.043,0,0,0,0,139,46,1089,1324,664,876,544,579,1,1,2019,2020,False,HOU,PHI
2019-20,1610612761,TOR,Toronto Raptors,21901318,2020-08-14,TOR vs. DEN,W,48.0,0.6,0.156,0.19,0.34,0.506,0.264,0.16,0.245,0,0,0,0,139,320,1883,1861,305,777,1127,664,826,1,2019,2020,True,TOR,DEN
2019-20,1610612760,OKC,Oklahoma City Thunder,21901317,2020-08-14,OKC @ LAC,L,53.0,0.425,0.208,0.139,0.282,0.471,0.459,0.204,0.259,0,0,0,0,13,2017,1503,986,860,393,2064,148,996,1,2019,2020,False,LAC,OKC
2019-20,1610612746,LAC,LA Clippers,21901317,2020-08-14,LAC vs. OKC,W,53.0,0.471,0.459,0.204,0.259,0.425,0.208,0.139,0.282,0,0,0,0,13,1724,54,1971,1116,102,616,1133,1259,1,2019,2020,True,LAC,OKC
2019-20,1610612748,MIA,Miami Heat,21901316,2020-08-14,MIA @ IND,L,48.0,0.414,0.31,0.188,0.295,0.567,0.124,0.198,0.286,0,0,0,0,139,2051,583,1834,723,1502,87,174,1285,1,2019,2020,False,IND,MIA
2019-20,1610612754,IND,Indiana Pacers,21901316,2020-08-14,IND vs. MIA,W,48.0,0.567,0.124,0.198,0.286,0.414,0.31,0.188,0.295,0,0,0,0,139,611,2031,1939,817,68,1531,277,1389,1,2019,2020,True,IND,MIA
2019-20,1610612745,HOU,Houston Rockets,21901315,2020-08-14,HOU vs. PHI,L,48.0,0.513,0.2,0.165,0.043,0.667,0.253,0.154,0.3,0,0,0,0,139,1243,1551,1530,2118,2070,1025,785,1441,1,2019,2020,True,HOU,PHI
2019-20,1610612743,DEN,Denver Nuggets,21901318,2020-08-14,DEN @ TOR,L,48.0,0.506,0.264,0.16,0.245,0.6,0.156,0.19,0.34,0,0,0,0,139,1337,982,1443,1274,1792,232,252,1804,1,2019,2020,False,TOR,DEN
2019-20,1610612763,MEM,Memphis Grizzlies,21901311,2020-08-13,MEM vs. MIL,W,48.0,0.572,0.256,0.164,0.224,0.464,0.235,0.136,0.206,0,0,0,0,139,559,1061,1515,1520,337,869,1189,400,1,2019,2020,True,MEM,MIL
2019-20,1610612749,MIL,Milwaukee Bucks,21901311,2020-08-13,MIL @ MEM,L,48.0,0.464,0.235,0.136,0.206,0.572,0.256,0.164,0.224,0,0,0,0,139,1777,1247,927,1719,1560,1047,599,585,1,2019,2020,False,MEM,MIL
2019-20,1610612742,DAL,Dallas Mavericks,21901313,2020-08-13,DAL @ PHX,L,48.0,0.483,0.213,0.115,0.25,0.629,0.236,0.062,0.233,0,0,0,0,139,1600,1444,521,1192,1974,881,2093,666,1,2019,2020,False,PHX,DAL
2019-20,1610612762,UTA,Utah Jazz,21901314,2020-08-13,UTA vs. SAS,W,48.0,0.54,0.099,0.089,0.296,0.557,0.456,0.15,0.234,0,0,0,0,139,927,2077,151,704,1404,2060,863,680,1,2019,2020,True,UTA,SAS
2019-20,1610612740,NOP,New Orleans Pelicans,21901312,2020-08-13,NOP @ ORL,L,48.0,0.609,0.31,0.129,0.3,0.661,0.357,0.118,0.244,0,0,0,0,139,241,583,761,664,2057,1780,1535,790,1,2019,2020,False,ORL,NOP
2019-20,1610612747,LAL,Los Angeles Lakers,21901310,2020-08-13,LAL vs. SAC,L,48.0,0.566,0.153,0.16,0.327,0.679,0.126,0.142,0.25,0,0,0,0,139,622,1899,1456,410,2089,93,1073,860,1,2019,2020,True,LAL,SAC
2019-20,1610612756,PHX,Phoenix Suns,21901313,2020-08-13,PHX vs. DAL,W,48.0,0.629,0.236,0.062,0.233,0.483,0.213,0.115,0.25,0,0,0,0,139,144,1231,25,1444,510,663,1588,860,1,2019,2020,True,PHX,DAL
2019-20,1610612764,WAS,Washington Wizards,21901308,2020-08-13,WAS @ BOS,W,48.0,0.443,0.273,0.182,0.339,0.443,0.159,0.192,0.273,0,0,0,0,139,1932,899,1778,330,185,250,229,1142,1,2019,2020,False,BOS,WAS
2019-20,1610612751,BKN,Brooklyn Nets,21901309,2020-08-13,BKN vs. POR,L,48.0,0.625,0.198,0.135,0.34,0.543,0.231,0.087,0.375,0,0,0,0,139,159,1578,878,299,1242,835,1979,2003,1,2019,2020,True,BKN,POR
2019-20,1610612759,SAS,San Antonio Spurs,21901314,2020-08-13,SAS @ UTA,L,48.0,0.557,0.456,0.15,0.234,0.54,0.099,0.089,0.296,0,0,0,0,139,715,57,1240,1430,1191,41,1959,1407,1,2019,2020,False,UTA,SAS
2019-20,1610612753,ORL,Orlando Magic,21901312,2020-08-13,ORL vs. NOP,W,48.0,0.661,0.357,0.118,0.244,0.609,0.31,0.129,0.3,0,0,0,0,139,62,333,574,1319,1875,1531,1344,1441,1,2019,2020,True,ORL,NOP
2019-20,1610612758,SAC,Sacramento Kings,21901310,2020-08-13,SAC @ LAL,W,48.0,0.679,0.126,0.142,0.25,0.566,0.153,0.16,0.327,0,0,0,0,139,30,2024,1038,1192,1496,219,655,1701,1,2019,2020,False,LAL,SAC
2019-20,1610612738,BOS,Boston Celtics,21901308,2020-08-13,BOS vs. WAS,L,48.0,0.443,0.159,0.192,0.273,0.443,0.273,0.182,0.339,0,0,0,0,139,1932,1867,1881,945,185,1212,332,1787,1,2019,2020,True,BOS,WAS
2019-20,1610612757,POR,Portland Trail Blazers,21901309,2020-08-13,POR @ BKN,W,48.0,0.543,0.231,0.087,0.375,0.625,0.198,0.135,0.34,0,0,0,0,139,877,1275,136,107,1955,538,1228,1815,1,2019,2020,False,BKN,POR
2019-20,1610612761,TOR,Toronto Raptors,21901305,2020-08-12,TOR @ PHI,W,48.0,0.544,0.444,0.114,0.273,0.565,0.393,0.162,0.208,0,0,0,0,139,865,73,514,945,1485,1939,625,412,1,2019,2020,False,PHI,TOR
2019-20,1610612746,LAC,LA Clippers,21901307,2020-08-12,LAC @ DEN,W,48.0,0.624,0.271,0.082,0.175,0.569,0.218,0.124,0.234,0,0,0,0,139,166,923,109,1930,1522,712,1422,680,1,2019,2020,False,DEN,LAC
2019-20,1610612743,DEN,Denver Nuggets,21901307,2020-08-12,DEN vs. LAC,L,48.0,0.569,0.218,0.124,0.234,0.624,0.271,0.082,0.175,0,0,0,0,139,591,1397,688,1430,1952,1189,2003,186,1,2019,2020,True,DEN,LAC
2019-20,1610612755,PHI,Philadelphia 76ers,21901305,2020-08-12,PHI vs. TOR,L,48.0,0.565,0.393,0.162,0.208,0.544,0.444,0.114,0.273,0,0,0,0,139,628,176,1484,1695,1251,2046,1599,1142,1,2019,2020,True,PHI,TOR
2019-20,1610612760,OKC,Oklahoma City Thunder,21901306,2020-08-12,OKC vs. MIA,W,48.0,0.528,0.303,0.16,0.34,0.57,0.233,0.119,0.174,0,0,0,0,139,1050,641,1443,316,1530,852,1511,179,1,2019,2020,True,OKC,MIA
