season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612745,HOU,Houston Rockets,41900176,2020-08-31,HOU @ OKC,L,48.0,21.0,5.0,20.0,46.0,22.0,11.0,5.0,32.0,0,0,0,0,13,27,145,8,40,141,82,13,24,1,2019,2020,False,OKC,HOU
2019-20,1610612760,OKC,Oklahoma City Thunder,41900176,2020-08-31,OKC vs. HOU,W,48.0,22.0,11.0,5.0,32.0,21.0,5.0,20.0,46.0,0,0,0,0,13,20,74,145,134,137,16,155,108,1,2019,2020,True,OKC,HOU
2019-20,1610612749,MIL,Milwaukee Bucks,41900201,2020-08-31,MIL vs. MIA,L,48.0,10.0,4.0,15.0,24.0,28.0,15.0,9.0,42.0,0,0,0,0,13,138,152,35,160,163,122,63,83,1,2019,2020,True,MIL,MIA
2019-20,1610612748,MIA,Miami Heat,41900201,2020-08-31,MIA @ MIL,W,48.0,28.0,15.0,9.0,42.0,10.0,4.0,15.0,24.0,0,0,0,0,13,3,37,90,71,21,8,127,4,1,2019,2020,False,MIL,MIA
2019-20,1610612742,DAL,Dallas Mavericks,41900156,2020-08-30,DAL vs. LAC,L,48.0,11.0,10.0,6.0,40.0,15.0,11.0,14.0,42.0,0,0,0,0,13,129,86,132,85,73,82,121,83,1,2019,2020,True,DAL,LAC
2019-20,1610612762,UTA,Utah Jazz,41900166,2020-08-30,UTA vs. DEN,L,48.0,15.0,2.0,13.0,28.0,14.0,10.0,11.0,32.0,0,0,0,0,13,87,164,47,148,59,67,91,24,1,2019,2020,True,UTA,DEN
2019-20,1610612746,LAC,LA Clippers,41900156,2020-08-30,LAC @ DAL,W,48.0,15.0,11.0,14.0,42.0,11.0,10.0,6.0,40.0,0,0,0,0,13,87,74,41,71,30,67,23,71,1,2019,2020,False,DAL,LAC
2019-20,1610612743,DEN,Denver Nuggets,41900166,2020-08-30,DEN @ UTA,W,48.0,14.0,10.0,11.0,32.0,15.0,2.0,13.0,28.0,0,0,0,0,13,95,86,69,134,73,3,111,13,1,2019,2020,False,UTA,DEN
2019-20,1610612738,BOS,Boston Celtics,41900211,2020-08-30,BOS @ TOR,W,48.0,13.0,4.0,6.0,38.0,15.0,9.0,7.0,38.0,0,0,0,0,13,109,152,132,97,73,50,36,55,1,2019,2020,False,TOR,BOS
2019-20,1610612761,TOR,Toronto Raptors,41900211,2020-08-30,TOR vs. BOS,L,48.0,15.0,9.0,7.0,38.0,13.0,4.0,6.0,38.0,0,0,0,0,13,87,101,119,97,48,8,23,55,1,2019,2020,True,TOR,BOS
