season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612745,HOU,Houston Rockets,21901315,2020-08-14,HOU vs. PHI,L,48.0,24.0,2.0,18.0,42.0,27.0,17.0,9.0,54.0,0,0,0,0,139,232,2086,403,1445,1977,1580,506,1505,1,2019,2020,True,HOU,PHI
2019-20,1610612746,LAC,LA Clippers,21901317,2020-08-14,LAC vs. OKC,W,53.0,27.0,9.0,20.0,42.0,30.0,10.0,10.0,42.0,0,0,0,0,13,106,1543,276,1445,2056,577,626,530,1,2019,2020,True,LAC,OKC
2019-20,1610612755,PHI,Philadelphia 76ers,21901315,2020-08-14,PHI @ HOU,W,48.0,27.0,17.0,9.0,54.0,24.0,2.0,18.0,42.0,0,0,0,0,139,106,420,1494,474,1831,4,1603,530,1,2019,2020,False,HOU,PHI
2019-20,1610612760,OKC,Oklahoma City Thunder,21901317,2020-08-14,OKC @ LAC,L,53.0,30.0,10.0,10.0,42.0,27.0,9.0,20.0,42.0,0,0,0,0,13,49,1391,1357,1445,1977,446,1778,530,1,2019,2020,False,LAC,OKC
2019-20,1610612761,TOR,Toronto Raptors,21901318,2020-08-14,TOR vs. DEN,W,48.0,27.0,15.0,21.0,48.0,22.0,13.0,25.0,32.0,0,0,0,0,139,106,653,236,938,1668,1017,2002,81,1,2019,2020,True,TOR,DEN
2019-20,1610612748,MIA,Miami Heat,21901316,2020-08-14,MIA @ IND,L,48.0,20.0,11.0,2.0,36.0,20.0,18.0,13.0,46.0,0,0,0,0,139,555,1252,2082,1813,1455,1700,1027,818,1,2019,2020,False,IND,MIA
2019-20,1610612754,IND,Indiana Pacers,21901316,2020-08-14,IND vs. MIA,W,48.0,20.0,18.0,13.0,46.0,20.0,11.0,2.0,36.0,0,0,0,0,139,555,323,958,1121,1455,729,13,209,1,2019,2020,True,IND,MIA
2019-20,1610612743,DEN,Denver Nuggets,21901318,2020-08-14,DEN @ TOR,L,48.0,22.0,13.0,25.0,32.0,27.0,15.0,21.0,48.0,0,0,0,0,139,358,943,89,1991,1977,1318,1844,999,1,2019,2020,False,TOR,DEN
2019-20,1610612749,MIL,Milwaukee Bucks,21901311,2020-08-13,MIL @ MEM,L,48.0,14.0,7.0,4.0,30.0,18.0,6.0,13.0,54.0,0,0,0,0,139,1330,1810,1991,2039,1203,161,1027,1505,1,2019,2020,False,MEM,MIL
2019-20,1610612753,ORL,Orlando Magic,21901312,2020-08-13,ORL vs. NOP,W,48.0,23.0,9.0,21.0,50.0,20.0,17.0,21.0,72.0,0,0,0,0,139,289,1543,236,767,1455,1580,1844,2093,1,2019,2020,True,ORL,NOP
