GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,202687,Bismack Biyombo,Bismack,1610612761,TOR,23.0,35,25,10,0.714,1.8,1.0,0.0,0.5,0.0,0.0,0.125,0.5,0.125,0.5,0.5,0.5,0.0,0.0,0.5,0.5,2,4,0.5,70,11,238,53,314,1,275,163,195,209,89,43,154,93,138,146,194,82,198,115,249,279,98
Players,203998,Bruno Caboclo,Bruno,1610612761,TOR,20.0,1,1,0,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,404,362,1,1,342,363,1,320,195,209,175,299,234,303,270,257,194,82,313,264,342,337,342
Players,202709,Cory Joseph,Cory,1610612761,TOR,24.0,44,25,19,0.568,2.8,0.636,0.364,0.429,0.071,0.429,0.214,0.142,0.071,0.357,0.167,0.833,0.75,0.25,0.4,0.6,10,22,0.455,12,11,379,133,203,216,161,216,167,67,41,259,209,162,250,65,144,60,246,89,111,120,142
Players,201942,DeMar DeRozan,DeMar,1610612761,TOR,26.0,47,30,17,0.638,3.4,0.943,0.057,0.555,0.19,0.066,0.0,0.379,0.124,0.365,0.237,0.763,0.667,0.333,0.268,0.732,41,105,0.39,5,2,341,87,126,112,267,139,89,200,175,102,157,160,231,89,153,47,280,62,9,6,199
Players,201960,DeMarre Carroll,DeMarre,1610612761,TOR,29.0,15,7,8,0.467,2.9,0.125,0.875,0.0,0.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2,8,0.25,233,215,204,244,200,361,17,320,195,22,175,125,234,303,270,257,167,32,198,115,249,226,298
Players,1626153,Delon Wright,Delon,1610612761,TOR,24.0,2,1,1,0.5,1.4,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,374,362,31,188,352,1,275,163,195,209,7,43,234,93,270,1,194,82,313,1,279,337,1
Players,201949,James Johnson,James,1610612761,TOR,29.0,6,2,4,0.333,1.2,0.667,0.333,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0.333,312,326,127,330,365,193,170,163,195,209,175,43,234,93,1,257,194,82,1,264,279,296,255
Players,201574,Jason Thompson,Jason,1610612761,TOR,29.0,3,2,1,0.667,1.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,357,326,31,61,325,1,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,316,342
Players,202685,Jonas Valančiūnas,Jonas,1610612761,TOR,24.0,31,19,12,0.613,2.7,1.0,0.0,0.531,0.082,0.0,0.02,0.469,0.061,0.449,0.385,0.615,0.0,0.0,0.385,0.615,13,16,0.813,100,64,264,98,215,1,275,157,160,209,172,58,217,125,190,128,194,82,256,84,88,159,29
Players,200768,Kyle Lowry,Kyle,1610612761,TOR,30.0,47,31,16,0.66,3.5,0.647,0.353,0.414,0.108,0.243,0.108,0.343,0.081,0.306,0.0,1.0,0.778,0.222,0.219,0.781,32,85,0.376,5,1,324,76,118,211,168,222,143,128,103,121,200,196,270,1,142,66,294,48,23,16,208
Players,203512,Lucas Nogueira,Lucas,1610612761,TOR,23.0,4,2,2,0.5,1.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,339,326,75,188,316,1,275,1,195,209,175,299,234,1,1,257,194,82,1,264,279,337,1
Players,2449,Luis Scola,Luis,1610612761,TOR,36.0,18,8,10,0.444,1.0,0.556,0.444,0.462,0.154,0.231,0.0,0.307,0.0,0.308,0.667,0.333,1.0,0.0,0.75,0.25,4,9,0.444,211,195,238,258,379,256,121,194,111,134,175,154,234,193,103,203,1,82,119,213,197,217,146
Players,1626181,Norman Powell,Norman,1610612761,TOR,23.0,6,3,3,0.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,312,293,109,188,343,268,92,320,195,209,175,299,234,303,270,257,194,82,313,264,342,316,342
Players,202335,Patrick Patterson,Patrick,1610612761,TOR,27.0,35,23,12,0.657,2.9,0.222,0.778,0.174,0.0,0.783,0.13,0.043,0.174,0.174,0.5,0.5,1.0,0.0,0.875,0.125,8,18,0.444,70,19,264,77,194,349,28,306,195,15,88,297,106,270,138,146,1,82,85,252,138,144,146
Players,203082,Terrence Ross,Terrence,1610612761,TOR,25.0,21,14,7,0.667,2.0,0.364,0.636,0.286,0.095,0.429,0.0,0.285,0.19,0.19,0.333,0.667,1.0,0.0,0.667,0.333,6,11,0.545,188,119,188,61,293,320,59,272,149,67,175,167,95,267,200,107,1,82,143,182,164,197,76
