season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2018-19,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10,SAS vs. DAL,W,48.0,0.511,0.205,0.113,0.229,0.467,0.132,0.071,0.161,0,0,0,0,135,1400,1781,594,1726,421,155,2385,125,1,2018,2019,True,SAS,DAL,APR
2018-19,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07,SAS @ CLE,W,48.0,0.579,0.268,0.184,0.317,0.443,0.342,0.184,0.255,0,0,0,0,135,474,1075,2165,604,223,2015,285,1042,1,2018,2019,False,CLE,SAS,APR
2018-19,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05,SAS @ WAS,W,48.0,0.615,0.22,0.094,0.341,0.528,0.25,0.104,0.283,0,0,0,0,135,199,1621,270,365,1300,1173,2021,1423,1,2018,2019,False,WAS,SAS,APR
2018-19,1610612759,SAS,San Antonio Spurs,21801173,2019-04-03,SAS @ DEN,L,48.0,0.414,0.309,0.12,0.226,0.609,0.138,0.161,0.349,0,0,0,0,135,2383,690,748,1761,2217,180,653,2151,1,2018,2019,False,DEN,SAS,APR
2018-19,1610612759,SAS,San Antonio Spurs,21801162,2019-04-02,SAS vs. ATL,W,48.0,0.613,0.275,0.165,0.171,0.521,0.213,0.108,0.228,0,0,0,0,135,222,1005,1888,2279,1184,760,1950,719,1,2018,2019,True,SAS,ATL,APR
2018-19,1610612759,SAS,San Antonio Spurs,21801149,2019-03-31,SAS vs. SAC,L,48.0,0.511,0.149,0.117,0.321,0.549,0.346,0.126,0.273,0,0,0,0,135,1438,2211,688,553,1629,2034,1505,1288,1,2018,2019,True,SAS,SAC,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21801129,2019-03-28,SAS vs. CLE,W,48.0,0.612,0.2,0.116,0.186,0.554,0.109,0.144,0.375,0,0,0,0,135,229,1820,659,2183,1698,80,1012,2290,1,2018,2019,True,SAS,CLE,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21801107,2019-03-26,SAS @ CHA,L,53.0,0.468,0.194,0.118,0.338,0.525,0.28,0.055,0.193,0,0,0,0,21,2030,1886,711,401,1256,1499,2442,335,1,2018,2019,False,CHA,SAS,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21801100,2019-03-24,SAS @ BOS,W,48.0,0.551,0.082,0.082,0.271,0.441,0.17,0.082,0.263,0,0,0,0,135,805,2436,150,1179,208,380,2306,1165,1,2018,2019,False,BOS,SAS,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21801084,2019-03-22,SAS @ HOU,L,48.0,0.494,0.189,0.111,0.184,0.5,0.372,0.1,0.218,0,0,0,0,135,1655,1926,556,2199,840,2172,2092,593,1,2018,2019,False,HOU,SAS,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21801071,2019-03-20,SAS vs. MIA,L,48.0,0.511,0.239,0.083,0.208,0.558,0.209,0.104,0.213,0,0,0,0,135,1400,1410,158,1988,1737,720,2021,519,1,2018,2019,True,SAS,MIA,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21801055,2019-03-18,SAS vs. GSW,W,48.0,0.523,0.25,0.101,0.24,0.54,0.136,0.135,0.208,0,0,0,0,135,1233,1251,373,1588,1472,169,1271,474,1,2018,2019,True,SAS,GSW,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21801039,2019-03-16,SAS vs. POR,W,48.0,0.519,0.38,0.1,0.093,0.45,0.139,0.09,0.3,0,0,0,0,135,1301,245,348,2452,280,192,2230,1642,1,2018,2019,True,SAS,POR,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21801032,2019-03-15,SAS vs. NYK,W,48.0,0.574,0.114,0.104,0.214,0.453,0.105,0.168,0.226,0,0,0,0,135,528,2374,427,1898,300,69,494,684,2,2018,2019,True,SAS,NYK,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21801011,2019-03-12,SAS @ DAL,W,48.0,0.573,0.22,0.125,0.231,0.549,0.317,0.147,0.271,0,0,0,0,135,533,1629,886,1701,1620,1843,942,1258,1,2018,2019,False,DAL,SAS,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21800999,2019-03-10,SAS vs. MIL,W,48.0,0.55,0.15,0.05,0.245,0.552,0.287,0.099,0.188,0,0,0,0,135,817,2206,12,1516,1667,1573,2115,281,1,2018,2019,True,SAS,MIL,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21800968,2019-03-06,SAS @ ATL,W,48.0,0.551,0.202,0.152,0.188,0.462,0.261,0.135,0.217,0,0,0,0,135,810,1806,1608,2162,368,1288,1285,578,1,2018,2019,False,ATL,SAS,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21800954,2019-03-04,SAS vs. DEN,W,48.0,0.529,0.224,0.095,0.217,0.521,0.042,0.137,0.278,0,0,0,0,135,1140,1581,276,1869,1182,1,1219,1361,1,2018,2019,True,SAS,DEN,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21800940,2019-03-02,SAS vs. OKC,W,48.0,0.538,0.275,0.107,0.271,0.494,0.273,0.127,0.222,0,0,0,0,135,1000,1010,479,1179,798,1425,1484,631,1,2018,2019,True,SAS,OKC,MAR
2018-19,1610612759,SAS,San Antonio Spurs,21800917,2019-02-27,SAS vs. DET,W,48.0,0.574,0.21,0.128,0.167,0.435,0.07,0.064,0.262,0,0,0,0,135,525,1731,978,2295,164,12,2427,1149,1,2018,2019,True,SAS,DET,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800900,2019-02-25,SAS @ BKN,L,48.0,0.385,0.125,0.111,0.242,0.549,0.198,0.162,0.149,0,0,0,0,135,2433,2327,556,1568,1629,598,642,76,1,2018,2019,False,BKN,SAS,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800896,2019-02-24,SAS @ NYK,L,48.0,0.479,0.33,0.071,0.296,0.592,0.194,0.071,0.288,0,0,0,0,135,1879,521,61,854,2094,570,2385,1498,1,2018,2019,False,NYK,SAS,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800876,2019-02-22,SAS @ TOR,L,48.0,0.551,0.247,0.135,0.239,0.5,0.34,0.088,0.286,0,0,0,0,135,810,1300,1161,1600,840,1995,2255,1456,1,2018,2019,False,TOR,SAS,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800850,2019-02-12,SAS @ MEM,W,48.0,0.494,0.337,0.082,0.208,0.539,0.18,0.133,0.298,0,0,0,0,135,1672,477,138,1988,1466,451,1337,1614,1,2018,2019,False,MEM,SAS,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800825,2019-02-09,SAS @ UTA,L,48.0,0.489,0.225,0.091,0.137,0.611,0.222,0.11,0.283,0,0,0,0,135,1752,1569,232,2409,2227,856,1907,1423,1,2018,2019,False,UTA,SAS,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800816,2019-02-07,SAS @ POR,L,48.0,0.593,0.154,0.182,0.333,0.599,0.198,0.08,0.19,0,0,0,0,135,348,2173,2149,402,2153,605,2332,311,1,2018,2019,False,POR,SAS,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800810,2019-02-06,SAS @ GSW,L,48.0,0.506,0.259,0.175,0.152,0.663,0.221,0.117,0.357,0,0,0,0,135,1466,1176,2052,2371,2418,850,1774,2193,1,2018,2019,False,GSW,SAS,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800795,2019-02-04,SAS @ SAC,L,48.0,0.474,0.214,0.09,0.298,0.628,0.256,0.079,0.256,0,0,0,0,135,1939,1680,224,820,2326,1240,2336,1075,1,2018,2019,False,SAC,SAS,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800779,2019-02-02,SAS vs. NOP,W,48.0,0.527,0.196,0.109,0.204,0.5,0.125,0.087,0.189,0,0,0,0,135,1182,1869,520,2025,840,128,2263,300,1,2018,2019,True,SAS,NOP,FEB
2018-19,1610612759,SAS,San Antonio Spurs,21800767,2019-01-31,SAS vs. BKN,W,48.0,0.46,0.29,0.084,0.295,0.534,0.326,0.132,0.192,0,0,0,0,135,2110,865,163,878,1376,1900,1357,326,1,2018,2019,True,SAS,BKN,JAN
2018-19,1610612759,SAS,San Antonio Spurs,21800754,2019-01-29,SAS vs. PHX,W,48.0,0.545,0.2,0.108,0.352,0.681,0.238,0.178,0.147,0,0,0,0,135,892,1820,498,292,2439,1035,349,73,1,2018,2019,True,SAS,PHX,JAN
2018-19,1610612759,SAS,San Antonio Spurs,21800742,2019-01-27,SAS vs. WAS,W,48.0,0.663,0.244,0.157,0.316,0.551,0.326,0.089,0.208,0,0,0,0,135,44,1337,1704,613,1646,1900,2243,458,1,2018,2019,True,SAS,WAS,JAN
2018-19,1610612759,SAS,San Antonio Spurs,21800730,2019-01-26,SAS @ NOP,W,48.0,0.577,0.275,0.096,0.267,0.505,0.25,0.078,0.214,0,0,0,0,135,493,1010,299,1246,931,1173,2346,533,1,2018,2019,False,NOP,SAS,JAN
2018-19,1610612759,SAS,San Antonio Spurs,21800711,2019-01-23,SAS @ PHI,L,48.0,0.652,0.183,0.152,0.194,0.597,0.151,0.122,0.304,0,0,0,0,135,65,1978,1587,2116,2135,256,1621,1711,1,2018,2019,False,PHI,SAS,JAN
