season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2022-23,1610612755,42200121,2023-04-15,BKN,PHI,BKN,1610612751,121,101,W,20,rnd1,1
2022-23,1610612755,42200122,2023-04-17,BKN,PHI,BKN,1610612751,96,84,W,12,rnd1,2
2022-23,1610612755,42200123,2023-04-20,PHI,BKN,BKN,1610612751,102,97,W,5,rnd1,3
2022-23,1610612755,42200124,2023-04-22,PHI,BKN,BKN,1610612751,96,88,W,8,rnd1,4
2022-23,1610612755,42200211,2023-05-01,PHI,BOS,BOS,1610612738,119,115,W,4,sf,1
2022-23,1610612755,42200212,2023-05-03,PHI,BOS,BOS,1610612738,87,121,L,-34,sf,2
2022-23,1610612755,42200213,2023-05-05,BOS,PHI,BOS,1610612738,102,114,L,-12,sf,3
2022-23,1610612755,42200214,2023-05-07,BOS,PHI,BOS,1610612738,116,115,W,1,sf,4
2022-23,1610612755,42200215,2023-05-09,PHI,BOS,BOS,1610612738,115,103,W,12,sf,5
2022-23,1610612755,42200216,2023-05-11,BOS,PHI,BOS,1610612738,86,95,L,-9,sf,6
2022-23,1610612755,42200217,2023-05-14,PHI,BOS,BOS,1610612738,88,112,L,-24,sf,7
