player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
203085,Austin Rivers,Austin,1610612745,HOU,27.0,68,43,25,0.632,1593.94,104,55,51,224,568,445,470,1752,10,27,129,106,1102.5,48,42,307,108,133,130,202,197,169,414,411,419,434,271,377,402,148,198,HOU
203463,Ben McLemore,Ben,1610612745,HOU,27.0,71,44,27,0.62,1619.485,93,74,96,120,599,472,484,1778,16,21,155,62,1123.4,21,32,339,133,131,157,144,110,273,441,433,433,439,213,336,456,245,197,HOU
203998,Bruno Caboclo,Bruno,1610612745,HOU,24.0,30,11,19,0.367,244.22,13,16,8,60,117,84,64,200,17,5,31,10,263.0,358,362,226,373,407,398,369,394,354,143,140,118,116,195,142,132,424,384,HOU
1629598,Chris Clemons,Chris,1610612745,HOU,22.0,33,19,14,0.576,290.52166666666665,39,14,11,34,107,102,82,310,6,4,26,21,263.5,346,264,168,183,392,304,382,366,395,132,158,140,144,338,121,121,378,383,HOU
1627863,Danuel House Jr.,Danuel,1610612745,HOU,27.0,63,40,23,0.635,1912.6516666666664,122,94,113,194,693,534,583,2032,34,19,132,85,1358.9,107,66,282,105,69,96,95,74,203,480,478,487,483,95,314,405,198,144,HOU
1628021,David Nwaba,David,1610612745,HOU,27.0,20,8,12,0.4,268.46,22,13,26,50,113,81,68,182,12,6,32,19,231.0,401,398,141,339,400,360,386,299,372,139,136,122,111,248,162,135,381,393,HOU
201960,DeMarre Carroll,DeMarre,1610612745,HOU,33.0,24,10,14,0.417,289.8666666666667,20,3,12,32,134,80,76,266,5,4,32,28,212.5,385,372,168,333,394,366,455,360,400,156,135,129,132,359,121,135,352,401,HOU
201569,Eric Gordon,Eric,1610612745,HOU,31.0,36,21,15,0.583,1016.205,61,27,47,148,361,334,305,1150,13,29,70,88,751.2,332,235,179,175,244,235,310,216,240,286,339,304,317,244,396,229,190,263,HOU
1628392,Isaiah Hartenstein,Isaiah,1610612745,HOU,22.0,23,16,7,0.696,266.02166666666665,13,25,4,86,110,82,90,286,12,2,41,26,289.0,390,304,93,66,401,398,318,432,326,134,137,145,139,248,83,169,362,376,HOU
201935,James Harden,James,1610612745,HOU,30.0,68,43,25,0.632,2482.55,364,182,241,726,894,741,818,2562,60,92,227,524,3885.2,48,42,307,108,3,1,14,8,16,528,527,529,526,34,526,526,1,1,HOU
201145,Jeff Green,Jeff,1610612745,HOU,33.0,48,28,20,0.583,960.1016666666668,64,24,53,184,379,245,302,1016,19,14,89,72,780.6,263,172,242,175,254,223,323,195,212,291,260,300,291,182,256,277,230,255,HOU
201601,Luc Mbah a Moute,Luc,1610612745,HOU,33.0,3,1,2,0.333,24.6,2,2,3,4,14,6,0,32,0,0,0,1,12.4,508,501,23,396,505,480,462,443,490,41,21,1,36,480,1,1,495,513,HOU
1626187,Michael Frazier II,Michael,1610612745,HOU,26.0,13,7,6,0.538,144.57,12,0,2,6,72,38,41,152,0,3,22,8,43.0,431,414,83,208,430,403,482,452,475,116,97,102,103,480,105,117,432,469,HOU
200782,P.J. Tucker,P.J.,1610612745,HOU,35.0,72,44,28,0.611,2467.233333333333,78,71,37,122,893,723,810,2580,36,13,229,107,1510.7,9,32,354,147,7,191,153,257,269,527,526,528,528,88,242,527,145,115,HOU
203496,Robert Covington,Robert,1610612745,HOU,29.0,70,27,43,0.386,2136.8083333333334,149,88,140,268,753,562,575,2104,93,23,220,127,2078.6,29,181,509,359,24,58,105,44,143,503,495,484,496,10,352,523,117,44,HOU
201566,Russell Westbrook,Russell,1610612745,HOU,31.0,57,36,21,0.632,2049.168333333333,255,142,272,856,732,595,645,2222,20,81,200,270,2779.7,190,99,256,108,44,9,32,4,3,493,513,510,509,174,523,516,28,12,HOU
201583,Ryan Anderson,Ryan,1610612745,HOU,32.0,2,1,1,0.5,13.966666666666669,0,0,0,0,7,6,4,18,0,0,1,0,18.4,516,501,7,217,515,498,482,479,516,21,21,16,21,480,1,7,513,501,HOU
200757,Thabo Sefolosha,Thabo,1610612745,HOU,36.0,41,27,14,0.659,435.8433333333333,27,12,15,42,133,133,123,458,12,5,43,8,334.1,306,181,168,90,357,342,395,347,382,154,184,182,177,248,142,177,432,368,HOU
2199,Tyson Chandler,Tyson,1610612745,HOU,37.0,26,15,11,0.577,219.20666666666668,3,5,2,28,74,52,57,224,8,1,32,17,156.2,380,321,131,180,415,473,439,452,411,118,113,113,123,305,52,135,394,419,HOU
1629739,William Howard,William,1610612745,HOU,26.0,2,1,1,0.5,13.266666666666667,0,0,0,0,4,0,5,12,0,0,1,0,2.9,516,501,7,217,518,498,482,479,516,13,1,21,13,480,1,7,513,523,HOU
