close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
203999,Nikola Jokić,1610612743,DEN,C,28.0,69,69,0.539,453,754,0.601,0.606,-0.006
1628971,Bruce Brown,1610612743,DEN,G-F,26.0,80,79,0.464,258,445,0.58,0.583,-0.004
203932,Aaron Gordon,1610612743,DEN,F,27.0,68,68,0.504,213,378,0.563,0.595,-0.032
1627750,Jamal Murray,1610612743,DEN,G,26.0,65,65,0.411,221,332,0.666,0.582,0.083
203484,Kentavious Caldwell-Pope,1610612743,DEN,G,30.0,76,75,0.462,218,331,0.659,0.574,0.085
1628418,Thomas Bryant,1610612743,DEN,C-F,25.0,58,55,0.539,209,328,0.637,0.602,0.035
202704,Reggie Jackson,1610612743,DEN,G,33.0,67,65,0.398,161,278,0.579,0.577,0.002
1629008,Michael Porter Jr.,1610612743,DEN,F,25.0,62,62,0.492,163,268,0.608,0.592,0.017
1631128,Christian Braun,1610612743,DEN,G,22.0,66,62,0.503,140,233,0.601,0.592,0.009
201145,Jeff Green,1610612743,DEN,F,36.0,56,54,0.445,114,199,0.573,0.586,-0.013
1630192,Zeke Nnaji,1610612743,DEN,F-C,22.0,50,45,0.526,96,172,0.558,0.598,-0.04
201599,DeAndre Jordan,1610612743,DEN,C,34.0,39,37,0.579,89,143,0.622,0.613,0.01
1628427,Vlatko Čančar,1610612743,DEN,F,26.0,51,45,0.47,91,142,0.641,0.59,0.05
202397,Ish Smith,1610612743,DEN,G,34.0,33,30,0.483,45,70,0.643,0.577,0.066
1631212,Peyton Watson,1610612743,DEN,G,20.0,13,10,0.592,28,45,0.622,0.597,0.025
1631298,Jack White,1610612743,DEN,F,25.0,11,8,0.5,6,12,0.5,0.646,-0.146
