close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1627750,Jamal Murray,1610612743,DEN,G,26.0,20,20,0.468,51,154,0.331,0.384,-0.053
203999,Nikola Jokić,1610612743,DEN,C,28.0,20,20,0.267,48,121,0.397,0.38,0.017
203932,Aaron Gordon,1610612743,DEN,F,27.0,20,20,0.407,35,114,0.307,0.394,-0.087
1628971,Bruce Brown,1610612743,DEN,G-F,26.0,20,20,0.463,28,95,0.295,0.383,-0.088
203484,Kentavious Caldwell-Pope,1610612743,DEN,G,30.0,20,19,0.432,31,89,0.348,0.385,-0.036
1629008,Michael Porter Jr.,1610612743,DEN,F,25.0,20,19,0.372,25,70,0.357,0.376,-0.019
201145,Jeff Green,1610612743,DEN,F,36.0,20,19,0.414,25,63,0.397,0.38,0.017
1631128,Christian Braun,1610612743,DEN,G,22.0,19,17,0.38,15,41,0.366,0.39,-0.024
1631212,Peyton Watson,1610612743,DEN,G,20.0,4,2,0.444,0,4,0.0,0.379,-0.379
1630192,Zeke Nnaji,1610612743,DEN,F-C,22.0,3,3,0.5,0,4,0.0,0.368,-0.368
202704,Reggie Jackson,1610612743,DEN,G,33.0,4,2,0.286,0,2,0.0,0.402,-0.402
202397,Ish Smith,1610612743,DEN,G,34.0,2,2,0.4,1,2,0.5,0.39,0.11
201599,DeAndre Jordan,1610612743,DEN,C,34.0,4,1,0.091,0,1,0.0,0.362,-0.362
1628418,Thomas Bryant,1610612743,DEN,C-F,25.0,1,1,1.0,0,1,0.0,0.333,-0.333
1628427,Vlatko Čančar,1610612743,DEN,F,26.0,3,1,0.333,1,1,1.0,0.312,0.688
