player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1631214,Alondes Williams,Alondes,1610612765,DET,25.0,1,0,1,0.0,3.716666666666667,85.7,0,0.0,0.0,0,0.0,0,0.0,2,4,2,4,0.04,562,557,10,557,567,11,564,564,564,541,541,519,519,5,17,7,3,549,DET
1641709,Ausar Thompson,Ausar,1610612765,DET,22.0,59,34,25,0.576,1327.715,109.2,192,0.139,0.21,98,0.386,40,0.274,477,401,393,1262,5.33,218,157,300,206,210,188,166,211,220,19,16,84,142,353,365,336,346,112,DET
1641752,Bobi Klintman,Bobi,1610612765,DET,22.0,8,4,4,0.5,42.38166666666667,117.2,6,0.182,0.24,2,0.333,1,0.5,19,6,8,36,0.07,516,493,50,266,529,497,520,101,157,501,28,489,34,47,22,35,40,543,DET
1630595,Cade Cunningham,Cade,1610612765,DET,23.0,70,38,32,0.543,2451.9466666666667,112.2,369,0.147,0.213,71,0.172,53,0.199,899,702,745,2332,7.51,118,110,413,236,29,319,33,190,212,73,353,52,221,549,538,524,522,46,DET
1642450,Daniss Jenkins,Daniss,1610612765,DET,23.0,7,3,4,0.429,22.74833333333333,108.2,2,0.182,0.25,0,0.0,0,0.0,11,0,4,16,0.1,521,508,50,365,544,142,547,101,138,541,541,519,519,28,1,17,15,536,DET
203471,Dennis Schröder,Dennis,1610612765,DET,31.0,75,37,38,0.493,2104.778333333333,112.8,171,0.08,0.125,66,0.21,12,0.056,751,618,640,2160,6.05,59,124,475,290,76,339,195,484,470,95,235,295,481,497,488,478,498,92,DET
1630191,Isaiah Stewart,Isaiah,1610612765,DET,24.0,72,38,34,0.528,1433.8483333333334,108.6,269,0.17,0.258,28,0.138,101,0.594,555,482,400,1362,5.92,95,110,441,250,186,155,86,126,125,292,454,11,14,397,421,342,363,97,DET
1631093,Jaden Ivey,Jaden,1610612765,DET,23.0,30,14,16,0.467,898.0333333333333,114.6,84,0.091,0.133,28,0.257,11,0.115,334,266,274,832,2.08,409,364,189,319,289,421,329,425,442,292,107,311,367,286,275,277,270,321,DET
1631105,Jalen Duren,Jalen,1610612765,DET,21.0,78,43,35,0.551,2033.5483333333332,114.0,530,0.259,0.379,54,0.163,89,0.416,740,562,651,2012,5.17,35,75,447,229,85,391,11,17,21,143,377,18,71,490,462,483,468,123,DET
1630322,Lindy Waters III,Lindy,1610612765,DET,27.0,52,27,25,0.519,778.41,110.2,90,0.116,0.178,27,0.196,11,0.145,267,223,205,696,2.78,267,232,300,257,312,246,317,304,298,301,278,311,305,251,250,232,243,270,DET
1627736,Malik Beasley,Malik,1610612765,DET,28.0,82,44,38,0.537,2282.9466666666667,110.2,167,0.069,0.104,73,0.196,5,0.019,828,698,654,2206,8.4,1,62,475,240,45,245,206,528,530,66,275,396,518,530,536,485,507,33,DET
1631204,Marcus Sasser,Marcus,1610612765,DET,24.0,57,30,27,0.526,810.7866666666666,107.5,51,0.06,0.095,37,0.233,4,0.044,317,279,236,752,3.62,232,196,334,251,303,119,386,545,542,235,159,414,499,278,289,253,252,212,DET
1630194,Paul Reed,Paul,1610612765,DET,25.0,45,22,23,0.489,437.5366666666667,105.7,83,0.197,0.313,39,0.351,25,0.581,147,135,125,388,2.18,318,274,283,298,391,79,331,76,55,219,24,162,16,165,184,167,165,316,DET
1631199,Ron Harper Jr.,Ron,1610612765,DET,25.0,1,0,1,0.0,17.0,116.7,3,0.2,0.273,0,0.0,0,0.0,9,5,2,16,0.03,562,557,10,557,551,483,542,67,103,541,541,519,519,25,21,7,15,551,DET
1641842,Ronald Holland II,Ronald,1610612765,DET,19.0,81,44,37,0.543,1266.3216666666667,110.9,178,0.136,0.212,49,0.226,17,0.131,489,414,385,1226,4.36,12,62,465,235,219,269,188,222,214,168,177,225,325,362,378,332,338,171,DET
1631323,Simone Fontecchio,Simone,1610612765,DET,29.0,75,38,37,0.507,1236.6816666666666,109.5,163,0.127,0.189,31,0.152,12,0.092,488,361,387,1226,4.84,59,110,465,264,228,202,215,254,266,278,417,295,413,360,343,334,338,143,DET
203501,Tim Hardaway Jr.,Tim,1610612765,DET,33.0,77,41,36,0.532,2152.795,114.2,165,0.075,0.112,38,0.112,7,0.032,801,629,668,2086,5.25,43,83,455,243,68,399,212,507,516,229,504,370,510,516,498,495,486,118,DET
202699,Tobias Harris,Tobias,1610612765,DET,32.0,73,40,33,0.548,2305.4133333333334,110.8,367,0.155,0.224,74,0.203,57,0.217,845,622,724,2158,7.94,86,89,428,233,38,268,35,163,186,61,255,45,197,537,491,516,496,40,DET
1642449,Tolu Smith,Tolu,1610612765,DET,24.0,1,0,1,0.0,22.35,104.4,4,0.2,0.25,0,0.0,0,0.0,11,4,2,16,0.11,562,557,10,557,545,64,529,67,138,541,541,519,519,28,17,7,15,530,DET
