player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1641709,Ausar Thompson,Ausar,1610612765,DET,22.0,6,2,4,0.333,134.885,15,16,12,48,45,48,39,142,5,6,25,23,140.2,104,121,75,132,105,60,55,58,50,109,133,115,125,48,175,175,49,81,DET
1630595,Cade Cunningham,Cade,1610612765,DET,23.0,6,2,4,0.333,247.75666666666663,29,4,22,82,86,69,80,240,8,14,20,37,313.0,104,121,75,132,57,23,116,29,30,172,158,179,167,34,205,161,25,35,DET
203471,Dennis Schröder,Dennis,1610612765,DET,31.0,6,2,4,0.333,164.28333333333333,8,9,5,20,52,67,43,158,1,1,12,11,141.8,104,121,75,132,86,91,84,97,93,124,157,123,134,113,73,118,81,80,DET
1630191,Isaiah Stewart,Isaiah,1610612765,DET,24.0,1,0,1,0.0,18.87,0,2,0,2,9,10,7,20,2,0,5,0,15.5,212,180,10,180,179,165,141,149,165,48,57,43,44,81,1,69,188,181,DET
1631105,Jalen Duren,Jalen,1610612765,DET,21.0,6,2,4,0.333,203.46166666666667,7,22,6,52,71,63,66,194,10,5,26,15,205.3,104,121,75,132,68,98,33,86,45,150,155,163,151,20,163,178,68,62,DET
1627736,Malik Beasley,Malik,1610612765,DET,28.0,6,2,4,0.333,163.05166666666668,18,9,22,14,75,73,52,156,1,1,10,9,117.5,104,121,75,132,88,50,84,29,109,157,161,142,133,113,73,104,91,94,DET
1630194,Paul Reed,Paul,1610612765,DET,25.0,5,2,3,0.4,53.13333333333333,2,7,0,10,21,23,15,44,3,0,8,3,52.5,115,121,57,124,148,143,96,149,123,73,88,70,67,67,1,88,136,135,DET
1641842,Ronald Holland II,Ronald,1610612765,DET,19.0,5,2,3,0.4,33.52166666666667,2,2,2,0,7,19,6,28,1,2,5,8,13.2,115,121,57,124,162,143,141,128,186,40,80,34,57,113,109,69,100,183,DET
203501,Tim Hardaway Jr.,Tim,1610612765,DET,33.0,6,2,4,0.333,188.31,5,9,13,10,71,60,65,186,0,1,10,11,99.9,104,121,75,132,75,113,84,53,123,150,152,160,149,160,73,104,81,106,DET
202699,Tobias Harris,Tobias,1610612765,DET,32.0,6,2,4,0.333,232.72666666666663,12,16,21,34,78,73,77,232,7,4,16,14,186.7,104,121,75,132,59,73,55,32,66,160,161,178,163,39,150,139,69,65,DET
