close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
203110,Draymond Green,1610612744,GSW,F,28.0,70,68,0.321,1.69,4.76,0.354,0.358,-0.003
201142,Kevin Durant,1610612744,GSW,F,29.0,68,68,0.369,1.75,4.68,0.374,0.357,0.017
202691,Klay Thompson,1610612744,GSW,G,28.0,73,73,0.332,1.34,3.77,0.356,0.364,-0.007
201939,Stephen Curry,1610612744,GSW,G,30.0,51,49,0.335,1.27,3.45,0.369,0.359,0.01
2738,Andre Iguodala,1610612744,GSW,F-G,34.0,64,62,0.344,0.86,3.05,0.282,0.357,-0.075
1628395,Jordan Bell,1610612744,GSW,C-F,23.0,56,43,0.281,0.91,2.45,0.372,0.361,0.011
1626188,Quinn Cook,1610612744,GSW,G,25.0,29,25,0.292,0.86,2.14,0.403,0.335,0.068
1626172,Kevon Looney,1610612744,GSW,F,22.0,62,48,0.272,0.74,2.13,0.348,0.354,-0.005
2561,David West,1610612744,GSW,F,37.0,73,64,0.25,0.64,1.96,0.329,0.358,-0.03
201156,Nick Young,1610612744,GSW,G-F,33.0,80,67,0.342,0.74,1.93,0.383,0.35,0.033
2585,Zaza Pachulia,1610612744,GSW,C,34.0,69,55,0.211,0.71,1.87,0.38,0.358,0.022
2733,Shaun Livingston,1610612744,GSW,G,32.0,70,61,0.313,0.6,1.8,0.333,0.357,-0.024
201956,Omri Casspi,1610612744,GSW,F,30.0,52,35,0.296,0.44,1.52,0.291,0.361,-0.07
201580,JaVale McGee,1610612744,GSW,C,30.0,64,45,0.242,0.52,1.44,0.359,0.345,0.013
1627775,Patrick McCaw,1610612744,GSW,G,22.0,52,37,0.25,0.46,1.37,0.338,0.363,-0.025
1627745,Damian Jones,1610612744,GSW,C,23.0,14,4,0.208,0.29,0.71,0.4,0.36,0.041
