player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
201166,Aaron Brooks,Aaron,1610612750,MIN,33.0,2,1,1,0.5,1.3,82.0,66.7,66.7,82.0,57.1,57.1,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006670000000000001,0.00515,0.5,0.564,88.28,117.59,97.99,117.59,0.167,6,2,3,1.0,1.5,0.667,186,137,10,67,210,201,203,203,10,2,2,94,37,37,181,171,181,175,196,200,1,1,20,124,1,1,204,6,6,15,174,182,148,173,15
203952,Andrew Wiggins,Andrew,1610612750,MIN,23.0,5,1,4,0.2,32.8,102.1,103.7,103.7,117.5,120.9,120.9,-15.4,-17.2,-17.2,0.106,1.11,10.5,0.03,0.114,0.074,0.095,0.094,0.00493,0.0051400000000000005,0.232,0.236,97.11,95.0,79.17,95.0,0.075,325,30,68,6.0,13.6,0.441,130,137,58,157,43,139,127,127,181,198,198,177,184,184,93,123,138,91,117,113,119,115,118,125,42,42,120,161,161,117,71,68,28,28,110
201565,Derrick Rose,Derrick,1610612750,MIN,29.0,5,1,4,0.2,23.8,114.0,115.7,115.7,116.3,115.8,115.8,-2.3,-0.1,-0.1,0.171,1.63,16.0,0.009,0.068,0.039,0.099,0.099,0.005699999999999999,0.0059099999999999995,0.25,0.256,98.09,97.58,81.32,97.58,0.092,242,29,57,5.8,11.4,0.509,130,137,58,157,87,27,18,18,175,177,177,112,89,89,53,84,83,160,173,180,126,126,56,63,28,31,109,125,125,87,76,84,33,43,55
203476,Gorgui Dieng,Gorgui,1610612750,MIN,28.0,5,1,4,0.2,14.1,98.7,93.8,93.8,95.8,93.2,93.2,2.9,0.6,0.6,0.089,4.0,16.0,0.038,0.176,0.11,0.04,0.04,0.0038900000000000002,0.0043,0.13,0.138,95.18,99.05,82.54,99.05,0.092,144,6,18,1.2,3.6,0.333,130,137,58,157,133,166,178,178,20,18,18,70,84,84,107,9,84,73,46,55,34,34,174,169,149,146,149,103,103,89,151,145,146,132,169
2037,Jamal Crawford,Jamal,1610612750,MIN,38.0,5,1,4,0.2,24.6,108.3,108.7,108.7,112.5,112.0,112.0,-4.2,-3.3,-3.3,0.148,2.4,17.1,0.008,0.094,0.052,0.071,0.07200000000000001,0.00521,0.005600000000000001,0.207,0.212,98.41,98.51,82.09,98.51,0.094,254,21,47,4.2,9.4,0.447,130,137,58,157,81,61,61,61,158,153,153,127,116,116,65,37,75,163,147,164,67,70,87,86,59,61,103,108,108,83,100,95,65,58,106
201952,Jeff Teague,Jeff,1610612750,MIN,30.0,5,1,4,0.2,30.6,105.4,107.0,107.0,120.2,122.7,122.7,-14.8,-15.8,-15.8,0.299,2.07,28.7,0.019,0.099,0.058,0.139,0.138,0.0052,0.005560000000000001,0.211,0.216,97.35,95.63,79.69,95.63,0.079,302,23,51,4.6,10.2,0.451,130,137,58,157,56,115,90,90,195,202,202,175,180,180,11,55,19,119,140,151,179,179,89,90,57,59,118,150,150,112,98,92,52,52,99
202710,Jimmy Butler III,Jimmy,1610612750,MIN,28.0,5,1,4,0.2,34.1,110.5,112.2,112.2,112.4,115.8,115.8,-1.9,-3.6,-3.6,0.18,4.0,21.1,0.019,0.149,0.089,0.053,0.052000000000000005,0.00508,0.00557,0.201,0.206,96.57,94.39,78.66,94.39,0.117,335,28,63,5.6,12.6,0.444,130,137,58,157,34,43,29,29,156,178,178,109,122,122,47,9,51,118,75,84,43,42,99,88,65,66,131,170,170,53,78,77,36,35,107
1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,22.0,5,1,4,0.2,33.9,107.7,110.4,110.4,120.5,124.2,124.2,-12.8,-13.8,-13.8,0.099,0.92,11.8,0.095,0.299,0.202,0.129,0.129,0.00492,0.00542,0.217,0.219,97.8,95.16,79.3,95.16,0.122,338,28,60,5.6,12.0,0.467,130,137,58,157,36,76,47,47,196,203,203,170,171,171,95,141,126,24,5,6,170,170,119,101,48,54,113,159,159,48,78,80,36,37,83
1627875,Marcus Georges-Hunt,Marcus,1610612750,MIN,24.0,2,0,2,0.0,1.4,68.0,57.1,57.1,101.7,87.5,87.5,-33.7,-30.4,-30.4,0.0,0.0,0.0,0.25,0.0,0.167,0.0,0.0,0.0,0.0,0.125,0.145,108.92,128.04,106.7,128.04,-0.059,7,0,1,0.0,0.5,0.0,186,186,24,186,209,204,206,206,45,13,13,202,202,202,181,171,181,3,196,14,1,1,195,199,152,136,8,2,2,205,195,191,195,191,195
202357,Nemanja Bjelica,Nemanja,1610612750,MIN,30.0,5,1,4,0.2,9.4,92.4,87.6,87.6,103.8,100.0,100.0,-11.4,-12.4,-12.4,0.111,3.0,13.0,0.067,0.19,0.127,0.043,0.043,0.00563,0.00603,0.169,0.183,100.88,105.57,87.98,105.57,0.136,105,7,16,1.4,3.2,0.438,130,137,58,157,154,184,191,191,64,39,39,159,163,163,87,19,110,45,35,40,37,37,61,56,100,92,53,23,23,35,145,150,140,140,114
201959,Taj Gibson,Taj,1610612750,MIN,33.0,5,1,4,0.2,24.6,98.0,98.7,98.7,109.7,116.3,116.3,-11.8,-17.6,-17.6,0.026,0.5,6.9,0.061,0.09,0.077,0.138,0.136,0.00636,0.0066500000000000005,0.103,0.106,94.38,91.3,76.09,91.3,0.074,235,14,22,2.8,4.4,0.636,130,137,58,157,82,170,158,158,122,179,179,164,187,187,174,158,164,49,158,107,178,176,29,25,178,181,168,201,201,119,115,135,98,119,18
1626145,Tyus Jones,Tyus,1610612750,MIN,22.0,4,1,3,0.25,13.7,99.8,95.6,95.6,97.2,97.2,97.2,2.6,-1.6,-1.6,0.205,8.0,50.0,0.0,0.134,0.076,0.063,0.063,0.0028599999999999997,0.0028599999999999997,0.065,0.068,94.41,96.48,80.4,96.48,0.08,113,2,7,0.5,1.8,0.286,162,137,40,151,135,159,174,174,21,27,27,74,103,103,38,1,4,175,88,108,55,55,188,191,199,199,167,141,141,110,174,169,175,169,184
