TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612748,Miami Heat,MIA,23,23,0.315,231,630,0.367,0.437,0.183,143,365,0.392,0.133,88,265,0.332
1610612743,Denver Nuggets,DEN,20,20,0.255,188,438,0.429,0.493,0.159,132,274,0.482,0.095,56,164,0.341
1610612738,Boston Celtics,BOS,20,20,0.251,158,429,0.368,0.464,0.109,76,186,0.409,0.142,82,243,0.337
1610612747,Los Angeles Lakers,LAL,16,16,0.284,151,396,0.381,0.422,0.199,119,278,0.428,0.085,32,118,0.271
1610612756,Phoenix Suns,PHX,11,11,0.405,171,387,0.442,0.491,0.302,133,288,0.462,0.104,38,99,0.384
1610612744,Golden State Warriors,GSW,13,13,0.295,129,359,0.359,0.447,0.134,66,163,0.405,0.161,63,196,0.321
1610612755,Philadelphia 76ers,PHI,11,11,0.324,106,299,0.355,0.426,0.168,63,155,0.406,0.156,43,144,0.299
1610612752,New York Knicks,NYK,11,11,0.3,96,269,0.357,0.407,0.179,69,160,0.431,0.122,27,109,0.248
1610612758,Sacramento Kings,SAC,7,7,0.3,80,201,0.398,0.468,0.166,52,111,0.468,0.135,28,90,0.311
1610612737,Atlanta Hawks,ATL,6,6,0.324,79,187,0.422,0.503,0.171,49,99,0.495,0.152,30,88,0.341
1610612749,Milwaukee Bucks,MIL,5,5,0.296,57,137,0.416,0.511,0.151,31,70,0.443,0.145,26,67,0.388
1610612763,Memphis Grizzlies,MEM,6,6,0.213,41,122,0.336,0.41,0.107,23,61,0.377,0.107,18,61,0.295
1610612739,Cleveland Cavaliers,CLE,5,5,0.304,45,119,0.378,0.433,0.171,32,67,0.478,0.133,13,52,0.25
1610612746,LA Clippers,LAC,5,5,0.264,43,117,0.368,0.436,0.16,27,71,0.38,0.104,16,46,0.348
1610612751,Brooklyn Nets,BKN,4,4,0.304,42,94,0.447,0.511,0.197,30,61,0.492,0.107,12,33,0.364
1610612750,Minnesota Timberwolves,MIN,5,5,0.228,38,94,0.404,0.521,0.087,16,36,0.444,0.14,22,58,0.379
