season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2019-20,202693,Markieff Morris,Markieff,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,16.633333333333333,1,4,0.25,1,2,0.5,0,0,0.0,1,1,2,0,0,0,0,0,2,1,3,1,5.4,0,0,6.0,1,1,1,1,1172,1165,1120,1257,593,935,245,879,929,879,374,1145,1029,1185,1048,756,511,1,661,817,1232,716,1406,163,13,1357,1,16:38,2019,2020
2019-20,203484,Kentavious Caldwell-Pope,Kentavious,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,33.43333333333333,6,13,0.462,2,7,0.286,3,3,1.0,1,1,2,0,2,1,0,0,5,3,17,8,20.4,0,0,23.0,1,1,1,1,462,325,358,742,324,216,758,330,465,1,374,1145,1029,1185,306,271,511,1,1553,389,360,349,769,163,13,631,1,33:26,2019,2020
2019-20,201980,Danny Green,Danny,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,24.566666666666663,4,10,0.4,3,7,0.429,0,0,0.0,2,3,5,1,0,0,1,0,2,0,11,5,21.5,0,0,22.0,1,1,1,1,860,590,551,913,162,216,470,879,929,879,170,662,511,814,1048,756,149,1,661,1171,650,488,732,163,13,678,1,24:34,2019,2020
2019-20,200765,Rajon Rondo,Rajon,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,30.416666666666668,8,11,0.727,3,4,0.75,0,0,0.0,0,4,4,4,4,1,0,0,1,0,19,5,28.8,0,0,32.0,1,1,1,1,602,182,477,140,162,579,102,879,929,879,793,505,651,283,82,271,511,1,307,1171,297,488,458,163,13,356,1,30:25,2019,2020
2019-20,203076,Anthony Davis,Anthony,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,35.1,7,17,0.412,0,3,0.0,5,7,0.714,4,11,15,3,3,1,2,2,4,5,19,18,47.5,1,0,43.0,1,1,1,1,380,256,179,902,987,750,987,167,138,607,24,33,18,391,162,271,37,1553,1326,179,297,108,140,1,13,172,1,35:06,2019,2020
2019-20,201162,Jared Dudley,Jared,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,1.45,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-4,0.0,0,0,0.0,1,1,1,1,1644,1425,1462,1425,987,1134,987,879,929,879,793,1427,1480,1185,1048,756,511,1,1,1171,1473,1089,1602,163,13,1605,1,1:27,2019,2020
2019-20,1627936,Alex Caruso,Alex,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,32.7,2,7,0.286,0,2,0.0,0,0,0.0,1,2,3,5,1,1,1,1,2,0,4,20,20.1,0,0,16.0,1,1,1,1,495,953,813,1206,987,935,987,879,929,879,374,864,817,203,576,271,149,1166,661,1171,1152,80,779,163,13,909,1,32:42,2019,2020
2019-20,1628398,Kyle Kuzma,Kyle,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,21.933333333333334,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,0,1,0,0,0,3,0,2,2,2.2,0,0,3.0,1,1,1,1,967,1165,1120,1257,987,935,987,879,929,879,793,1145,1267,1185,576,756,511,1,1045,1171,1340,638,1538,163,13,1485,1,21:56,2019,2020
2019-20,2730,Dwight Howard,Dwight,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,1.1,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,-4,3.0,0,0,4.0,1,1,1,1,1656,1165,1462,1,593,1134,1,879,929,879,793,1427,1480,1185,1048,756,511,1,1,1171,1232,1089,1496,163,13,1443,1,1:06,2019,2020
2019-20,2544,LeBron James,LeBron,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11T00:00:00,LAL @ MIA,W,41.21666666666667,13,20,0.65,1,5,0.2,1,4,0.25,3,11,14,10,1,1,0,1,3,9,28,18,61.8,1,1,55.0,1,1,1,1,102,23,92,253,593,432,875,696,298,872,83,33,30,19,576,271,511,1166,1045,19,107,108,32,1,1,55,1,41:13,2019,2020
