close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
1627734,Domantas Sabonis,1610612758,SAC,F-C,29.0,70,68,0.402,292,479,0.61,0.641,-0.031
1631099,Keegan Murray,1610612758,SAC,F,24.0,76,74,0.361,203,378,0.537,0.627,-0.09
1631165,Keon Ellis,1610612758,SAC,G,25.0,79,76,0.388,231,344,0.672,0.625,0.047
201942,DeMar DeRozan,1610612758,SAC,G-F,35.0,77,73,0.382,202,325,0.622,0.633,-0.012
202685,Jonas Valančiūnas,1610612758,SAC,C,33.0,81,79,0.367,225,324,0.694,0.656,0.038
203897,Zach LaVine,1610612758,SAC,G,30.0,74,73,0.313,211,302,0.699,0.63,0.069
1628370,Malik Monk,1610612758,SAC,G,27.0,65,64,0.363,159,258,0.616,0.629,-0.012
1626168,Trey Lyles,1610612758,SAC,F,29.0,68,63,0.379,155,234,0.662,0.632,0.031
1631222,Jake LaRavia,1610612758,SAC,F,23.0,66,61,0.401,152,229,0.664,0.621,0.043
1642403,Isaac Jones,1610612758,SAC,F,24.0,33,28,0.403,33,60,0.55,0.618,-0.068
203926,Doug McDermott,1610612758,SAC,F,33.0,39,28,0.317,25,45,0.556,0.603,-0.048
1642269,Devin Carter,1610612758,SAC,G,23.0,33,22,0.267,27,36,0.75,0.605,0.145
1628365,Markelle Fultz,1610612758,SAC,G,27.0,16,12,0.426,16,26,0.615,0.626,-0.011
203109,Jae Crowder,1610612758,SAC,F,34.0,8,6,0.294,6,10,0.6,0.632,-0.032
1642384,Isaiah Crawford,1610612758,SAC,F,23.0,7,5,0.429,1,6,0.167,0.608,-0.441
1630222,Mason Jones,1610612758,SAC,G,26.0,7,4,0.333,1,4,0.25,0.658,-0.408
1629056,Terence Davis,1610612758,SAC,G,28.0,1,1,0.4,1,2,0.5,0.619,-0.119
