group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,203473,Dewayne Dedmon,Dewayne,1610612737,ATL,30.0,13,7,6,0.538,28.0,0.191,0.105,0.193,0.143,0.292,0.0,0.0,0.1,0.375,0.269,0.0,0.667,0.5,0.333,0.0,0.556,0.0,0.093,215,198,208,162,235,127,272,154,168,83,297,301,229,34,99,285,447,28,77,1,438,319,308,ATL
Players,1628989,Kevin Huerter,Kevin,1610612737,ATL,21.0,28,11,17,0.393,94.0,0.097,0.082,0.108,0.118,0.145,0.058,0.048,0.154,0.157,0.156,0.24,0.143,0.083,0.222,0.043,0.179,0.049,0.079,80,119,410,296,76,318,303,299,192,221,270,285,181,230,239,110,276,224,118,253,232,309,326,ATL
Players,1628981,Bruno Fernando,Bruno,1610612737,ATL,21.0,7,3,4,0.429,3.0,0.182,0.25,0.222,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.333,0.0,0.0,0.0,0.5,0.333,0.0,0.2,299,284,148,262,401,142,84,119,224,312,297,301,273,10,12,58,1,235,181,407,384,319,135,ATL
Players,1713,Vince Carter,Vince,1610612737,ATL,43.0,19,6,13,0.316,25.0,0.12,0.111,0.113,0.167,0.125,0.118,0.087,0.25,0.087,0.111,0.273,0.143,0.2,0.0,0.0,0.333,0.118,0.119,166,210,357,356,252,259,261,286,145,239,211,245,116,314,297,92,276,140,181,1,384,236,271,ATL
Players,1627820,Tyrone Wallace,Tyrone,1610612737,ATL,26.0,2,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,358,28,177,438,403,340,394,224,312,297,301,273,346,365,285,1,235,181,1,1,319,365,ATL
Players,1629629,Cam Reddish,Cam,1610612737,ATL,20.0,24,9,15,0.375,65.0,0.093,0.045,0.087,0.0,0.136,0.1,0.086,0.0,0.163,0.116,0.2,0.231,0.444,0.25,0.063,0.231,0.091,0.057,113,157,387,311,138,325,327,336,224,230,232,248,273,222,292,127,345,54,103,255,297,273,347,ATL
Players,1626203,Treveon Graham,Treveon,1610612737,ATL,26.0,13,6,7,0.462,44.0,0.054,0.033,0.068,0.0,0.036,0.043,0.038,0.273,0.103,0.15,0.154,0.0,0.111,0.0,0.143,0.167,0.167,0.033,215,210,232,231,183,392,335,363,224,304,282,292,110,299,251,169,1,204,181,283,208,187,357,ATL
Players,203991,Clint Capela,Clint,1610612737,ATL,26.0,15,8,7,0.533,48.0,0.139,0.194,0.138,0.0,0.0,0.143,0.156,0.529,0.216,0.315,0.1,0.176,0.0,0.125,0.5,0.12,0.125,0.161,203,180,232,164,174,226,156,241,224,312,185,180,38,150,68,220,307,235,150,407,150,226,196,ATL
Players,1629027,Trae Young,Trae,1610612737,ATL,21.0,30,11,19,0.367,116.0,0.446,0.493,0.461,0.636,0.477,0.597,0.561,0.067,0.192,0.157,0.424,0.394,0.235,0.0,0.458,0.113,0.588,0.534,56,119,429,319,30,5,12,9,10,13,18,18,255,189,238,38,425,125,181,403,140,13,7,ATL
Players,1627746,Skal Labissiere,Skal,1610612737,ATL,24.0,3,1,2,0.333,8.0,0.143,0.111,0.176,0.0,0.143,0.0,0.0,0.0,0.2,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,364,358,82,331,344,214,261,178,224,222,297,301,273,168,219,285,1,235,181,1,1,319,310,ATL
Players,1627745,Damian Jones,Damian,1610612737,ATL,25.0,9,2,7,0.222,11.0,0.05,0.0,0.067,0.0,0.0,0.0,0.0,0.5,0.143,0.222,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,272,321,232,399,312,394,340,365,224,312,297,301,42,245,142,285,1,235,181,1,427,319,365,ATL
Players,201952,Jeff Teague,Jeff,1610612737,ATL,32.0,16,6,10,0.375,58.0,0.148,0.129,0.157,0.0,0.057,0.163,0.167,0.0,0.116,0.093,0.313,0.188,0.167,0.0,0.455,0.086,0.125,0.13,194,210,297,311,150,205,235,206,224,291,171,162,273,286,321,80,313,158,181,400,112,226,249,ATL
Players,1629164,Brandon Goodwin,Brandon,1610612737,ATL,24.0,6,3,3,0.5,8.0,0.296,0.375,0.368,0.0,0.4,0.571,0.5,0.0,0.286,0.154,0.667,0.0,0.0,0.5,1.0,0.2,0.4,0.417,316,284,117,177,341,46,26,22,224,26,20,23,273,83,240,5,1,235,31,441,252,34,15,ATL
Players,1627761,DeAndre' Bembry,DeAndre',1610612737,ATL,25.0,13,6,7,0.462,31.0,0.111,0.08,0.125,0.0,0.0,0.071,0.111,0.0,0.313,0.192,0.0,0.125,0.111,0.0,0.667,0.056,0.231,0.071,215,210,232,231,222,277,307,266,224,312,257,222,273,68,181,285,261,204,181,436,98,137,334,ATL
Players,1629631,De'Andre Hunter,De'Andre,1610612737,ATL,22.0,30,11,19,0.367,113.0,0.116,0.118,0.116,0.316,0.173,0.136,0.151,0.097,0.222,0.188,0.107,0.125,0.188,0.0,0.12,0.21,0.13,0.14,56,119,429,319,39,269,254,283,77,185,193,185,235,140,190,216,261,149,181,273,275,224,233,ATL
Players,1628381,John Collins,John,1610612737,ATL,22.0,20,10,10,0.5,71.0,0.15,0.25,0.173,0.0,0.036,0.109,0.145,0.64,0.224,0.365,0.045,0.056,0.125,0.5,0.231,0.211,0.125,0.188,150,139,297,177,125,201,84,185,224,303,223,190,27,139,42,268,214,192,31,339,276,226,153,ATL
