close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1626158,Richaun Holmes,1610612758,SAC,F,27.0,60,59,0.773,343,693,0.495,0.544,-0.049
1627741,Buddy Hield,1610612758,SAC,G,28.0,69,69,0.637,352,614,0.573,0.527,0.046
1628368,De'Aaron Fox,1610612758,SAC,G,23.0,56,56,0.589,266,484,0.55,0.525,0.025
203084,Harrison Barnes,1610612758,SAC,F,29.0,56,56,0.676,225,436,0.516,0.545,-0.029
1626153,Delon Wright,1610612758,SAC,G,29.0,61,60,0.703,237,423,0.56,0.53,0.03
1630169,Tyrese Haliburton,1610612758,SAC,G,21.0,56,56,0.634,221,379,0.583,0.522,0.061
1628963,Marvin Bagley III,1610612758,SAC,F,22.0,42,41,0.638,189,319,0.592,0.538,0.055
202355,Hassan Whiteside,1610612758,SAC,C,32.0,33,31,0.782,125,248,0.504,0.542,-0.038
1629056,Terence Davis,1610612758,SAC,G,24.0,59,56,0.618,129,220,0.586,0.532,0.055
203090,Maurice Harkless,1610612758,SAC,F-G,28.0,35,34,0.586,100,188,0.532,0.521,0.01
1627745,Damian Jones,1610612758,SAC,C,26.0,35,33,0.722,91,179,0.508,0.543,-0.035
1629002,Chimezie Metu,1610612758,SAC,F-C,24.0,33,33,0.675,100,179,0.559,0.523,0.035
203922,Glenn Robinson III,1610612758,SAC,F,27.0,21,20,0.646,46,84,0.548,0.518,0.03
1629713,Justin James,1610612758,SAC,G-F,24.0,26,24,0.574,37,66,0.561,0.515,0.045
1629657,Kyle Guy,1610612758,SAC,G,23.0,25,23,0.584,25,45,0.556,0.518,0.038
1629735,Chris Silva,1610612758,SAC,F,24.0,9,9,0.765,18,39,0.462,0.529,-0.068
1630186,Jahmi'us Ramsey,1610612758,SAC,G,20.0,11,9,0.676,10,23,0.435,0.483,-0.048
1629663,Louis King,1610612758,SAC,F,22.0,6,5,0.676,13,23,0.565,0.516,0.049
1630218,Robert Woodard II,1610612758,SAC,F,21.0,7,6,0.875,3,7,0.429,0.55,-0.121
