close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203954,Joel Embiid,1610612755,PHI,F-C,25.0,61,61,0.439,223,599,0.372,0.365,0.007
202699,Tobias Harris,1610612755,PHI,F,26.0,82,82,0.448,182,472,0.386,0.366,0.019
1627732,Ben Simmons,1610612755,PHI,G-F,22.0,76,76,0.47,144,442,0.326,0.367,-0.041
202710,Jimmy Butler III,1610612755,PHI,G-F,29.0,63,62,0.435,130,335,0.388,0.374,0.014
200755,JJ Redick,1610612755,PHI,G,35.0,73,71,0.447,97,274,0.354,0.365,-0.011
204456,T.J. McConnell,1610612755,PHI,G,27.0,73,70,0.41,77,240,0.321,0.369,-0.049
1626246,Boban Marjanović,1610612755,PHI,C,30.0,56,53,0.439,76,219,0.347,0.361,-0.014
203118,Mike Scott,1610612755,PHI,F,30.0,78,73,0.464,71,205,0.346,0.362,-0.016
203613,Jonathon Simmons,1610612755,PHI,F,29.0,51,49,0.455,59,152,0.388,0.365,0.023
203516,James Ennis III,1610612755,PHI,F,28.0,58,51,0.351,60,147,0.408,0.368,0.041
1628413,Jonah Bolden,1610612755,PHI,F,23.0,40,38,0.453,44,134,0.328,0.371,-0.043
101161,Amir Johnson,1610612755,PHI,C-F,32.0,49,43,0.391,51,125,0.408,0.359,0.049
1627788,Furkan Korkmaz,1610612755,PHI,G-F,21.0,44,38,0.495,45,110,0.409,0.362,0.047
202328,Greg Monroe,1610612755,PHI,C,29.0,39,30,0.287,31,88,0.352,0.349,0.004
1629003,Shake Milton,1610612755,PHI,G,22.0,17,13,0.392,14,29,0.483,0.348,0.134
1629015,Zhaire Smith,1610612755,PHI,G,20.0,5,5,0.538,7,21,0.333,0.355,-0.021
1628383,Justin Patton,1610612755,PHI,C,22.0,2,2,0.417,2,5,0.4,0.218,0.182
1627743,Demetrius Jackson,1610612755,PHI,G,24.0,4,2,0.273,1,3,0.333,0.348,-0.015
1629312,Haywood Highsmith,1610612755,PHI,F,22.0,4,2,0.273,1,3,0.333,0.357,-0.023
