season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612750,MIN,Minnesota Timberwolves,21800107,2018-10-31,MIN vs. UTA,W,48.0,0.651,0.279,0.154,0.256,0.552,0.309,0.135,0.393,0,0,0,0,135,69,968,1646,1370,1662,1772,1285,2364,1,2018,2019,True,MIN,UTA
2018-19,1610612747,LAL,Los Angeles Lakers,21800109,2018-10-31,LAL vs. DAL,W,48.0,0.571,0.286,0.189,0.256,0.576,0.221,0.217,0.295,0,0,0,0,135,547,894,2219,1374,1948,843,61,1584,1,2018,2019,True,LAL,DAL
2018-19,1610612740,NOP,New Orleans Pelicans,21800108,2018-10-31,NOP @ GSW,L,48.0,0.543,0.293,0.151,0.3,0.618,0.337,0.159,0.319,0,0,0,0,135,920,827,1576,787,2275,1973,702,1874,1,2018,2019,False,GSW,NOP
2018-19,1610612742,DAL,Dallas Mavericks,21800109,2018-10-31,DAL @ LAL,L,48.0,0.576,0.221,0.217,0.295,0.571,0.286,0.189,0.256,0,0,0,0,135,507,1612,2399,869,1903,1550,238,1075,1,2018,2019,False,LAL,DAL
2018-19,1610612743,DEN,Denver Nuggets,21800106,2018-10-31,DEN @ CHI,W,53.0,0.49,0.182,0.158,0.39,0.511,0.196,0.137,0.259,0,0,0,0,21,1711,1986,1731,114,1036,584,1203,1106,1,2018,2019,False,CHI,DEN
2018-19,1610612752,NYK,New York Knicks,21800105,2018-10-31,NYK vs. IND,L,48.0,0.506,0.304,0.173,0.298,0.578,0.205,0.156,0.25,0,0,0,0,135,1463,729,2037,835,1973,681,760,952,1,2018,2019,True,NYK,IND
2018-19,1610612741,CHI,Chicago Bulls,21800106,2018-10-31,CHI vs. DEN,L,53.0,0.511,0.196,0.137,0.259,0.49,0.182,0.158,0.39,0,0,0,0,21,1421,1869,1243,1341,748,471,710,2346,1,2018,2019,True,CHI,DEN
2018-19,1610612756,PHX,Phoenix Suns,21800110,2018-10-31,PHX vs. SAS,L,48.0,0.422,0.2,0.146,0.211,0.578,0.313,0.136,0.211,0,0,0,0,135,2349,1820,1458,1955,1973,1820,1248,498,1,2018,2019,True,PHX,SAS
2018-19,1610612754,IND,Indiana Pacers,21800105,2018-10-31,IND @ NYK,W,48.0,0.578,0.205,0.156,0.25,0.506,0.304,0.173,0.298,0,0,0,0,135,484,1780,1692,1446,996,1729,412,1614,1,2018,2019,False,NYK,IND
2018-19,1610612759,SAS,San Antonio Spurs,21800110,2018-10-31,SAS @ PHX,W,48.0,0.578,0.313,0.136,0.211,0.422,0.2,0.146,0.211,0,0,0,0,135,484,641,1192,1955,111,620,987,498,1,2018,2019,False,PHX,SAS
2018-19,1610612751,BKN,Brooklyn Nets,21800104,2018-10-31,BKN vs. DET,W,53.0,0.485,0.297,0.144,0.328,0.478,0.419,0.153,0.31,0,0,0,0,21,1795,790,1409,451,573,2336,816,1785,1,2018,2019,True,BKN,DET
2018-19,1610612765,DET,Detroit Pistons,21800104,2018-10-31,DET @ BKN,L,53.0,0.478,0.419,0.153,0.31,0.485,0.297,0.144,0.328,0,0,0,0,21,1883,124,1638,667,663,1670,1052,2007,1,2018,2019,False,BKN,DET
2018-19,1610612744,GSW,Golden State Warriors,21800108,2018-10-31,GSW vs. NOP,W,48.0,0.618,0.337,0.159,0.319,0.543,0.293,0.151,0.3,0,0,0,0,135,183,486,1752,579,1537,1632,875,1642,1,2018,2019,True,GSW,NOP
2018-19,1610612762,UTA,Utah Jazz,21800107,2018-10-31,UTA @ MIN,L,48.0,0.552,0.309,0.135,0.393,0.651,0.279,0.154,0.256,0,0,0,0,135,795,688,1161,93,2392,1488,804,1088,1,2018,2019,False,MIN,UTA
2018-19,1610612758,SAC,Sacramento Kings,21800098,2018-10-30,SAC @ ORL,W,48.0,0.536,0.31,0.144,0.184,0.456,0.242,0.163,0.267,0,0,0,0,135,1032,680,1410,2199,323,1090,593,1196,1,2018,2019,False,ORL,SAC
2018-19,1610612739,CLE,Cleveland Cavaliers,21800097,2018-10-30,CLE vs. ATL,W,48.0,0.572,0.478,0.12,0.314,0.628,0.207,0.215,0.14,0,0,0,0,135,543,46,782,634,2327,699,67,54,1,2018,2019,True,CLE,ATL
2018-19,1610612753,ORL,Orlando Magic,21800098,2018-10-30,ORL vs. SAC,L,48.0,0.456,0.242,0.163,0.267,0.536,0.31,0.144,0.184,0,0,0,0,135,2135,1364,1855,1246,1421,1774,1030,251,1,2018,2019,True,ORL,SAC
2018-19,1610612763,MEM,Memphis Grizzlies,21800102,2018-10-30,MEM vs. WAS,W,48.0,0.574,0.419,0.177,0.273,0.527,0.27,0.211,0.19,0,0,0,0,135,524,126,2090,1156,1276,1402,78,311,1,2018,2019,True,MEM,WAS
2018-19,1610612766,CHA,Charlotte Hornets,21800096,2018-10-30,CHA vs. MIA,W,48.0,0.623,0.358,0.141,0.289,0.534,0.276,0.152,0.265,0,0,0,0,135,158,363,1331,936,1392,1457,865,1183,1,2018,2019,True,CHA,MIA
2018-19,1610612757,POR,Portland Trail Blazers,21800101,2018-10-30,POR @ HOU,W,48.0,0.525,0.288,0.204,0.326,0.375,0.24,0.122,0.324,0,0,0,0,135,1201,884,2340,508,18,1063,1621,1935,1,2018,2019,False,HOU,POR
2018-19,1610612760,OKC,Oklahoma City Thunder,21800103,2018-10-30,OKC vs. LAC,W,48.0,0.559,0.34,0.152,0.306,0.52,0.581,0.223,0.209,0,0,0,0,135,717,465,1597,714,1173,2451,43,486,1,2018,2019,True,OKC,LAC
2018-19,1610612737,ATL,Atlanta Hawks,21800097,2018-10-30,ATL @ CLE,L,48.0,0.628,0.207,0.215,0.14,0.572,0.478,0.12,0.314,0,0,0,0,135,134,1761,2393,2405,1915,2413,1675,1821,1,2018,2019,False,CLE,ATL
2018-19,1610612765,DET,Detroit Pistons,21800099,2018-10-30,DET @ BOS,L,48.0,0.466,0.307,0.165,0.241,0.494,0.381,0.133,0.231,0,0,0,0,135,2052,701,1888,1581,773,2219,1315,738,1,2018,2019,False,BOS,DET
2018-19,1610612745,HOU,Houston Rockets,21800101,2018-10-30,HOU vs. POR,L,48.0,0.375,0.24,0.122,0.324,0.525,0.288,0.204,0.326,0,0,0,0,135,2443,1394,820,526,1256,1576,117,1940,1,2018,2019,True,HOU,POR
2018-19,1610612748,MIA,Miami Heat,21800096,2018-10-30,MIA @ CHA,L,48.0,0.534,0.276,0.152,0.265,0.623,0.358,0.141,0.289,0,0,0,0,135,1064,998,1587,1268,2302,2095,1107,1524,1,2018,2019,False,CHA,MIA
2018-19,1610612755,PHI,Philadelphia 76ers,21800100,2018-10-30,PHI @ TOR,L,48.0,0.495,0.33,0.215,0.386,0.571,0.304,0.15,0.277,0,0,0,0,135,1650,529,2393,125,1895,1734,910,1342,1,2018,2019,False,TOR,PHI
2018-19,1610612738,BOS,Boston Celtics,21800099,2018-10-30,BOS vs. DET,W,48.0,0.494,0.381,0.133,0.231,0.466,0.307,0.165,0.241,0,0,0,0,135,1682,238,1127,1701,408,1756,557,874,1,2018,2019,True,BOS,DET
2018-19,1610612764,WAS,Washington Wizards,21800102,2018-10-30,WAS @ MEM,L,48.0,0.527,0.27,0.211,0.19,0.574,0.419,0.177,0.273,0,0,0,0,135,1185,1059,2381,2143,1937,2335,367,1288,1,2018,2019,False,MEM,WAS
2018-19,1610612746,LAC,LA Clippers,21800103,2018-10-30,LAC @ OKC,L,48.0,0.52,0.581,0.223,0.209,0.559,0.34,0.152,0.306,0,0,0,0,135,1288,9,2418,1965,1741,1995,860,1734,1,2018,2019,False,OKC,LAC
2018-19,1610612761,TOR,Toronto Raptors,21800100,2018-10-30,TOR vs. PHI,W,48.0,0.571,0.304,0.15,0.277,0.495,0.33,0.215,0.386,0,0,0,0,135,562,720,1543,1101,807,1930,67,2332,1,2018,2019,True,TOR,PHI
2018-19,1610612750,MIN,Minnesota Timberwolves,21800093,2018-10-29,MIN vs. LAL,W,48.0,0.5,0.306,0.14,0.404,0.529,0.144,0.17,0.411,0,0,0,0,135,1541,706,1319,74,1309,218,480,2398,1,2018,2019,True,MIN,LAL
2018-19,1610612742,DAL,Dallas Mavericks,21800094,2018-10-29,DAL @ SAS,L,53.0,0.527,0.187,0.205,0.255,0.511,0.231,0.153,0.163,0,0,0,0,21,1173,1945,2345,1402,1041,964,816,136,1,2018,2019,False,SAS,DAL
2018-19,1610612755,PHI,Philadelphia 76ers,21800088,2018-10-29,PHI vs. ATL,W,48.0,0.485,0.182,0.174,0.328,0.415,0.223,0.136,0.19,0,0,0,0,135,1801,1986,2050,459,83,869,1238,311,1,2018,2019,True,PHI,ATL
2018-19,1610612747,LAL,Los Angeles Lakers,21800093,2018-10-29,LAL @ MIN,L,48.0,0.529,0.144,0.17,0.411,0.5,0.306,0.14,0.404,0,0,0,0,135,1151,2242,1971,59,840,1755,1138,2385,1,2018,2019,False,MIN,LAL
2018-19,1610612740,NOP,New Orleans Pelicans,21800095,2018-10-29,NOP @ DEN,L,48.0,0.591,0.244,0.206,0.209,0.511,0.247,0.123,0.235,0,0,0,0,135,368,1347,2346,1965,1024,1162,1609,794,1,2018,2019,False,DEN,NOP
2018-19,1610612744,GSW,Golden State Warriors,21800091,2018-10-29,GSW @ CHI,W,48.0,0.677,0.271,0.067,0.213,0.548,0.362,0.086,0.268,0,0,0,0,135,25,1050,43,1930,1606,2125,2285,1216,1,2018,2019,False,CHI,GSW
2018-19,1610612751,BKN,Brooklyn Nets,21800090,2018-10-29,BKN @ NYK,L,48.0,0.47,0.262,0.109,0.208,0.538,0.196,0.17,0.521,0,0,0,0,135,1996,1154,514,1988,1450,584,464,2460,1,2018,2019,False,NYK,BKN
2018-19,1610612758,SAC,Sacramento Kings,21800089,2018-10-29,SAC @ MIA,W,48.0,0.557,0.258,0.127,0.259,0.484,0.37,0.164,0.31,0,0,0,0,135,738,1199,957,1341,637,2164,592,1785,1,2018,2019,False,MIA,SAC
2018-19,1610612754,IND,Indiana Pacers,21800087,2018-10-29,IND vs. POR,L,48.0,0.444,0.222,0.095,0.281,0.551,0.231,0.191,0.268,0,0,0,0,135,2226,1595,276,1047,1661,964,218,1230,1,2018,2019,True,IND,POR
2018-19,1610612737,ATL,Atlanta Hawks,21800088,2018-10-29,ATL @ PHI,L,48.0,0.415,0.223,0.136,0.19,0.485,0.182,0.174,0.328,0,0,0,0,135,2377,1586,1214,2143,657,471,410,1998,1,2018,2019,False,PHI,ATL
2018-19,1610612748,MIA,Miami Heat,21800089,2018-10-29,MIA vs. SAC,L,48.0,0.484,0.37,0.164,0.31,0.557,0.258,0.127,0.259,0,0,0,0,135,1822,296,1869,667,1722,1261,1497,1106,1,2018,2019,True,MIA,SAC
2018-19,1610612761,TOR,Toronto Raptors,21800092,2018-10-29,TOR @ MIL,L,48.0,0.422,0.272,0.093,0.279,0.592,0.207,0.157,0.229,0,0,0,0,135,2348,1037,256,1066,2096,684,740,724,1,2018,2019,False,MIL,TOR
