season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2019-20,1610612737,21900014,2019-10-24,ATL,DET,DET,1610612765,1,117,100,W,17
2019-20,1610612737,21900028,2019-10-26,ORL,ATL,ORL,1610612753,2,103,99,W,4
2019-20,1610612737,21900043,2019-10-28,PHI,ATL,PHI,1610612755,3,103,105,L,-2
2019-20,1610612737,21900052,2019-10-29,ATL,MIA,MIA,1610612748,4,97,112,L,-15
2019-20,1610612737,21900066,2019-10-31,MIA,ATL,MIA,1610612748,5,97,106,L,-9
2019-20,1610612737,21900099,2019-11-05,SAS,ATL,SAS,1610612759,6,108,100,W,8
2019-20,1610612737,21900105,2019-11-06,CHI,ATL,CHI,1610612741,7,93,113,L,-20
2019-20,1610612737,21900119,2019-11-08,SAC,ATL,SAC,1610612758,8,109,121,L,-12
2019-20,1610612737,21900138,2019-11-10,ATL,POR,POR,1610612757,9,113,124,L,-11
2019-20,1610612737,21900150,2019-11-12,ATL,DEN,DEN,1610612743,10,125,121,W,4
2019-20,1610612737,21900165,2019-11-14,ATL,PHX,PHX,1610612756,11,112,128,L,-16
2019-20,1610612737,21900182,2019-11-16,ATL,LAC,LAC,1610612746,12,101,150,L,-49
2019-20,1610612737,21900188,2019-11-17,ATL,LAL,LAL,1610612747,13,101,122,L,-21
2019-20,1610612737,21900204,2019-11-20,MIL,ATL,MIL,1610612749,14,127,135,L,-8
2019-20,1610612737,21900215,2019-11-22,ATL,DET,DET,1610612765,15,103,128,L,-25
2019-20,1610612737,21900228,2019-11-23,TOR,ATL,TOR,1610612761,16,116,119,L,-3
2019-20,1610612737,21900243,2019-11-25,MIN,ATL,MIN,1610612750,17,113,125,L,-12
2019-20,1610612737,21900261,2019-11-27,ATL,MIL,MIL,1610612749,18,102,111,L,-9
2019-20,1610612737,21900272,2019-11-29,ATL,IND,IND,1610612754,19,104,105,L,-1
2019-20,1610612737,21900282,2019-11-30,ATL,HOU,HOU,1610612745,20,111,158,L,-47
2019-20,1610612737,21900295,2019-12-02,GSW,ATL,GSW,1610612744,21,104,79,W,25
2019-20,1610612737,21900309,2019-12-04,BKN,ATL,BKN,1610612751,22,118,130,L,-12
2019-20,1610612737,21900336,2019-12-08,ATL,CHA,CHA,1610612766,23,122,107,W,15
2019-20,1610612737,21900354,2019-12-10,ATL,MIA,MIA,1610612748,24,121,135,L,-14
2019-20,1610612737,21900361,2019-12-11,ATL,CHI,CHI,1610612741,25,102,136,L,-34
2019-20,1610612737,21900373,2019-12-13,IND,ATL,IND,1610612754,26,100,110,L,-10
2019-20,1610612737,21900390,2019-12-15,LAL,ATL,LAL,1610612747,27,96,101,L,-5
2019-20,1610612737,21900403,2019-12-17,ATL,NYK,NYK,1610612752,28,120,143,L,-23
2019-20,1610612737,21900416,2019-12-19,UTA,ATL,UTA,1610612762,29,106,111,L,-5
2019-20,1610612737,21900431,2019-12-21,ATL,BKN,BKN,1610612751,30,112,122,L,-10
2019-20,1610612737,21900444,2019-12-23,ATL,CLE,CLE,1610612739,31,118,121,L,-3
2019-20,1610612737,21900469,2019-12-27,MIL,ATL,MIL,1610612749,32,86,112,L,-26
2019-20,1610612737,21900477,2019-12-28,ATL,CHI,CHI,1610612741,33,81,116,L,-35
2019-20,1610612737,21900491,2019-12-30,ATL,ORL,ORL,1610612753,34,101,93,W,8
2019-20,1610612737,21900517,2020-01-03,ATL,BOS,BOS,1610612738,35,106,109,L,-3
2019-20,1610612737,21900526,2020-01-04,IND,ATL,IND,1610612754,36,116,111,W,5
2019-20,1610612737,21900543,2020-01-06,DEN,ATL,DEN,1610612743,37,115,123,L,-8
2019-20,1610612737,21900558,2020-01-08,HOU,ATL,HOU,1610612745,38,115,122,L,-7
2019-20,1610612737,21900567,2020-01-10,ATL,WAS,WAS,1610612764,39,101,111,L,-10
2019-20,1610612737,21900586,2020-01-12,ATL,BKN,BKN,1610612751,40,86,108,L,-22
2019-20,1610612737,21900598,2020-01-14,PHX,ATL,PHX,1610612756,41,123,110,W,13
2019-20,1610612737,21900624,2020-01-17,ATL,SAS,SAS,1610612759,42,121,120,W,1
2019-20,1610612737,21900629,2020-01-18,DET,ATL,DET,1610612765,43,103,136,L,-33
2019-20,1610612737,21900640,2020-01-20,TOR,ATL,TOR,1610612761,44,117,122,L,-5
2019-20,1610612737,21900656,2020-01-22,LAC,ATL,LAC,1610612746,45,102,95,W,7
2019-20,1610612737,21900677,2020-01-24,ATL,OKC,OKC,1610612760,46,111,140,L,-29
