player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
1626151,Aaron Harrison,Aaron,1610612766,CHA,21.0,21,15,6,0.714,93.3,1,3,2,4,40,20,47,88,0,0,10,8,53.0,409,347,39,50,435,455,440,432,450,47,39,59,47,444,1,43,421,443
2744,Al Jefferson,Al,1610612766,CHA,31.0,47,33,14,0.702,1096.4383333333333,78,36,15,326,280,259,266,958,41,36,117,81,1207.2,317,170,104,55,257,211,286,344,125,183,203,202,214,89,354,263,227,194
203469,Cody Zeller,Cody,1610612766,CHA,23.0,73,42,31,0.575,1773.7316666666666,106,115,74,422,528,410,439,1416,63,60,204,184,1582.5,144,90,265,150,147,157,93,168,74,300,296,311,306,49,431,442,82,134
201584,Courtney Lee,Courtney,1610612766,CHA,30.0,79,49,30,0.62,2334.4733333333334,145,41,126,220,682,565,715,1988,28,27,134,74,1478.0,63,46,258,106,62,82,262,76,193,370,384,446,399,139,290,304,239,147
202343,Elliot Williams,Elliot,1610612766,CHA,27.0,5,4,1,0.8,45.138333333333335,0,0,0,0,10,7,9,30,0,0,2,5,17.8,459,434,7,37,450,457,453,449,467,11,14,15,18,444,1,9,436,458
1626163,Frank Kaminsky,Frank,1610612766,CHA,23.0,81,47,34,0.58,1707.5733333333333,65,108,35,264,507,403,461,1390,43,48,126,109,1340.0,19,53,307,140,156,236,99,260,163,288,292,325,300,82,401,287,175,172
203087,Jeremy Lamb,Jeremy,1610612766,CHA,24.0,66,40,26,0.606,1227.255,137,62,71,240,339,285,299,906,30,20,105,85,1163.9,207,108,217,114,239,98,196,175,181,201,222,223,203,128,232,237,215,198
202391,Jeremy Lin,Jeremy,1610612766,CHA,27.0,78,47,31,0.603,2047.555,121,64,120,334,611,487,546,1654,42,65,165,311,1720.1,81,53,265,115,105,132,191,88,119,337,341,359,343,85,440,377,25,109
203268,Jorge Gutierrez,Jorge,1610612766,CHA,27.0,12,9,3,0.75,63.3,3,0,0,8,25,18,25,62,0,0,3,10,58.9,431,394,20,43,443,440,453,449,440,34,37,40,37,444,1,19,418,441
202689,Kemba Walker,Kemba,1610612766,CHA,26.0,81,47,34,0.58,2885.15,279,159,256,524,795,698,679,2408,39,103,111,346,3072.9,19,53,307,140,3,11,48,16,45,418,448,433,459,98,474,249,19,15
101107,Marvin Williams,Marvin,1610612766,CHA,30.0,81,47,34,0.58,2338.165,125,156,44,276,653,549,563,1938,77,28,133,129,2081.2,19,53,307,140,61,120,54,226,153,357,376,368,392,36,300,299,152,63
203077,Michael Kidd-Gilchrist,Michael,1610612766,CHA,22.0,7,5,2,0.714,204.74166666666667,12,13,30,52,54,31,63,168,3,8,9,22,166.5,451,426,15,50,410,389,380,283,363,61,47,72,66,379,113,41,377,406
201587,Nicolas Batum,Nicolas,1610612766,CHA,27.0,70,41,29,0.586,2447.56,179,74,120,250,736,600,640,2114,43,27,114,151,2283.1,177,96,246,130,43,58,156,88,175,396,400,414,417,82,290,253,126,49
201150,Spencer Hawes,Spencer,1610612766,CHA,28.0,57,30,27,0.526,1035.003333333333,33,55,10,132,333,236,289,790,27,13,111,60,885.3,272,209,229,198,270,330,213,363,271,198,190,217,192,144,172,249,279,251
203584,Troy Daniels,Troy,1610612766,CHA,24.0,43,25,18,0.581,476.25666666666666,45,21,12,16,159,123,143,420,3,3,40,11,359.9,334,265,139,138,356,293,339,353,419,116,118,127,120,379,53,107,415,356
201946,Tyler Hansbrough,Tyler,1610612766,CHA,30.0,44,28,16,0.636,342.65833333333336,13,32,6,60,116,67,90,302,7,13,55,51,267.8,330,237,126,95,383,385,302,396,348,94,77,91,93,322,172,133,296,378
