team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612738,Boston Celtics,17,10,7,0.588,49.9,106.3,37.2,0.747,6.8,4.9,15.2,11.6,9.3,40.6,4,3,13,4,4,2,2,9,9,4,5,8,6,5,BOSTON CELTICS
1610612751,Brooklyn Nets,4,0,4,0.0,46.5,122.9,33.9,0.764,4.8,4.4,16.9,12.1,17.9,43.1,14,14,1,14,15,16,11,5,16,6,11,10,16,12,BROOKLYN NETS
1610612742,Dallas Mavericks,6,2,4,0.333,46.8,121.4,34.0,0.779,6.2,3.5,16.0,10.2,12.5,45.4,11,11,1,11,14,15,10,4,13,13,9,4,10,14,DALLAS MAVERICKS
1610612743,Denver Nuggets,19,9,10,0.474,50.6,115.0,32.9,0.722,6.5,4.2,15.7,11.7,12.7,48.0,3,4,16,7,2,12,13,13,12,7,6,9,12,15,DENVER NUGGETS
1610612745,Houston Rockets,12,5,7,0.417,48.4,106.8,32.2,0.733,9.1,3.5,13.6,12.6,10.5,41.5,6,7,13,10,10,3,15,10,2,14,1,11,8,7,HOUSTON ROCKETS
1610612754,Indiana Pacers,4,0,4,0.0,49.5,112.7,31.7,0.71,9.5,5.7,17.3,13.7,9.3,42.3,14,14,1,14,6,10,16,15,1,1,13,16,5,11,INDIANA PACERS
1610612746,LA Clippers,13,7,6,0.538,48.5,110.1,34.6,0.762,7.5,3.7,14.0,9.3,8.6,41.5,5,5,12,5,9,7,7,6,4,11,3,2,2,8,LA CLIPPERS
1610612747,Los Angeles Lakers,21,16,5,0.762,49.2,108.7,34.4,0.76,8.2,5.5,17.5,11.1,8.6,41.6,1,1,10,1,7,6,9,7,3,2,14,5,1,10,LOS ANGELES LAKERS
1610612748,Miami Heat,21,14,7,0.667,49.7,110.8,34.4,0.731,7.1,4.0,15.8,13.0,12.9,43.2,1,2,13,2,5,8,8,11,6,9,7,13,13,13,MIAMI HEAT
1610612749,Milwaukee Bucks,10,5,5,0.5,47.6,107.3,36.6,0.791,7.1,4.1,16.7,11.2,10.5,30.5,8,7,10,6,11,4,3,2,7,8,10,6,9,1,MILWAUKEE BUCKS
1610612760,Oklahoma City Thunder,7,3,4,0.429,47.6,108.3,39.9,0.816,5.2,3.9,19.6,9.5,9.8,38.3,9,9,1,8,12,5,1,1,15,10,15,3,7,4,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,5,1,4,0.2,45.7,111.5,34.7,0.78,6.5,3.0,15.8,12.8,9.1,41.5,12,12,1,12,16,9,6,3,11,16,8,12,4,9,ORLANDO MAGIC
1610612755,Philadelphia 76ers,4,0,4,0.0,50.1,117.2,35.2,0.725,5.2,4.7,17.0,11.2,17.5,40.7,14,14,1,14,3,14,5,12,14,5,12,7,15,6,PHILADELPHIA 76ERS
1610612757,Portland Trail Blazers,5,1,4,0.2,46.9,114.5,32.2,0.704,7.2,3.5,20.7,13.3,13.9,48.8,12,12,1,12,13,11,14,16,5,12,16,15,14,16,PORTLAND TRAIL BLAZERS
1610612761,Toronto Raptors,11,7,4,0.636,48.6,104.9,36.2,0.759,7.0,5.4,14.7,9.3,12.5,37.8,7,5,1,3,8,1,4,8,8,3,4,1,11,3,TORONTO RAPTORS
1610612762,Utah Jazz,7,3,4,0.429,51.7,116.8,33.8,0.712,6.5,3.3,13.9,13.2,8.9,36.7,9,9,1,8,1,13,12,14,10,15,2,14,3,2,UTAH JAZZ
