TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,36,18,18,0.5,128.76833333333335,36.9,78.3,0.471,13.0,31.7,0.412,26.8,33.2,0.809,6.7,31.3,38.0,20.5,10.1,4.5,3.7,5.6,23.9,22.4,113.7,-8.6,13,11,18,14,16,14,28,3,8,21,2,23,24,16,29,21,28,9,4,28,24,23,8,28,14,22
1610612738,Boston Celtics,43,17,26,0.395,150.87166666666667,33.7,81.1,0.416,8.9,32.8,0.272,30.9,42.3,0.729,8.9,34.4,43.3,15.0,11.8,7.6,5.7,4.8,31.5,29.6,107.2,-18.1,1,17,29,27,7,24,20,26,25,16,28,9,6,28,22,11,21,28,12,7,7,14,26,6,23,26
1610612751,Brooklyn Nets,40,27,13,0.675,143.535,38.1,81.3,0.469,11.4,31.8,0.358,39.5,46.1,0.855,9.4,34.4,43.8,18.7,12.7,6.0,3.0,3.0,27.4,32.4,127.1,15.0,3,1,3,3,10,10,18,5,14,20,10,1,4,2,19,10,19,16,15,24,28,6,19,2,2,6
1610612766,Charlotte Hornets,31,18,13,0.581,104.52833333333334,40.4,85.9,0.471,16.5,44.1,0.375,28.5,36.3,0.785,11.9,31.7,43.6,23.4,11.9,6.9,4.6,2.8,29.8,29.4,125.8,25.7,23,11,3,6,24,4,8,4,2,3,5,18,15,21,10,18,20,1,13,16,18,3,23,7,4,2
1610612741,Chicago Bulls,35,14,21,0.4,124.59,38.1,85.1,0.448,10.8,36.2,0.298,31.6,38.5,0.82,10.8,36.2,47.0,18.9,15.8,7.3,4.6,2.3,28.9,29.3,118.7,-7.7,15,24,24,26,17,9,10,11,17,9,25,7,11,14,13,6,8,15,27,10,17,2,22,8,6,21
1610612739,Cleveland Cavaliers,26,11,15,0.423,106.415,31.6,72.2,0.438,8.6,23.5,0.365,28.4,39.2,0.724,7.7,29.8,37.4,15.8,17.1,7.7,2.7,8.1,25.3,29.8,100.1,-11.7,29,27,10,24,22,28,30,18,27,29,6,21,10,29,28,27,29,26,29,6,29,29,16,5,29,24
1610612742,Dallas Mavericks,33,18,15,0.545,101.15833333333333,37.5,83.0,0.451,13.3,36.5,0.364,28.5,34.6,0.822,9.0,30.4,39.4,19.0,9.0,3.8,3.8,3.3,25.1,27.5,116.7,-7.6,20,11,10,10,25,11,13,8,7,8,7,19,21,13,21,23,23,14,3,30,23,8,13,12,12,20
1610612743,Denver Nuggets,31,18,13,0.581,144.80666666666667,40.4,80.5,0.502,10.3,25.9,0.397,25.9,30.8,0.839,10.3,29.8,40.1,20.9,11.6,7.3,5.0,5.0,22.9,26.5,117.0,9.3,23,11,3,6,9,3,23,1,20,28,3,26,27,5,18,26,22,7,10,11,12,17,5,15,10,8
1610612765,Detroit Pistons,32,7,25,0.219,121.95166666666667,34.2,81.9,0.418,8.7,31.5,0.275,31.1,45.7,0.681,14.6,31.9,46.4,17.7,13.8,5.5,2.4,7.1,33.8,28.3,108.2,-20.5,21,29,28,30,18,23,15,25,26,22,27,8,5,30,2,17,11,19,20,25,30,26,28,11,21,27
1610612744,Golden State Warriors,32,16,16,0.5,112.225,40.6,92.8,0.438,15.0,41.9,0.357,21.4,25.7,0.833,15.8,30.4,46.2,22.7,12.8,8.1,5.1,3.8,27.8,18.0,117.6,-9.0,21,20,13,14,21,2,2,17,4,4,11,28,28,7,1,24,12,4,16,5,11,12,20,30,9,23
1610612745,Houston Rockets,24,7,17,0.292,79.91333333333333,27.6,78.7,0.351,10.2,35.4,0.288,39.0,46.9,0.833,13.2,35.4,48.7,11.4,13.8,4.2,7.2,7.8,30.6,31.2,104.5,-24.6,30,29,16,28,30,30,27,30,21,12,26,2,1,7,6,9,4,30,21,29,2,28,24,3,27,30
