TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,36,18,18,0.5,128.76833333333335,11.2,6.3,8.2,45.5,17.9,12.7,9.3,50.7,13,11,18,14,16,28,30,13,11,23,15,22,28
1610612738,Boston Celtics,43,17,26,0.395,150.87166666666667,17.5,12.1,11.8,45.2,13.7,11.5,11.1,35.6,1,17,29,27,7,8,22,5,13,8,12,27,5
1610612751,Brooklyn Nets,40,27,13,0.675,143.535,19.1,13.4,10.7,45.5,15.4,17.7,9.7,46.1,3,1,3,3,10,3,16,8,10,15,28,24,24
1610612766,Charlotte Hornets,31,18,13,0.581,104.52833333333334,17.9,14.7,17.9,39.5,12.9,11.9,6.9,34.0,23,11,3,6,24,7,10,1,20,4,14,9,4
1610612741,Chicago Bulls,35,14,21,0.4,124.59,16.6,16.2,8.9,43.9,18.5,11.2,9.2,40.8,15,24,24,26,17,14,6,12,16,26,10,21,11
1610612739,Cleveland Cavaliers,26,11,15,0.423,106.415,18.5,8.1,4.1,43.3,16.2,14.4,12.6,47.8,29,27,10,24,22,4,28,25,17,18,21,29,26
1610612742,Dallas Mavericks,33,18,15,0.545,101.15833333333333,9.5,12.3,1.9,38.9,13.3,17.6,14.2,42.7,20,11,10,10,25,30,19,30,22,7,26,30,16
1610612743,Denver Nuggets,31,18,13,0.581,144.80666666666667,16.9,11.6,6.0,49.1,13.9,9.3,9.6,42.4,23,11,3,6,9,12,23,18,3,9,3,23,15
1610612765,Detroit Pistons,32,7,25,0.219,121.95166666666667,12.6,16.9,5.9,46.4,17.7,16.1,9.1,43.3,21,29,28,30,18,26,4,20,6,21,23,20,18
1610612744,Golden State Warriors,32,16,16,0.5,112.225,15.0,17.1,2.1,48.8,16.7,17.1,7.7,41.9,21,20,13,14,21,20,3,29,4,19,25,13,12
