season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612754,IND,Indiana Pacers,22201220,2023-04-09,IND @ NYK,W,48.0,46,89,0.517,19,34,0.559,30,38,0.789,8,36,44,33,15.0,8,9,8,24,24,141,5.0,1,1,1,1,159,455,1004,562,113,1119,29,74,53,1187,1632,629,1048,125,1368,800,90,2168,2002,321,37,892,1,2022,2023,False,NYK,IND,APR
2022-23,1610612754,IND,Indiana Pacers,22201203,2023-04-07,IND vs. DET,L,48.0,41,83,0.494,11,31,0.355,22,28,0.786,9,33,42,29,19.0,7,3,6,22,24,115,-7.0,1,1231,1231,1231,159,1300,1826,918,1370,1561,1265,550,550,1229,1392,1113,1332,474,2129,1116,1603,1653,1607,321,1131,1650,1,2022,2023,True,IND,DET,APR
2022-23,1610612754,IND,Indiana Pacers,22201190,2023-04-05,IND vs. NYK,L,48.0,45,87,0.517,15,30,0.5,24,30,0.8,10,27,37,33,17.0,6,5,8,17,21,129,-9.0,1,1231,1231,1231,159,576,1290,549,514,1693,108,361,381,1049,1152,2084,1993,125,1797,1444,809,2168,463,855,267,1798,1,2022,2023,True,IND,NYK,APR
2022-23,1610612754,IND,Indiana Pacers,22201173,2023-04-02,IND @ CLE,L,48.0,36,83,0.434,9,24,0.375,24,29,0.828,11,33,44,21,17.0,5,6,7,26,22,105,-10.0,1,1231,1231,1231,159,2138,1826,1910,1864,2270,996,361,465,790,915,1113,1048,1910,1797,1735,512,1950,2237,631,1924,1875,1,2022,2023,False,CLE,IND,APR
2022-23,1610612754,IND,Indiana Pacers,22201149,2023-03-31,IND vs. OKC,W,48.0,45,98,0.459,12,41,0.293,19,28,0.679,20,36,56,30,16.0,5,4,3,21,24,121,4.0,1,1,1,1,159,576,213,1504,1088,380,1916,994,550,2126,29,629,82,356,1578,1735,1183,457,1383,321,682,967,1,2022,2023,True,IND,OKC,MAR
2022-23,1610612754,IND,Indiana Pacers,22201136,2023-03-29,IND vs. MIL,L,48.0,53,101,0.525,14,30,0.467,16,22,0.727,10,19,29,36,8.0,9,4,5,25,18,136,-13.0,1,1231,1231,1231,159,38,108,465,671,1693,260,1497,1318,1795,1152,2452,2426,45,94,533,1183,1279,2141,1536,92,2039,1,2022,2023,True,IND,MIL,MAR
2022-23,1610612754,IND,Indiana Pacers,22201123,2023-03-27,IND vs. DAL,L,48.0,39,93,0.419,8,28,0.286,18,23,0.783,14,29,43,20,14.0,6,3,8,19,23,104,-23.0,1,1231,1231,1231,159,1655,537,2103,2063,1934,1952,1153,1179,1267,371,1817,1188,2061,1120,1444,1603,2168,926,460,1985,2339,1,2022,2023,True,IND,DAL,MAR
2022-23,1610612754,IND,Indiana Pacers,22201107,2023-03-25,IND @ ATL,L,48.0,52,96,0.542,14,37,0.378,12,12,1.0,10,22,32,33,17.0,7,7,8,18,14,130,-13.0,1,1231,1231,1231,159,55,316,298,671,743,986,2091,2359,1,1152,2412,2343,125,1797,1116,294,2168,678,2257,229,2039,1,2022,2023,False,ATL,IND,MAR
2022-23,1610612754,IND,Indiana Pacers,22201097,2023-03-24,IND @ BOS,L,48.0,39,84,0.464,4,26,0.154,13,22,0.591,6,38,44,24,17.0,9,4,6,16,15,95,-25.0,1,1231,1231,1231,159,1655,1693,1406,2433,2146,2443,1971,1318,2368,2058,367,1048,1355,1797,533,1183,1653,318,2144,2331,2370,1,2022,2023,False,BOS,IND,MAR
2022-23,1610612754,IND,Indiana Pacers,22201085,2023-03-22,IND @ TOR,W,48.0,43,77,0.558,11,21,0.524,21,25,0.84,8,31,39,27,18.0,4,5,7,29,22,118,4.0,1,1,1,1,159,904,2324,171,1370,2403,74,693,901,678,1632,1475,1747,781,1985,2048,809,1950,2400,631,892,967,1,2022,2023,False,TOR,IND,MAR
2022-23,1610612754,IND,Indiana Pacers,22201071,2023-03-20,IND @ CHA,L,48.0,37,82,0.451,9,26,0.346,26,34,0.765,13,35,48,27,22.0,5,6,6,26,22,109,-6.0,1,1231,1231,1231,159,2011,1950,1650,1864,2146,1353,212,158,1462,511,784,549,781,2377,1735,512,1653,2237,631,1643,1570,1,2022,2023,False,CHA,IND,MAR
2022-23,1610612754,IND,Indiana Pacers,22201057,2023-03-18,IND vs. PHI,L,48.0,45,87,0.517,12,31,0.387,19,20,0.95,12,29,41,28,17.0,5,5,6,17,17,121,-20.0,1,1231,1231,1231,159,576,1290,549,1088,1561,882,994,1627,66,708,1817,1487,605,1797,1735,809,1653,463,1784,682,2269,1,2022,2023,True,IND,PHI,MAR
