group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
Players,1630296,Braxton Key,Braxton,1610612765,DET,25.0,2,1,1,0.5,1.6,17.0,14.3,14.3,150.5,130.0,130.0,-133.5,-115.7,-115.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.286,0.32,109.47,128.17,106.81,128.17,-0.889,7,0,1,0.0,0.5,0.0,408,375,38,206,379,464,464,464,463,432,432,475,476,476,307,233,307,290,380,406,1,1,364,364,49,42,77,46,46,495,364,364,364,291,364
Players,1630595,Cade Cunningham,Cade,1610612765,DET,20.0,34,16,18,0.471,3.3,102.2,100.9,100.9,116.3,111.0,111.0,-14.1,-10.1,-10.1,0.294,1.07,14.9,0.043,0.203,0.128,13.9,13.9,0.408,0.465,0.337,0.352,94.17,97.05,80.87,97.05,0.114,218,25,65,0.7,1.9,0.385,32,57,467,269,129,308,274,274,313,300,300,331,315,315,46,148,169,160,65,83,416,416,265,285,25,26,382,375,375,143,26,17,54,40,234
Players,1629035,Carsen Edwards,Carsen,1610612765,DET,24.0,1,1,0,1.0,1.4,25.8,20.0,20.0,25.8,25.0,25.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.27,158.05,131.71,158.05,-0.182,5,0,0,0.0,0.0,0.0,438,375,1,1,403,463,463,463,21,22,22,233,268,268,307,233,307,290,380,406,1,1,364,382,431,431,24,28,28,478,364,419,364,419,364
Players,1630199,Cassius Stanley,Cassius,1610612765,DET,22.0,1,1,0,1.0,5.4,103.4,84.6,84.6,87.0,91.7,91.7,16.4,-7.1,-7.1,0.0,0.0,0.0,0.111,0.0,0.056,0.0,0.0,0.0,1.136,0.053,0.056,102.86,110.46,92.05,110.46,0.545,13,0,0,0.0,0.0,0.0,438,375,1,1,6,295,395,395,63,95,95,104,284,284,307,233,307,54,380,299,1,1,364,7,415,412,146,108,108,6,364,419,364,419,364
Players,202709,Cory Joseph,Cory,1610612765,DET,30.0,27,11,16,0.407,2.8,93.3,89.4,89.4,109.7,105.1,105.1,-16.4,-15.7,-15.7,0.065,0.5,8.0,0.027,0.083,0.057,16.0,15.8,0.556,0.595,0.146,0.154,89.9,93.84,78.2,93.84,0.054,141,8,18,0.3,0.7,0.444,93,136,438,329,217,377,383,383,246,237,237,344,346,346,240,205,255,225,292,296,434,434,145,162,237,238,440,442,442,274,130,133,217,231,177
Players,1628476,Derrick Walton Jr.,Derrick,1610612765,DET,27.0,2,1,1,0.5,5.1,91.6,90.0,90.0,106.0,109.1,109.1,-14.4,-19.1,-19.1,0.333,1.0,22.2,0.0,0.071,0.036,22.2,22.5,0.0,0.205,0.25,0.258,99.0,98.34,81.95,98.34,0.0,20,0,4,0.0,2.0,0.0,408,375,38,206,8,385,378,378,197,279,279,333,360,360,26,149,86,290,318,378,460,460,364,375,73,76,245,351,351,356,364,290,364,32,364
Players,1628402,Frank Jackson,Frank,1610612765,DET,24.0,13,2,11,0.154,2.3,78.4,73.2,73.2,111.4,107.9,107.9,-33.0,-34.7,-34.7,0.0,0.0,0.0,0.0,0.088,0.045,10.0,10.0,0.333,0.333,0.159,0.172,92.3,96.93,80.77,96.93,-0.013,56,2,9,0.2,0.7,0.222,235,339,349,439,303,423,417,417,268,265,265,407,415,415,307,233,307,290,277,349,361,363,304,344,213,203,420,379,379,425,256,218,316,227,336
Players,1628977,Hamidou Diallo,Hamidou,1610612765,DET,23.0,9,5,4,0.556,3.6,116.8,112.7,112.7,107.0,104.7,104.7,9.7,8.0,8.0,0.0,0.0,0.0,0.061,0.079,0.07,7.7,7.7,0.417,0.417,0.171,0.179,91.44,94.1,78.42,94.1,0.047,63,5,12,0.6,1.3,0.417,279,247,177,178,89,142,145,145,210,229,229,153,160,160,307,233,307,119,305,246,318,319,252,310,181,187,424,439,439,296,175,176,91,76,206
Players,1630587,Isaiah Livers,Isaiah,1610612765,DET,23.0,6,3,3,0.5,3.1,91.0,88.6,88.6,117.0,110.8,110.8,-26.0,-22.2,-22.2,0.0,0.0,0.0,0.045,0.048,0.047,12.5,12.5,0.214,0.214,0.2,0.216,89.24,92.96,77.47,92.96,-0.099,35,1,7,0.2,1.2,0.143,326,304,139,206,171,390,387,387,326,298,298,386,374,374,307,233,307,150,360,339,401,403,348,374,124,125,446,451,451,463,299,240,302,101,356
Players,1630191,Isaiah Stewart,Isaiah,1610612765,DET,21.0,28,11,17,0.393,3.0,100.2,96.8,96.8,117.6,112.2,112.2,-17.3,-15.4,-15.4,0.021,0.25,4.8,0.127,0.081,0.101,19.0,19.2,0.533,0.535,0.11,0.117,90.84,94.65,78.88,94.65,0.037,156,8,15,0.3,0.5,0.533,79,136,454,344,181,333,331,331,336,317,317,347,345,345,300,227,295,39,301,149,450,450,163,217,317,318,430,424,424,320,130,151,219,285,107
Players,203924,Jerami Grant,Jerami,1610612765,DET,28.0,26,9,17,0.346,3.6,102.8,100.0,100.0,116.3,114.3,114.3,-13.6,-14.3,-14.3,0.143,3.5,13.2,0.01,0.087,0.05,3.8,3.7,0.379,0.506,0.221,0.233,92.96,95.06,79.22,95.06,0.096,178,12,33,0.5,1.3,0.364,101,173,454,376,90,302,279,279,315,343,343,326,338,338,136,34,192,280,281,323,234,233,285,244,97,100,410,418,418,187,98,82,136,86,256
Players,1629620,Justin Robinson,Justin,1610612765,DET,24.0,3,2,1,0.667,1.9,120.8,108.3,108.3,109.4,108.3,108.3,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.053,0.0,0.0,0.0,0.0,0.045,0.051,93.12,98.71,82.26,98.71,-0.103,12,0,1,0.0,0.3,0.0,383,339,38,74,345,110,199,199,240,268,268,146,217,217,307,233,307,290,67,311,1,1,364,382,420,421,409,340,340,464,364,364,364,352,364
Players,203482,Kelly Olynyk,Kelly,1610612765,DET,31.0,11,6,5,0.545,0.5,140.4,140.0,140.0,94.0,83.3,83.3,46.4,56.7,56.7,0.0,0.0,0.0,0.0,0.286,0.182,50.0,51.5,1.0,0.798,0.25,0.243,112.39,118.54,98.78,118.54,-0.08,15,1,1,0.1,0.1,1.0,254,231,211,186,454,32,18,18,83,66,66,44,33,33,307,233,307,290,28,26,490,492,9,58,73,88,60,65,65,456,299,364,342,416,1
Players,1630165,Killian Hayes,Killian,1610612765,DET,20.0,23,10,13,0.435,2.6,101.0,103.3,103.3,129.0,122.1,122.1,-28.0,-18.9,-18.9,0.133,2.0,33.3,0.063,0.088,0.076,16.7,16.9,0.286,0.342,0.083,0.085,98.37,100.03,83.36,100.03,0.0,122,2,7,0.1,0.3,0.286,137,156,380,301,248,326,259,259,405,402,402,389,357,357,147,74,33,113,277,225,436,440,328,339,370,374,263,298,298,356,256,240,349,371,308
Players,1630568,Luka Garza,Luka,1610612765,DET,23.0,3,1,2,0.333,3.8,107.8,100.0,100.0,125.5,122.7,122.7,-17.6,-22.7,-22.7,0.0,0.0,0.0,0.286,0.0,0.143,40.0,41.0,0.5,0.694,0.167,0.178,88.72,93.12,77.6,93.12,0.0,22,1,2,0.3,0.7,0.5,383,375,100,378,63,255,279,279,385,406,406,349,376,376,307,233,307,3,380,64,486,487,177,94,188,190,449,450,450,356,299,335,194,231,116
Players,1628963,Marvin Bagley III,Marvin,1610612765,DET,23.0,16,7,9,0.438,4.1,109.0,107.4,107.4,117.4,111.5,111.5,-8.5,-4.1,-4.1,0.075,3.0,15.0,0.033,0.183,0.108,5.0,4.8,0.656,0.681,0.12,0.134,90.46,93.59,77.99,93.59,0.122,122,10,16,0.6,1.0,0.625,207,211,298,299,39,238,210,210,330,308,308,293,256,256,225,47,164,198,91,131,256,253,90,99,294,278,433,447,447,134,113,143,73,126,74
Players,1630695,Micah Potter,Micah,1610612765,DET,24.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.89,757.89,631.58,757.91,0.0,0,0,0,0.0,0.0,0.0,438,375,1,1,487,465,465,465,1,1,1,225,217,217,307,233,307,290,380,406,1,1,364,382,431,431,5,7,7,356,364,419,364,419,364
Players,203585,Rodney McGruder,Rodney,1610612765,DET,30.0,7,3,4,0.429,1.5,64.3,63.6,63.6,81.9,76.0,76.0,-17.6,-12.4,-12.4,0.0,0.0,0.0,0.0,0.133,0.071,33.3,33.3,0.0,0.0,0.13,0.138,102.17,106.8,89.0,106.8,-0.082,22,0,2,0.0,0.3,0.0,305,304,177,305,385,450,443,443,54,52,52,348,326,326,307,233,307,290,180,241,476,477,364,382,259,269,162,154,154,458,364,335,364,375,364
Players,1630180,Saddiq Bey,Saddiq,1610612765,DET,23.0,41,17,24,0.415,2.9,99.9,98.3,98.3,117.7,112.5,112.5,-17.7,-14.3,-14.3,0.109,1.2,9.4,0.064,0.151,0.11,7.8,7.9,0.576,0.633,0.209,0.216,96.13,99.17,82.64,99.17,0.155,235,21,46,0.5,1.1,0.457,2,43,491,323,206,337,318,318,340,326,326,350,337,337,174,143,245,110,143,123,325,326,134,131,117,122,332,325,325,81,40,46,106,109,166
Players,1629309,Trayvon Palmer,Trayvon,1610612765,DET,27.0,1,0,1,0.0,0.5,0.0,0.0,0.0,300.0,300.0,300.0,-300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.66,49.66,41.38,49.66,0.0,0,0,0,0.0,0.0,0.0,438,448,38,448,456,465,465,465,494,493,493,494,493,493,307,233,307,290,380,406,1,1,364,382,431,431,492,493,493,356,364,419,364,419,364
