season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
42023,1610612742,DAL,Dallas Mavericks,PRRollMan,Offensive,0.133,22,0.067,1.013,0.524,0.142,0.097,0.129,0.039,0.497,0.544,155,157,65,124,59
42023,1610612754,IND,Indiana Pacers,PRRollMan,Offensive,0.067,17,0.085,1.007,0.462,0.105,0.059,0.092,0.013,0.477,0.508,153,154,60,130,70
42023,1610612738,BOS,Boston Celtics,PRRollMan,Offensive,0.6,19,0.06,1.153,0.456,0.102,0.051,0.093,0.025,0.475,0.568,118,136,47,103,56
42023,1610612750,MIN,Minnesota Timberwolves,PRRollMan,Offensive,1.0,16,0.048,1.309,0.619,0.185,0.062,0.185,0.025,0.63,0.683,81,106,39,63,24
42023,1610612739,CLE,Cleveland Cavaliers,PRRollMan,Offensive,0.333,12,0.076,1.086,0.476,0.151,0.011,0.14,0.043,0.495,0.53,93,101,39,82,43
42023,1610612760,OKC,Oklahoma City Thunder,PRRollMan,Offensive,0.867,10,0.074,1.231,0.547,0.115,0.077,0.115,0.013,0.551,0.648,78,96,35,64,29
42023,1610612743,DEN,Denver Nuggets,PRRollMan,Offensive,0.8,12,0.06,1.216,0.521,0.041,0.014,0.041,0.014,0.527,0.599,74,90,37,71,34
42023,1610612749,MIL,Milwaukee Bucks,PRRollMan,Offensive,0.267,6,0.104,1.077,0.544,0.092,0.046,0.092,0.015,0.538,0.561,65,70,31,57,26
42023,1610612753,ORL,Orlando Magic,PRRollMan,Offensive,0.467,7,0.072,1.145,0.522,0.073,0.127,0.073,0.036,0.473,0.641,55,63,24,46,22
42023,1610612752,NYK,New York Knicks,PRRollMan,Offensive,0.733,13,0.036,1.176,0.533,0.059,0.059,0.059,0.0,0.51,0.622,51,60,24,45,21
42023,1610612755,PHI,Philadelphia 76ers,PRRollMan,Offensive,0.533,6,0.076,1.146,0.405,0.229,0.021,0.229,0.021,0.5,0.473,48,55,15,37,22
42023,1610612756,PHX,Phoenix Suns,PRRollMan,Offensive,0.933,4,0.068,1.286,0.556,0.036,0.036,0.036,0.036,0.536,0.667,28,36,15,27,12
42023,1610612747,LAL,Los Angeles Lakers,PRRollMan,Offensive,0.2,5,0.064,1.061,0.536,0.091,0.091,0.091,0.03,0.515,0.554,33,35,15,28,13
42023,1610612748,MIA,Miami Heat,PRRollMan,Offensive,0.4,5,0.062,1.1,0.444,0.1,0.0,0.1,0.0,0.5,0.5,30,33,12,27,15
42023,1610612740,NOP,New Orleans Pelicans,PRRollMan,Offensive,0.667,4,0.053,1.174,0.556,0.174,0.087,0.13,0.043,0.565,0.583,23,27,10,18,8
42023,1610612746,LAC,LA Clippers,PRRollMan,Offensive,0.0,6,0.042,0.769,0.389,0.154,0.154,0.154,0.0,0.385,0.389,26,20,7,18,11
