season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22023,1610612744,GSW,Golden State Warriors,OffScreen,Offensive,0.931,82,0.098,1.115,0.434,0.052,0.066,0.052,0.018,0.424,0.577,911,1016,356,820,464
22023,1610612762,UTA,Utah Jazz,OffScreen,Offensive,0.517,82,0.067,1.002,0.408,0.086,0.094,0.078,0.025,0.404,0.513,631,632,218,534,316
22023,1610612764,WAS,Washington Wizards,OffScreen,Offensive,0.724,82,0.047,1.062,0.441,0.068,0.077,0.064,0.014,0.433,0.546,439,466,168,381,213
22023,1610612766,CHA,Charlotte Hornets,OffScreen,Offensive,0.897,82,0.046,1.093,0.443,0.061,0.054,0.059,0.015,0.445,0.556,409,447,163,368,205
22023,1610612743,DEN,Denver Nuggets,OffScreen,Offensive,0.862,82,0.045,1.087,0.462,0.055,0.06,0.05,0.022,0.449,0.563,401,436,168,364,196
22023,1610612750,MIN,Minnesota Timberwolves,OffScreen,Offensive,0.586,82,0.048,1.017,0.429,0.071,0.106,0.071,0.014,0.414,0.537,423,430,152,354,202
22023,1610612737,ATL,Atlanta Hawks,OffScreen,Offensive,0.552,82,0.041,1.015,0.407,0.103,0.044,0.095,0.034,0.428,0.497,388,394,140,344,204
22023,1610612746,LAC,LA Clippers,OffScreen,Offensive,0.655,82,0.04,1.037,0.43,0.068,0.04,0.063,0.02,0.44,0.511,352,365,138,321,183
22023,1610612761,TOR,Toronto Raptors,OffScreen,Offensive,0.448,82,0.04,0.978,0.42,0.063,0.071,0.054,0.014,0.416,0.505,368,360,136,324,188
22023,1610612738,BOS,Boston Celtics,OffScreen,Offensive,1.0,81,0.033,1.19,0.45,0.061,0.031,0.061,0.014,0.463,0.596,294,350,122,271,149
22023,1610612740,NOP,New Orleans Pelicans,OffScreen,Offensive,0.793,81,0.036,1.075,0.442,0.094,0.053,0.082,0.009,0.465,0.536,318,342,121,274,153
22023,1610612748,MIA,Miami Heat,OffScreen,Offensive,0.966,82,0.032,1.118,0.471,0.075,0.079,0.072,0.029,0.455,0.574,279,312,115,244,129
22023,1610612763,MEM,Memphis Grizzlies,OffScreen,Offensive,0.31,82,0.035,0.957,0.377,0.059,0.077,0.059,0.006,0.378,0.5,323,309,106,281,175
22023,1610612757,POR,Portland Trail Blazers,OffScreen,Offensive,0.241,82,0.035,0.954,0.397,0.093,0.09,0.087,0.025,0.399,0.487,323,308,108,272,164
22023,1610612756,PHX,Phoenix Suns,OffScreen,Offensive,0.379,81,0.035,0.974,0.47,0.061,0.084,0.048,0.01,0.458,0.507,310,302,126,268,142
22023,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.0,82,0.038,0.859,0.335,0.021,0.065,0.015,0.006,0.324,0.45,340,292,105,313,208
22023,1610612765,DET,Detroit Pistons,OffScreen,Offensive,0.207,82,0.033,0.953,0.394,0.084,0.087,0.067,0.01,0.405,0.492,299,285,99,251,152
22023,1610612742,DAL,Dallas Mavericks,OffScreen,Offensive,0.034,82,0.032,0.878,0.367,0.034,0.061,0.027,0.007,0.361,0.452,296,260,99,270,171
22023,1610612752,NYK,New York Knicks,OffScreen,Offensive,0.69,81,0.027,1.049,0.407,0.053,0.07,0.045,0.008,0.406,0.537,244,256,88,216,128
22023,1610612755,PHI,Philadelphia 76ers,OffScreen,Offensive,0.276,82,0.029,0.954,0.383,0.057,0.057,0.042,0.011,0.382,0.487,262,250,90,235,145
22023,1610612760,OKC,Oklahoma City Thunder,OffScreen,Offensive,0.759,82,0.026,1.069,0.423,0.095,0.056,0.095,0.017,0.444,0.53,232,248,85,201,116
22023,1610612751,BKN,Brooklyn Nets,OffScreen,Offensive,0.345,82,0.027,0.968,0.394,0.049,0.065,0.04,0.008,0.393,0.489,247,239,87,221,134
22023,1610612759,SAS,San Antonio Spurs,OffScreen,Offensive,0.828,82,0.023,1.083,0.443,0.069,0.055,0.069,0.005,0.454,0.552,218,236,85,192,107
22023,1610612754,IND,Indiana Pacers,OffScreen,Offensive,0.483,81,0.026,0.991,0.405,0.072,0.081,0.068,0.026,0.4,0.505,235,233,83,205,122
22023,1610612745,HOU,Houston Rockets,OffScreen,Offensive,0.172,82,0.027,0.928,0.371,0.068,0.04,0.06,0.008,0.39,0.462,249,231,83,224,141
22023,1610612753,ORL,Orlando Magic,OffScreen,Offensive,0.069,82,0.025,0.912,0.38,0.097,0.088,0.088,0.009,0.401,0.449,227,207,71,187,116
22023,1610612747,LAL,Los Angeles Lakers,OffScreen,Offensive,0.621,81,0.021,1.027,0.44,0.07,0.091,0.059,0.011,0.433,0.538,187,192,70,159,89
22023,1610612749,MIL,Milwaukee Bucks,OffScreen,Offensive,0.138,81,0.023,0.926,0.363,0.049,0.064,0.049,0.005,0.368,0.47,204,189,66,182,116
22023,1610612758,SAC,Sacramento Kings,OffScreen,Offensive,0.103,81,0.02,0.914,0.361,0.043,0.065,0.043,0.005,0.357,0.476,185,169,60,166,106
22023,1610612741,CHI,Chicago Bulls,OffScreen,Offensive,0.414,82,0.015,0.978,0.405,0.103,0.059,0.088,0.015,0.426,0.478,136,133,47,116,69
