close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203954,Joel Embiid,1610612755,PHI,C-F,27.0,11,11,1.0,8.91,17.55,0.508,0.517,-0.009
201980,Danny Green,1610612755,PHI,G,34.0,8,8,1.0,7.88,15.5,0.508,0.468,0.04
202699,Tobias Harris,1610612755,PHI,F,28.0,12,12,1.0,5.83,12.0,0.486,0.492,-0.006
1627732,Ben Simmons,1610612755,PHI,G-F,24.0,12,12,1.0,5.58,11.33,0.493,0.476,0.016
203552,Seth Curry,1610612755,PHI,G,30.0,12,12,1.0,4.83,10.75,0.45,0.455,-0.006
201588,George Hill,1610612755,PHI,G,35.0,12,12,1.0,3.33,9.17,0.364,0.462,-0.098
1629680,Matisse Thybulle,1610612755,PHI,G-F,24.0,12,12,1.0,3.33,8.17,0.408,0.465,-0.057
1630178,Tyrese Maxey,1610612755,PHI,G,20.0,10,10,1.0,2.8,7.2,0.389,0.457,-0.068
2730,Dwight Howard,1610612755,PHI,C-F,35.0,12,12,1.0,2.83,5.33,0.531,0.52,0.011
1627788,Furkan Korkmaz,1610612755,PHI,G-F,23.0,11,11,1.0,1.91,5.0,0.382,0.458,-0.076
1630194,Paul Reed,1610612755,PHI,F,22.0,2,2,1.0,1.5,3.5,0.429,0.471,-0.042
1629003,Shake Milton,1610612755,PHI,G-F,24.0,12,12,1.0,1.25,3.25,0.385,0.485,-0.1
203118,Mike Scott,1610612755,PHI,F,32.0,5,5,1.0,1.2,2.2,0.545,0.514,0.031
1630198,Isaiah Joe,1610612755,PHI,G,21.0,3,3,1.0,0.33,1.33,0.25,0.464,-0.214
