season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2024-25,1610612749,MIL,Milwaukee Bucks,22400128,2024-10-31,MIL @ MEM,L,48.0,94.0,96.1,115.5,116.2,-21.5,-20.1,0.488,2.0,14.9,0.18,0.732,0.402,0.097,0.474,0.474,105.5,104.0,86.67,103,0.325,1,1231,1231,1231,121,2288,1436,2213,2303,1037,2201,2295,970,2402,277,2094,2347,385,2415,1,2024,2025,False,MEM,MIL
2024-25,1610612756,PHX,Phoenix Suns,22400131,2024-10-31,PHX @ LAC,W,48.0,127.1,123.8,117.5,119.0,9.6,4.8,0.69,2.42,20.9,0.205,0.66,0.447,0.119,0.622,0.663,99.8,100.5,83.75,101,0.533,1,1,1,1,121,480,1676,958,716,610,592,2165,1823,2099,703,291,206,999,903,1,2024,2025,False,LAC,PHX
2024-25,1610612745,HOU,Houston Rockets,22400129,2024-10-31,HOU @ DAL,W,48.0,107.1,116.1,108.7,107.4,-1.7,8.8,0.525,2.1,15.1,0.417,0.75,0.565,0.108,0.454,0.496,97.3,94.0,78.33,93,0.521,1,1,1,1,121,1032,718,718,2164,944,2165,118,679,251,460,2268,2242,2161,1020,1,2024,2025,False,DAL,HOU
2024-25,1610612763,MEM,Memphis Grizzlies,22400128,2024-10-31,MEM vs. MIL,W,48.0,115.5,116.2,94.0,96.1,21.5,20.1,0.605,1.53,18.3,0.268,0.82,0.598,0.162,0.573,0.638,105.5,104.0,86.67,105,0.675,1,1,1,1,121,1022,172,248,1575,1768,1341,1485,166,58,1714,795,399,385,46,1,2024,2025,True,MEM,MIL
2024-25,1610612746,LAC,LA Clippers,22400131,2024-10-31,LAC vs. PHX,L,48.0,117.5,119.0,127.1,123.8,-9.6,-4.8,0.6,1.93,18.8,0.34,0.795,0.553,0.14,0.548,0.582,99.8,100.5,83.75,100,0.467,1,1231,1231,1231,121,773,1978,1503,1595,1155,1210,628,286,357,1206,1153,1165,999,1558,1,2024,2025,True,LAC,PHX
2024-25,1610612762,UTA,Utah Jazz,22400130,2024-10-31,UTA vs. SAS,L,48.0,86.8,88.0,103.8,105.0,-17.0,-17.0,0.594,0.73,13.9,0.353,0.727,0.547,0.26,0.433,0.487,101.7,100.5,83.75,100,0.39,1,1231,1231,1231,121,2426,550,2128,1693,2448,2317,512,1012,432,2449,2365,2291,999,2245,1,2024,2025,True,UTA,SAS
2024-25,1610612759,SAS,San Antonio Spurs,22400130,2024-10-31,SAS @ UTA,W,48.0,103.8,105.0,86.8,88.0,17.0,17.0,0.658,2.27,17.7,0.273,0.647,0.453,0.109,0.478,0.519,101.7,100.5,83.75,101,0.61,1,1,1,1,121,1906,34,333,1026,756,1539,1428,1941,2024,488,2050,2021,999,216,1,2024,2025,False,UTA,SAS
2024-25,1610612742,DAL,Dallas Mavericks,22400129,2024-10-31,DAL vs. HOU,L,48.0,108.7,107.4,107.1,116.1,1.7,-8.8,0.538,2.1,16.5,0.25,0.583,0.435,0.105,0.518,0.544,97.3,94.0,78.33,95,0.479,1,1231,1231,1231,121,1738,1429,1743,2086,944,1892,1714,2337,2210,412,1607,1738,2161,1441,1,2024,2025,True,DAL,HOU
2024-25,1610612751,BKN,Brooklyn Nets,22400124,2024-10-30,BKN @ MEM,W,48.0,116.7,120.2,102.2,107.1,14.5,13.1,0.659,1.42,19.6,0.325,0.609,0.477,0.192,0.606,0.654,102.9,99.0,82.5,99,0.55,1,1,1,1,121,695,697,488,1008,1895,965,793,2223,1667,2179,424,267,1269,698,1,2024,2025,False,MEM,BKN
2024-25,1610612761,TOR,Toronto Raptors,22400117,2024-10-30,TOR @ CHA,L,48.0,126.4,129.1,129.0,134.0,-2.5,-4.9,0.712,2.64,23.6,0.429,0.604,0.522,0.136,0.621,0.638,106.1,103.0,85.83,103,0.51,1,1231,1231,1231,121,232,2361,1508,525,448,148,88,2246,803,1120,302,392,531,1133,1,2024,2025,False,CHA,TOR
2024-25,1610612755,PHI,Philadelphia 76ers,22400120,2024-10-30,PHI vs. DET,L,48.0,102.9,103.3,113.3,114.1,-10.4,-10.9,0.515,1.89,14.4,0.2,0.689,0.432,0.098,0.468,0.52,92.5,92.0,76.67,92,0.442,1,1231,1231,1231,121,1997,1250,1861,2204,1227,2262,2186,1488,2234,289,2151,2004,2329,1838,1,2024,2025,True,PHI,DET
2024-25,1610612748,MIA,Miami Heat,22400122,2024-10-30,MIA vs. NYK,L,48.0,113.2,112.6,122.4,123.4,-9.2,-10.8,0.73,2.7,20.5,0.217,0.791,0.494,0.105,0.562,0.584,94.7,94.5,78.75,95,0.442,1,1231,1231,1231,121,1345,1964,1856,381,420,702,2077,316,1365,412,958,1127,2087,1837,1,2024,2025,True,MIA,NYK
2024-25,1610612764,WAS,Washington Wizards,22400121,2024-10-30,WAS vs. ATL,W,48.0,120.9,125.5,109.8,113.2,11.1,12.3,0.681,2.0,21.5,0.256,0.64,0.462,0.151,0.618,0.665,109.6,106.0,88.33,106,0.553,1,1,1,1,121,401,1170,531,823,1037,457,1661,2000,1877,1484,329,194,185,671,1,2024,2025,True,WAS,ATL
2024-25,1610612760,OKC,Oklahoma City Thunder,22400125,2024-10-30,OKC vs. SAS,W,48.0,103.4,106.1,93.3,93.0,10.2,13.1,0.683,2.0,20.6,0.184,0.686,0.44,0.141,0.556,0.567,100.6,99.5,82.92,99,0.56,1,1,1,1,121,1834,101,492,782,1037,656,2274,1520,2171,1229,1041,1382,1183,595,1,2024,2025,True,OKC,SAS
2024-25,1610612746,LAC,LA Clippers,22400127,2024-10-30,LAC vs. POR,L,48.0,106.1,111.7,107.9,111.6,-1.7,0.1,0.634,1.86,18.8,0.327,0.679,0.5,0.149,0.528,0.536,98.6,94.5,78.75,94,0.505,1,1231,1231,1231,121,1423,1027,1226,1274,1266,1180,739,1624,1179,1443,1466,1837,2087,1178,1,2024,2025,True,LAC,POR
2024-25,1610612754,IND,Indiana Pacers,22400119,2024-10-30,IND vs. BOS,W,53.0,114.8,112.5,111.3,112.8,3.6,-0.3,0.66,1.74,19.3,0.345,0.676,0.528,0.158,0.553,0.589,107.0,107.32,89.43,120,0.543,1,1,1,1,9,1353,1129,1245,975,1452,1045,585,1655,706,1635,1090,1059,133,782,1,2024,2025,True,IND,BOS
2024-25,1610612763,MEM,Memphis Grizzlies,22400124,2024-10-30,MEM vs. BKN,L,48.0,102.2,107.1,116.7,120.2,-14.5,-13.1,0.711,1.23,18.9,0.391,0.675,0.523,0.222,0.519,0.565,102.9,99.0,82.5,99,0.45,1,1231,1231,1231,121,1761,1763,1971,543,2137,1170,235,1663,790,2382,1593,1420,1269,1763,1,2024,2025,True,MEM,BKN
2024-25,1610612765,DET,Detroit Pistons,22400120,2024-10-30,DET @ PHI,W,48.0,113.3,114.1,102.9,103.3,10.4,10.9,0.639,1.35,17.8,0.311,0.8,0.568,0.185,0.558,0.599,92.5,92.0,76.67,92,0.558,1,1,1,1,121,1207,464,600,1230,1992,1510,955,255,224,2100,1020,888,2329,623,1,2024,2025,False,PHI,DET
2024-25,1610612747,LAL,Los Angeles Lakers,22400118,2024-10-30,LAL @ CLE,L,48.0,102.3,104.8,125.8,127.6,-23.5,-22.9,0.553,1.0,15.7,0.22,0.81,0.518,0.2,0.532,0.601,107.0,105.0,87.5,105,0.421,1,1231,1231,1231,121,1924,2161,2281,2001,2334,2081,2056,214,881,2267,1400,851,269,2040,1,2024,2025,False,CLE,LAL
2024-25,1610612757,POR,Portland Trail Blazers,22400127,2024-10-30,POR @ LAC,W,48.0,107.9,111.6,106.1,111.7,1.7,-0.1,0.463,1.46,14.5,0.321,0.673,0.5,0.137,0.522,0.545,98.6,94.5,78.75,95,0.495,1,1,1,1,121,1426,1037,1235,2364,1855,2252,827,1717,1179,1143,1556,1724,2087,1282,1,2024,2025,False,LAC,POR
2024-25,1610612752,NYK,New York Knicks,22400122,2024-10-30,NYK @ MIA,W,48.0,122.4,123.4,113.2,112.6,9.2,10.8,0.75,2.73,22.6,0.209,0.783,0.506,0.117,0.598,0.639,94.7,94.5,78.75,94,0.558,1,1,1,1,121,495,1113,605,247,403,279,2132,372,1094,659,510,385,2087,624,1,2024,2025,False,MIA,NYK
2024-25,1610612740,NOP,New Orleans Pelicans,22400126,2024-10-30,NOP @ GSW,L,48.0,92.9,94.7,111.0,111.8,-18.1,-17.1,0.727,1.6,17.1,0.361,0.696,0.505,0.16,0.428,0.45,94.8,93.5,77.92,94,0.41,1,1231,1231,1231,121,2337,1046,2138,394,1648,1700,446,1421,1160,1657,2382,2420,2211,2112,1,2024,2025,False,GSW,NOP
2024-25,1610612744,GSW,Golden State Warriors,22400126,2024-10-30,GSW vs. NOP,W,48.0,111.0,111.8,92.9,94.7,18.1,17.1,0.78,2.29,23.0,0.304,0.639,0.495,0.151,0.546,0.561,94.8,93.5,77.92,93,0.59,1,1,1,1,121,1411,124,323,126,747,217,1027,2011,1296,1477,1197,1493,2211,349,1,2024,2025,True,GSW,NOP
2024-25,1610612739,CLE,Cleveland Cavaliers,22400118,2024-10-30,CLE vs. LAL,W,48.0,125.8,127.6,102.3,104.8,23.5,22.9,0.661,3.08,24.8,0.19,0.78,0.482,0.114,0.665,0.667,107.0,105.0,87.5,105,0.579,1,1,1,1,121,299,531,180,972,254,54,2244,394,1577,596,89,188,269,421,1,2024,2025,True,CLE,LAL
2024-25,1610612741,CHI,Chicago Bulls,22400123,2024-10-30,CHI vs. ORL,W,48.0,101.0,100.0,98.2,97.1,2.8,2.9,0.639,1.53,17.0,0.216,0.865,0.544,0.147,0.506,0.537,100.9,102.0,85.0,102,0.507,1,1,1,1,121,2128,193,1101,1230,1749,1729,2092,39,486,1386,1761,1829,699,1166,1,2024,2025,True,CHI,ORL
2024-25,1610612738,BOS,Boston Celtics,22400119,2024-10-30,BOS @ IND,L,53.0,111.3,112.8,114.8,112.5,-3.6,0.3,0.523,1.64,14.2,0.324,0.655,0.472,0.12,0.491,0.538,107.0,107.32,89.43,117,0.457,1,1231,1231,1231,9,1332,1098,1216,2183,1588,2287,803,1869,1753,729,1904,1819,133,1679,1,2024,2025,False,IND,BOS
2024-25,1610612766,CHA,Charlotte Hornets,22400117,2024-10-30,CHA vs. TOR,W,48.0,129.0,134.0,126.4,129.1,2.5,4.9,0.633,1.94,20.4,0.396,0.571,0.478,0.155,0.628,0.657,106.1,103.0,85.83,103,0.49,1,1,1,1,121,100,2227,953,1298,1143,734,211,2371,1651,1567,249,238,531,1328,1,2024,2025,True,CHA,TOR
2024-25,1610612759,SAS,San Antonio Spurs,22400125,2024-10-30,SAS @ OKC,L,48.0,93.3,93.0,103.4,106.1,-10.2,-13.1,0.629,1.0,15.9,0.314,0.816,0.56,0.22,0.482,0.513,100.6,99.5,82.92,100,0.44,1,1231,1231,1231,121,2359,619,1969,1336,2334,2032,921,181,289,2375,2020,2076,1183,1866,1,2024,2025,False,OKC,SAS
2024-25,1610612753,ORL,Orlando Magic,22400123,2024-10-30,ORL @ CHI,L,48.0,98.2,97.1,101.0,100.0,-2.8,-2.9,0.714,2.08,18.8,0.135,0.784,0.456,0.118,0.471,0.522,100.9,102.0,85.0,102,0.493,1,1231,1231,1231,121,2266,281,1360,495,966,1192,2420,367,1970,670,2129,1989,699,1295,1,2024,2025,False,CHI,ORL
2024-25,1610612737,ATL,Atlanta Hawks,22400121,2024-10-30,ATL @ WAS,L,48.0,109.8,113.2,120.9,125.5,-11.1,-12.3,0.622,1.65,18.5,0.36,0.744,0.538,0.16,0.537,0.576,109.6,106.0,88.33,106,0.447,1,1231,1231,1231,121,1289,2060,1930,1405,1580,1282,451,794,580,1687,1329,1278,185,1790,1,2024,2025,False,WAS,ATL
