group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1627832,Fred VanVleet,Fred,1610612745,HOU,31.0,32,21,11,0.656,3.7,0.292,0.708,0.2,0.08,0.48,0.04,0.32,0.2,0.12,0.4,0.6,0.875,0.125,0.692,0.308,13,48,0.271,36,8,352,85,94,344,75,306,73,90,173,112,110,315,206,124,173,90,170,198,80,33,329,HOU
Players,203500,Steven Adams,Steven,1610612745,HOU,31.0,16,9,7,0.563,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,203,172,262,165,466,1,347,337,123,265,189,307,248,331,285,269,256,94,342,276,369,333,369,HOU
Players,1630224,Jalen Green,Jalen,1610612745,HOU,23.0,42,26,16,0.619,3.0,0.529,0.471,0.345,0.046,0.379,0.011,0.276,0.172,0.299,0.2,0.8,0.455,0.545,0.308,0.692,26,70,0.371,2,1,449,110,184,232,187,252,99,132,188,145,133,237,269,66,242,23,314,55,18,12,261,HOU
Players,1631466,Nate Williams,Nate,1610612745,HOU,26.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,439,450,35,450,433,380,347,337,123,265,189,307,248,331,285,269,256,94,342,276,369,419,369,HOU
Players,1631095,Jabari Smith Jr.,Jabari,1610612745,HOU,22.0,25,14,11,0.56,2.9,0.353,0.647,0.286,0.0,0.429,0.095,0.285,0.143,0.286,1.0,0.0,1.0,0.0,1.0,0.0,6,17,0.353,103,77,352,166,203,322,96,274,123,103,126,136,159,241,1,269,1,94,1,276,160,141,281,HOU
Players,1628988,Aaron Holiday,Aaron,1610612745,HOU,28.0,15,8,7,0.533,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,214,187,262,187,468,380,347,337,123,265,189,1,248,331,285,269,256,94,342,276,369,419,369,HOU
Players,1641708,Amen Thompson,Amen,1610612745,HOU,22.0,40,22,18,0.55,2.9,0.88,0.12,0.653,0.122,0.061,0.061,0.286,0.184,0.531,0.5,0.5,1.0,0.0,0.529,0.471,17,25,0.68,5,5,474,173,199,84,335,99,45,264,157,136,126,120,162,144,1,94,231,138,50,96,57,HOU
Players,1628415,Dillon Brooks,Dillon,1610612745,HOU,29.0,40,25,15,0.625,3.4,0.429,0.571,0.3,0.0,0.375,0.25,0.325,0.225,0.3,0.5,0.5,1.0,0.0,0.727,0.273,11,35,0.314,5,2,433,99,127,292,121,272,123,134,43,111,100,236,162,144,1,94,164,205,94,62,312,HOU
Players,1631106,Tari Eason,Tari,1610612745,HOU,24.0,27,17,10,0.63,1.9,0.636,0.364,0.286,0.0,0.429,0.357,0.285,0.286,0.286,0.5,0.5,1.0,0.0,0.75,0.25,4,11,0.364,85,38,328,98,350,179,239,274,123,103,23,136,62,241,162,144,1,94,147,206,210,196,266,HOU
Players,1631223,David Roddy,David,1610612745,HOU,24.0,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,439,375,1,1,470,380,347,337,123,265,189,307,248,331,285,269,256,94,342,276,369,419,369,HOU
