SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2019-20,1610612748,MIA,Miami Heat,0041900406,2020-10-11T00:00:00,MIA vs. LAL,L,48.0,10.5,3.8,6.0,33.0,15.0,13.5,12.0,39.0,0,0,0,84,13,94,145,104,58,130,149,134,147,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900406,2020-10-11T00:00:00,LAL @ MIA,W,48.0,15.0,13.5,12.0,39.0,10.5,3.8,6.0,33.0,0,0,0,1,13,30,14,28,15,62,16,50,99,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900405,2020-10-09T00:00:00,LAL vs. MIA,L,48.0,10.5,12.0,18.8,31.5,15.0,11.3,3.0,24.0,0,0,0,84,13,94,25,2,70,130,123,9,25,1
2019-20,1610612748,MIA,Miami Heat,0041900405,2020-10-09T00:00:00,MIA @ LAL,W,48.0,15.0,11.3,3.0,24.0,10.5,12.0,18.8,31.5,0,0,0,1,13,30,37,155,133,62,131,164,85,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900404,2020-10-06T00:00:00,LAL @ MIA,W,48.0,14.3,9.0,5.3,25.5,9.8,5.3,3.0,24.0,0,0,0,1,13,39,64,119,122,51,36,9,25,1
2019-20,1610612748,MIA,Miami Heat,0041900404,2020-10-06T00:00:00,MIA vs. LAL,L,48.0,9.8,5.3,3.0,24.0,14.3,9.0,5.3,25.5,0,0,0,84,13,107,125,155,133,123,95,37,36,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900403,2020-10-04T00:00:00,LAL @ MIA,L,48.0,12.8,4.5,11.3,25.5,15.8,3.8,6.8,39.0,0,0,0,84,13,56,134,34,122,138,16,65,147,1
2019-20,1610612748,MIA,Miami Heat,0041900403,2020-10-04T00:00:00,MIA vs. LAL,W,48.0,15.8,3.8,6.8,39.0,12.8,4.5,11.3,25.5,0,0,0,1,13,26,145,90,15,96,23,128,36,1
2019-20,1610612748,MIA,Miami Heat,0041900402,2020-10-02T00:00:00,MIA @ LAL,L,48.0,6.0,10.5,1.5,34.5,6.0,15.8,6.8,42.0,0,0,0,84,13,151,45,161,39,10,157,65,155,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900402,2020-10-02T00:00:00,LAL vs. MIA,W,48.0,6.0,15.8,6.8,42.0,6.0,10.5,1.5,34.5,0,0,0,1,13,151,9,90,10,10,112,2,110,1
2019-20,1610612748,MIA,Miami Heat,0041900401,2020-09-30T00:00:00,MIA @ LAL,L,48.0,10.5,6.8,9.0,34.5,12.0,12.0,7.5,28.5,0,0,0,84,13,94,101,57,39,85,131,81,58,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900401,2020-09-30T00:00:00,LAL vs. MIA,W,48.0,12.0,12.0,7.5,28.5,10.5,6.8,9.0,34.5,0,0,0,1,13,73,25,75,95,62,51,100,110,1
2019-20,1610612748,MIA,Miami Heat,0041900306,2020-09-27T00:00:00,MIA vs. BOS,W,48.0,7.5,0.8,2.3,36.0,13.5,12.0,8.3,36.0,0,0,0,1,13,136,165,159,28,113,131,94,131,1
2019-20,1610612738,BOS,Boston Celtics,0041900306,2020-09-27T00:00:00,BOS @ MIA,L,48.0,13.5,12.0,8.3,36.0,7.5,0.8,2.3,36.0,0,0,0,84,13,45,25,68,28,23,1,8,131,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900315,2020-09-26T00:00:00,LAL vs. DEN,W,48.0,8.3,2.3,13.5,39.0,16.5,12.0,11.3,37.5,0,0,0,1,13,129,160,17,15,142,131,128,141,1
2019-20,1610612743,DEN,Denver Nuggets,0041900315,2020-09-26T00:00:00,DEN @ LAL,L,48.0,16.5,12.0,11.3,37.5,8.3,2.3,13.5,39.0,0,0,0,84,13,20,25,34,21,32,4,146,147,1
2019-20,1610612738,BOS,Boston Celtics,0041900305,2020-09-25T00:00:00,BOS vs. MIA,W,48.0,10.5,11.3,12.8,42.0,9.8,6.8,4.5,36.0,0,0,0,1,13,94,37,22,10,51,51,24,131,1
2019-20,1610612748,MIA,Miami Heat,0041900305,2020-09-25T00:00:00,MIA @ BOS,L,48.0,9.8,6.8,4.5,36.0,10.5,11.3,12.8,42.0,0,0,0,84,13,107,101,132,28,62,123,140,155,1
2019-20,1610612743,DEN,Denver Nuggets,0041900314,2020-09-24T00:00:00,DEN vs. LAL,L,48.0,8.3,4.5,6.8,34.5,10.5,18.8,12.8,33.0,0,0,0,84,13,129,134,90,39,62,164,140,99,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900314,2020-09-24T00:00:00,LAL @ DEN,W,48.0,10.5,18.8,12.8,33.0,8.3,4.5,6.8,34.5,0,0,0,1,13,94,3,22,58,32,23,65,110,1
2019-20,1610612738,BOS,Boston Celtics,0041900304,2020-09-23T00:00:00,BOS @ MIA,L,48.0,6.8,17.3,5.3,28.5,12.8,15.8,6.0,28.5,0,0,0,84,13,147,5,119,95,96,157,50,58,1
2019-20,1610612748,MIA,Miami Heat,0041900304,2020-09-23T00:00:00,MIA vs. BOS,W,48.0,12.8,15.8,6.0,28.5,6.8,17.3,5.3,28.5,0,0,0,1,13,56,9,104,95,17,162,37,58,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900313,2020-09-22T00:00:00,LAL @ DEN,L,48.0,17.3,3.0,15.8,48.0,18.8,8.3,7.5,36.0,0,0,0,84,13,15,152,7,2,154,82,81,131,1
2019-20,1610612743,DEN,Denver Nuggets,0041900313,2020-09-22T00:00:00,DEN vs. LAL,W,48.0,18.8,8.3,7.5,36.0,17.3,3.0,15.8,48.0,0,0,0,1,13,10,74,75,28,148,8,160,165,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900312,2020-09-20T00:00:00,LAL vs. DEN,W,48.0,11.3,12.0,6.0,25.5,14.3,9.0,3.8,28.5,0,0,0,1,13,85,25,104,122,123,95,13,58,1
2019-20,1610612743,DEN,Denver Nuggets,0041900312,2020-09-20T00:00:00,DEN @ LAL,L,48.0,14.3,9.0,3.8,28.5,11.3,12.0,6.0,25.5,0,0,0,84,13,39,64,145,95,75,131,50,36,1
2019-20,1610612748,MIA,Miami Heat,0041900303,2020-09-19T00:00:00,MIA vs. BOS,L,48.0,15.0,13.5,9.8,27.0,9.0,7.5,12.8,45.0,0,0,0,84,13,30,14,45,111,41,70,140,163,1
2019-20,1610612738,BOS,Boston Celtics,0041900303,2020-09-19T00:00:00,BOS @ MIA,W,48.0,9.0,7.5,12.8,45.0,15.0,13.5,9.8,27.0,0,0,0,1,13,118,86,22,4,130,149,113,48,1
2019-20,1610612743,DEN,Denver Nuggets,0041900311,2020-09-18T00:00:00,DEN @ LAL,L,48.0,12.8,9.8,7.5,39.0,18.0,9.0,12.0,40.5,0,0,0,84,13,56,57,75,15,153,95,134,153,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900311,2020-09-18T00:00:00,LAL vs. DEN,W,48.0,18.0,9.0,12.0,40.5,12.8,9.8,7.5,39.0,0,0,0,1,13,14,64,28,13,96,106,81,147,1
2019-20,1610612738,BOS,Boston Celtics,0041900302,2020-09-17T00:00:00,BOS vs. MIA,L,48.0,7.5,8.3,9.8,34.5,19.5,12.0,7.5,33.0,0,0,0,84,13,136,74,45,39,158,131,81,99,1
2019-20,1610612748,MIA,Miami Heat,0041900302,2020-09-17T00:00:00,MIA @ BOS,W,48.0,19.5,12.0,7.5,33.0,7.5,8.3,9.8,34.5,0,0,0,1,13,8,25,75,58,23,82,113,110,1
2019-20,1610612746,LAC,LA Clippers,0041900237,2020-09-15T00:00:00,LAC vs. DEN,L,48.0,11.3,4.5,3.0,34.5,12.0,4.5,4.5,27.0,0,0,0,84,13,85,134,155,39,85,23,24,48,1
2019-20,1610612743,DEN,Denver Nuggets,0041900237,2020-09-15T00:00:00,DEN @ LAC,W,48.0,12.0,4.5,4.5,27.0,11.3,4.5,3.0,34.5,0,0,0,1,13,73,134,132,111,75,23,9,110,1
2019-20,1610612738,BOS,Boston Celtics,0041900301,2020-09-15T00:00:00,BOS vs. MIA,L,53.0,12.2,9.5,6.8,17.7,9.5,10.2,10.9,32.6,0,0,0,84,3,72,62,89,163,50,111,127,98,1
2019-20,1610612748,MIA,Miami Heat,0041900301,2020-09-15T00:00:00,MIA @ BOS,W,53.0,9.5,10.2,10.9,32.6,12.2,9.5,6.8,17.7,0,0,0,1,3,117,56,40,69,95,104,78,4,1
2019-20,1610612746,LAC,LA Clippers,0041900236,2020-09-13T00:00:00,LAC @ DEN,L,48.0,12.8,5.3,15.0,28.5,11.3,0.8,7.5,30.0,0,0,0,84,13,56,125,8,95,75,1,81,73,1
2019-20,1610612743,DEN,Denver Nuggets,0041900236,2020-09-13T00:00:00,DEN vs. LAC,W,48.0,11.3,0.8,7.5,30.0,12.8,5.3,15.0,28.5,0,0,0,1,13,85,165,75,84,96,36,155,58,1
2019-20,1610612745,HOU,Houston Rockets,0041900225,2020-09-12T00:00:00,HOU @ LAL,L,48.0,12.0,9.0,4.5,27.0,12.0,10.5,12.8,25.5,0,0,0,84,13,73,64,132,111,85,112,140,36,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900225,2020-09-12T00:00:00,LAL vs. HOU,W,48.0,12.0,10.5,12.8,25.5,12.0,9.0,4.5,27.0,0,0,0,1,13,73,45,22,122,85,95,24,48,1
2019-20,1610612738,BOS,Boston Celtics,0041900217,2020-09-11T00:00:00,BOS @ TOR,W,48.0,23.3,5.3,17.3,33.0,13.5,6.0,7.5,30.0,0,0,0,1,13,1,125,4,58,113,44,81,73,1
2019-20,1610612743,DEN,Denver Nuggets,0041900235,2020-09-11T00:00:00,DEN @ LAC,W,48.0,9.0,7.5,4.5,28.5,12.8,3.0,8.3,24.0,0,0,0,1,13,118,86,132,95,96,8,94,25,1
2019-20,1610612746,LAC,LA Clippers,0041900235,2020-09-11T00:00:00,LAC vs. DEN,L,48.0,12.8,3.0,8.3,24.0,9.0,7.5,4.5,28.5,0,0,0,84,13,56,152,68,133,41,70,24,58,1
2019-20,1610612761,TOR,Toronto Raptors,0041900217,2020-09-11T00:00:00,TOR vs. BOS,L,48.0,13.5,6.0,7.5,30.0,23.3,5.3,17.3,33.0,0,0,0,84,13,45,117,75,84,166,36,163,99,1
2019-20,1610612745,HOU,Houston Rockets,0041900224,2020-09-10T00:00:00,HOU vs. LAL,L,48.0,12.8,2.3,1.5,18.0,14.3,12.8,14.3,46.5,0,0,0,84,13,56,160,161,159,123,143,151,164,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900224,2020-09-10T00:00:00,LAL @ HOU,W,48.0,14.3,12.8,14.3,46.5,12.8,2.3,1.5,18.0,0,0,0,1,13,39,20,13,3,96,4,2,5,1
2019-20,1610612738,BOS,Boston Celtics,0041900216,2020-09-09T00:00:00,BOS vs. TOR,L,58.0,9.9,5.6,6.8,26.1,8.7,5.0,5.6,22.3,0,0,0,84,1,106,124,88,120,39,35,49,20,1
2019-20,1610612761,TOR,Toronto Raptors,0041900216,2020-09-09T00:00:00,TOR @ BOS,W,58.0,8.7,5.0,5.6,22.3,9.9,5.6,6.8,26.1,0,0,0,1,1,128,132,118,147,61,43,79,47,1
2019-20,1610612743,DEN,Denver Nuggets,0041900234,2020-09-09T00:00:00,DEN vs. LAC,L,48.0,9.8,3.8,6.8,16.5,9.0,6.8,4.5,28.5,0,0,0,84,13,107,145,90,164,41,51,24,58,1
2019-20,1610612746,LAC,LA Clippers,0041900234,2020-09-09T00:00:00,LAC @ DEN,W,48.0,9.0,6.8,4.5,28.5,9.8,3.8,6.8,16.5,0,0,0,1,13,118,101,132,95,51,16,65,2,1
2019-20,1610612749,MIL,Milwaukee Bucks,0041900205,2020-09-08T00:00:00,MIL vs. MIA,L,48.0,17.3,4.5,7.5,25.5,4.5,3.8,13.5,24.0,0,0,0,84,13,15,134,75,122,2,16,146,25,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900223,2020-09-08T00:00:00,LAL @ HOU,W,48.0,6.0,11.3,7.5,42.0,10.5,5.3,6.0,34.5,0,0,0,1,13,151,37,75,10,62,36,50,110,1
2019-20,1610612748,MIA,Miami Heat,0041900205,2020-09-08T00:00:00,MIA @ MIL,W,48.0,4.5,3.8,13.5,24.0,17.3,4.5,7.5,25.5,0,0,0,1,13,163,145,17,133,148,23,81,36,1
2019-20,1610612745,HOU,Houston Rockets,0041900223,2020-09-08T00:00:00,HOU vs. LAL,L,48.0,10.5,5.3,6.0,34.5,6.0,11.3,7.5,42.0,0,0,0,84,13,94,125,104,39,10,123,81,155,1
2019-20,1610612746,LAC,LA Clippers,0041900233,2020-09-07T00:00:00,LAC @ DEN,W,48.0,6.8,3.0,22.5,31.5,12.8,7.5,9.0,43.5,0,0,0,1,13,147,152,1,70,96,70,100,159,1
2019-20,1610612761,TOR,Toronto Raptors,0041900215,2020-09-07T00:00:00,TOR vs. BOS,L,48.0,5.3,3.0,13.5,24.0,10.5,2.3,9.8,36.0,0,0,0,84,13,158,152,17,133,62,4,113,131,1
2019-20,1610612743,DEN,Denver Nuggets,0041900233,2020-09-07T00:00:00,DEN vs. LAC,L,48.0,12.8,7.5,9.0,43.5,6.8,3.0,22.5,31.5,0,0,0,84,13,56,86,57,5,17,8,166,85,1
2019-20,1610612738,BOS,Boston Celtics,0041900215,2020-09-07T00:00:00,BOS @ TOR,W,48.0,10.5,2.3,9.8,36.0,5.3,3.0,13.5,24.0,0,0,0,1,13,94,160,45,28,5,8,146,25,1
2019-20,1610612745,HOU,Houston Rockets,0041900222,2020-09-06T00:00:00,HOU @ LAL,L,48.0,13.5,8.3,4.5,19.5,20.3,8.3,15.0,40.5,0,0,0,84,13,45,74,132,155,160,82,155,153,1
2019-20,1610612749,MIL,Milwaukee Bucks,0041900204,2020-09-06T00:00:00,MIL @ MIA,W,53.0,11.5,6.8,9.5,36.7,7.5,13.6,6.1,25.8,0,0,0,1,3,83,98,55,27,21,154,64,46,1
2019-20,1610612748,MIA,Miami Heat,0041900204,2020-09-06T00:00:00,MIA vs. MIL,L,53.0,7.5,13.6,6.1,25.8,11.5,6.8,9.5,36.7,0,0,0,84,3,145,13,103,121,83,67,111,140,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900222,2020-09-06T00:00:00,LAL vs. HOU,W,48.0,20.3,8.3,15.0,40.5,13.5,8.3,4.5,19.5,0,0,0,1,13,5,74,8,13,113,82,24,9,1
2019-20,1610612743,DEN,Denver Nuggets,0041900232,2020-09-05T00:00:00,DEN @ LAC,W,48.0,10.5,9.0,11.3,27.0,9.8,20.3,9.8,36.0,0,0,0,1,13,94,64,34,111,51,165,113,131,1
2019-20,1610612738,BOS,Boston Celtics,0041900214,2020-09-05T00:00:00,BOS vs. TOR,L,48.0,5.3,9.0,5.3,33.0,5.3,18.0,4.5,19.5,0,0,0,84,13,158,64,119,58,5,163,24,9,1
2019-20,1610612761,TOR,Toronto Raptors,0041900214,2020-09-05T00:00:00,TOR @ BOS,W,48.0,5.3,18.0,4.5,19.5,5.3,9.0,5.3,33.0,0,0,0,1,13,158,4,132,155,5,95,37,99,1
