group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,203458,Alex Len,,1610612758,SAC,29.0,6,3,3,0.5,17.033333333333335,5.6,0.0,0.0,5.6,14.1,11.3,8.5,73.3,2.8,0.0,11.3,0.0,32.7,326,304,139,206,300,60,245,158,219,293,192,361,31,54,1,446,344,270
,1629002,Chimezie Metu,,1610612758,SAC,25.0,14,7,7,0.5,18.42,15.6,0.0,0.0,5.2,10.4,5.2,15.6,46.9,0.0,0.0,7.8,2.6,43.8,224,211,255,206,297,9,245,158,230,179,113,465,147,199,1,391,276,153
,1627745,Damian Jones,,1610612758,SAC,27.0,13,8,5,0.615,55.73166666666667,3.4,8.6,0.0,15.5,13.8,14.6,7.8,51.7,0.9,0.0,5.2,5.2,40.7,235,200,211,110,171,125,22,158,49,283,299,341,97,146,1,263,167,179
,1630558,Davion Mitchell,,1610612758,SAC,23.0,32,16,16,0.5,79.15666666666667,4.9,1.2,2.4,9.7,16.4,14.6,6.7,47.3,0.0,1.8,2.4,4.9,36.5,51,57,438,206,118,78,223,81,132,350,294,302,137,199,427,134,179,228
,1628368,De'Aaron Fox,,1610612758,SAC,24.0,30,11,19,0.367,112.225,2.6,0.9,2.1,13.7,18.8,11.1,3.8,53.9,0.0,1.3,6.4,9.4,56.7,63,136,476,362,54,164,238,88,74,391,190,209,79,199,394,336,55,74
,1627734,Domantas Sabonis,,1610612758,SAC,26.0,33,9,24,0.273,110.985,3.5,8.2,0.0,13.8,17.3,13.0,5.6,34.6,0.4,1.3,6.9,8.6,53.3,41,173,491,415,56,124,25,158,73,367,236,264,335,187,396,363,74,90
,1628978,Donte DiVincenzo,,1610612758,SAC,25.0,14,9,5,0.643,41.20666666666666,2.3,0.0,0.0,4.7,16.3,4.7,10.5,34.9,1.2,0.0,4.7,10.5,50.7,224,173,211,87,208,170,245,158,242,347,111,411,330,117,1,233,42,105
,203084,Harrison Barnes,,1610612758,SAC,30.0,34,13,21,0.382,116.64166666666668,3.7,1.6,0.8,8.2,16.5,11.9,6.2,51.9,0.0,0.8,3.3,4.9,29.5,32,97,487,353,44,112,207,147,153,358,207,282,94,199,338,166,177,305
,203087,Jeremy Lamb,,1610612758,SAC,30.0,12,5,7,0.417,24.593333333333334,2.0,7.8,0.0,7.8,17.6,5.9,0.0,11.7,3.9,2.0,0.0,7.8,51.5,244,247,255,318,265,187,27,158,162,373,117,1,435,33,434,1,93,102
,1628367,Josh Jackson,,1610612758,SAC,25.0,5,1,4,0.2,7.68,0.0,0.0,0.0,0.0,0.0,0.0,12.5,37.5,0.0,0.0,0.0,0.0,22.5,343,375,177,429,359,241,245,158,317,1,1,437,299,199,1,1,344,370
,203200,Justin Holiday,,1610612758,SAC,33.0,31,8,23,0.258,108.81,2.2,2.2,1.3,3.5,14.6,13.7,6.2,34.4,0.4,0.4,5.3,2.2,24.1,55,200,490,420,58,179,185,123,270,303,258,283,338,185,306,272,297,356
,203090,Maurice Harkless,,1610612758,SAC,29.0,9,3,6,0.333,6.101666666666667,0.0,0.0,0.0,0.0,31.5,15.7,0.0,94.4,0.0,0.0,15.7,0.0,0.0,279,304,239,378,378,241,245,158,317,459,330,1,15,199,1,467,344,438
,1629674,Neemias Queta,,1610612758,SAC,22.0,2,1,1,0.5,2.6533333333333333,0.0,0.0,0.0,0.0,36.2,0.0,0.0,72.4,0.0,0.0,0.0,0.0,0.0,408,375,38,206,431,241,245,158,317,469,1,1,35,199,1,1,344,438
,1626158,Richaun Holmes,,1610612758,SAC,28.0,17,6,11,0.353,44.99666666666667,2.1,4.3,0.0,0.0,18.1,13.9,4.3,57.6,1.1,1.1,5.3,6.4,30.4,202,231,349,372,194,181,91,158,317,387,267,220,60,125,370,273,127,293
,1629056,Terence Davis,,1610612758,SAC,25.0,7,3,4,0.429,21.891666666666666,8.8,4.4,8.8,17.5,8.8,13.2,6.6,39.5,2.2,0.0,11.0,2.2,62.3,305,304,177,305,281,22,85,11,32,142,243,297,269,69,1,440,298,53
,1626168,Trey Lyles,,1610612758,SAC,26.0,16,9,7,0.563,53.10666666666667,0.0,3.6,1.8,9.0,18.1,10.8,4.5,41.6,0.9,0.0,5.4,7.2,36.8,207,173,255,171,180,241,115,102,141,385,184,230,226,138,1,280,105,226
