season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612745,HOU,Houston Rockets,21901315,2020-08-14,HOU vs. PHI,L,48.0,35,80,0.438,12,48,0.25,14,16,0.875,1,26,27,25,17.0,10,9,4,18,19,96,-38.0,1,1060,1060,1060,139,1811,1892,1379,971,56,1890,1458,1706,297,2116,1994,2113,831,1472,356,100,673,493,1301,1901,2103,1,2019,2020,True,HOU,PHI,AUG
2019-20,1610612745,HOU,Houston Rockets,21901304,2020-08-12,HOU vs. IND,L,48.0,32,86,0.372,16,57,0.281,24,28,0.857,6,43,49,20,20.0,8,6,7,20,25,104,-4.0,1,1060,1060,1060,139,2023,1320,2009,295,3,1738,320,493,397,1776,138,498,1654,1869,772,514,1606,819,294,1516,1220,1,2019,2020,True,HOU,IND,AUG
2019-20,1610612745,HOU,Houston Rockets,21901298,2020-08-11,HOU @ SAS,L,48.0,36,89,0.404,14,48,0.292,19,21,0.905,4,33,37,18,18.0,14,3,5,19,20,105,-18.0,1,1060,1060,1060,139,1710,935,1797,562,56,1647,817,1202,166,2016,1232,1820,1895,1641,34,1447,1008,651,1099,1467,1910,1,2019,2020,False,SAS,HOU,AUG
2019-20,1610612745,HOU,Houston Rockets,21901290,2020-08-09,HOU @ SAC,W,48.0,43,91,0.473,18,57,0.316,25,30,0.833,8,40,48,21,15.0,9,3,2,18,22,129,17.0,1,1,1,1,139,624,703,861,116,3,1436,253,351,549,1393,320,590,1520,1078,520,1447,134,493,699,165,210,1,2019,2020,False,SAC,HOU,AUG
2019-20,1610612745,HOU,Houston Rockets,21901273,2020-08-06,HOU vs. LAL,W,48.0,36,84,0.429,21,57,0.368,20,23,0.87,4,30,34,26,20.0,11,5,6,28,20,113,16.0,1,1,1,1,139,1710,1564,1499,22,3,932,682,971,337,2016,1640,1996,688,1869,212,785,1335,1980,1099,910,236,1,2019,2020,True,HOU,LAL,AUG
2019-20,1610612745,HOU,Houston Rockets,21901261,2020-08-04,HOU @ POR,L,48.0,34,87,0.391,19,53,0.358,15,24,0.625,5,34,39,24,10.0,7,3,5,26,21,102,-8.0,1,1060,1060,1060,139,1890,1183,1911,70,16,1042,1318,865,1944,1920,1080,1661,1009,227,1046,1447,1008,1826,891,1647,1479,1,2019,2020,False,POR,HOU,AUG
2019-20,1610612745,HOU,Houston Rockets,21901248,2020-08-02,HOU vs. MIL,W,48.0,36,91,0.396,21,61,0.344,27,31,0.871,6,30,36,22,9.0,15,3,6,24,23,120,4.0,1,1,1,1,139,1710,703,1872,22,1,1171,139,286,331,1776,1640,1896,1352,125,17,1447,1335,1589,531,505,842,1,2019,2020,True,HOU,MIL,AUG
2019-20,1610612745,HOU,Houston Rockets,21901238,2020-07-31,HOU @ DAL,W,53.0,52,101,0.515,19,48,0.396,30,39,0.769,7,36,43,26,9.0,12,10,4,31,36,153,4.0,1,1,1,1,13,26,90,372,70,56,671,64,33,1103,1604,749,1202,688,125,124,49,673,2077,2,4,842,1,2019,2020,False,DAL,HOU,JUL
2019-20,1610612745,HOU,Houston Rockets,21900963,2020-03-10,HOU vs. MIN,W,48.0,41,80,0.513,15,38,0.395,20,26,0.769,5,28,33,24,18.0,9,5,0,20,20,117,6.0,1,1,1,1,139,941,1892,375,400,533,679,682,662,1103,1920,1854,2042,1009,1641,520,785,1,819,1099,665,714,1,2019,2020,True,HOU,MIN,MAR
2019-20,1610612745,HOU,Houston Rockets,21900953,2020-03-08,HOU vs. ORL,L,48.0,39,88,0.443,9,32,0.281,19,25,0.76,11,27,38,21,18.0,10,7,4,23,17,106,-20.0,1,1060,1060,1060,139,1270,1074,1299,1595,1221,1729,817,753,1195,701,1924,1748,1520,1641,356,319,673,1421,1627,1389,1942,1,2019,2020,True,HOU,ORL,MAR
2019-20,1610612745,HOU,Houston Rockets,21900940,2020-03-07,HOU @ CHA,L,48.0,35,76,0.461,15,45,0.333,14,20,0.7,13,29,42,22,21.0,9,3,1,25,15,99,-9.0,1,1060,1060,1060,139,1811,2052,1059,400,121,1243,1458,1315,1611,363,1763,1317,1352,1952,520,1447,32,1711,1879,1801,1552,1,2019,2020,False,CHA,HOU,MAR
2019-20,1610612745,HOU,Houston Rockets,21900927,2020-03-05,HOU vs. LAC,L,48.0,35,97,0.361,7,42,0.167,28,36,0.778,15,36,51,19,11.0,6,5,6,25,25,105,-15.0,1,1060,1060,1060,139,1811,216,2051,1889,264,2090,105,84,1045,154,749,350,1776,349,1334,785,1335,1711,294,1467,1817,1,2019,2020,True,HOU,LAC,MAR
2019-20,1610612745,HOU,Houston Rockets,21900903,2020-03-02,HOU @ NYK,L,48.0,39,94,0.415,20,56,0.357,25,27,0.926,8,26,34,25,12.0,11,5,7,20,19,123,-2.0,1,1060,1060,1060,139,1270,422,1679,46,7,1043,253,567,100,1393,1994,1996,831,522,212,785,1606,819,1301,365,1107,1,2019,2020,False,NYK,HOU,MAR
2019-20,1610612745,HOU,Houston Rockets,21900892,2020-02-29,HOU @ BOS,W,53.0,41,98,0.418,15,55,0.273,14,18,0.778,12,41,53,17,16.0,10,8,6,20,18,111,1.0,1,1,1,1,13,941,172,1636,400,9,1777,1458,1511,1045,528,240,217,1968,1282,356,180,1335,819,1469,1057,1013,1,2019,2020,False,BOS,HOU,FEB
2019-20,1610612745,HOU,Houston Rockets,21900870,2020-02-26,HOU vs. MEM,W,48.0,52,93,0.559,23,50,0.46,13,15,0.867,9,35,44,22,19.0,8,7,3,25,16,140,28.0,1,1,1,1,139,26,513,82,7,29,239,1560,1788,353,1152,898,1081,1352,1770,772,319,354,1711,1757,23,52,1,2019,2020,True,HOU,MEM,FEB
