GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,201582,Alexis Ajinca,Alexis,1610612740,NOP,28.0,6,2,4,0.333,9.156666666666666,0,0,0,2,3,6,0,10,0,0,2,0,6.4,312,326,127,330,333,234,237,175,234,116,147,1,118,200,1,130,326,326
Players,202087,Alonzo Gee,Alonzo,1610612740,NOP,29.0,27,15,12,0.556,51.16833333333334,2,3,0,6,19,17,7,52,0,0,6,1,15.7,131,109,264,142,190,169,143,175,152,269,260,212,276,200,1,231,268,267
Players,203076,Anthony Davis,Anthony,1610612740,NOP,23.0,31,15,16,0.484,120.00833333333334,9,12,4,38,42,29,20,88,7,3,11,25,168.2,100,109,324,232,72,43,28,75,18,394,336,337,360,16,367,323,29,30
Players,1626214,Bryce Dejean-Jones,Bryce,1610612740,NOP,23.0,3,1,2,0.333,3.398333333333333,0,0,0,0,0,0,0,2,0,0,1,1,7.7,357,362,75,330,383,234,237,175,303,1,1,1,37,200,1,63,268,316
Players,201967,Dante Cunningham,Dante,1610612740,NOP,29.0,30,13,17,0.433,84.1,4,0,2,8,31,25,13,48,1,2,17,0,36.0,107,129,341,266,129,114,237,114,132,350,309,278,265,126,314,395,326,185
Players,201569,Eric Gordon,Eric,1610612740,NOP,27.0,27,9,18,0.333,95.62833333333332,5,3,7,12,29,25,18,64,1,3,8,10,60.5,131,182,361,330,109,102,143,40,98,337,309,329,302,126,367,272,98,133
Players,203516,James Ennis III,James,1610612740,NOP,25.0,2,1,1,0.5,7.473333333333334,0,0,0,0,3,4,2,4,0,1,1,1,1.0,374,362,31,188,349,234,237,175,303,116,116,110,63,200,232,63,268,393
Players,202706,Jordan Hamilton,Jordan,1610612740,NOP,25.0,3,1,2,0.333,10.618333333333334,0,2,0,0,4,6,2,8,0,0,3,1,11.9,357,362,75,330,322,234,170,175,303,124,147,110,100,200,1,158,268,289
Players,201950,Jrue Holiday,Jrue,1610612740,NOP,26.0,38,17,21,0.447,145.53,13,0,9,30,45,38,21,100,0,3,16,25,157.0,38,88,402,257,37,26,237,26,37,402,385,341,385,200,367,385,29,31
Players,2570,Kendrick Perkins,Kendrick,1610612740,NOP,31.0,4,2,2,0.5,9.718333333333334,0,0,0,0,2,5,0,0,1,0,1,0,3.2,339,326,75,188,327,234,237,175,303,75,138,1,1,126,1,63,326,353
Players,202337,Luke Babbitt,Luke,1610612740,NOP,27.0,16,4,12,0.25,12.078333333333331,0,2,2,2,7,4,4,12,1,2,5,4,15.6,222,270,264,380,312,234,170,114,234,169,116,161,134,126,314,212,169,268
Players,202708,Norris Cole,Norris,1610612740,NOP,27.0,22,9,13,0.409,48.97166666666666,0,0,0,2,15,10,10,48,0,0,8,3,18.3,182,182,281,286,197,234,237,175,234,237,195,247,265,200,1,272,192,254
Players,201600,Omer Asik,Omer,1610612740,NOP,29.0,3,3,0,1.0,2.595,0,0,0,0,4,2,0,2,0,0,0,1,3.2,357,293,1,1,388,234,237,175,303,124,72,1,37,200,1,1,268,353
Players,201583,Ryan Anderson,Ryan,1610612740,NOP,28.0,36,13,23,0.361,124.525,3,12,2,6,40,28,22,84,3,3,12,9,78.6,59,129,418,319,62,148,28,114,152,387,331,350,349,48,367,338,112,105
Players,204025,Tim Frazier,Tim,1610612740,NOP,25.0,9,4,5,0.444,23.863333333333333,0,3,0,2,11,11,4,14,1,0,3,0,21.1,289,270,153,258,262,234,143,175,234,205,207,161,147,126,1,158,326,242
Players,201962,Toney Douglas,Toney,1610612740,NOP,30.0,13,5,8,0.385,31.585,0,0,3,4,13,10,6,26,0,0,4,3,23.8,250,252,204,303,240,234,237,94,183,224,195,193,202,200,1,194,192,228
Players,201936,Tyreke Evans,Tyreke,1610612740,NOP,26.0,15,6,9,0.4,68.28333333333333,6,1,0,10,25,24,7,48,1,1,9,15,77.9,233,235,223,291,159,81,222,175,110,304,306,212,265,126,232,296,58,108
