season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2016-17,2743,Kris Humphries,Kris,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,27.8,0.667,0.333,0.8,0.4,0.0,0.0,0.2,0.0,0.4,0.5,0.5,0.0,0.0,0.5,0.5,2,9,0.222,1,13060,13060,13060,9331,12913,10667,6452,2260,12221,9921,7495,11896,11362,9393,8637,11240,2859,13072,6755,15070,8880,21109,1,27:46,2016,2017
2016-17,200757,Thabo Sefolosha,Thabo,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,23.4,0.667,0.333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,1,13060,13060,13060,13156,12913,10667,20905,10490,12221,9921,13946,11896,19010,16049,15456,11240,2859,20088,15925,22732,20108,22732,1,23:22,2016,2017
2016-17,203527,Ryan Kelly,Ryan,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,21.5,0.75,0.25,0.25,0.0,0.75,0.0,0.0,0.375,0.25,1.0,0.0,1.0,0.0,1.0,0.0,3,8,0.375,1,13060,13060,13060,14717,10541,13504,19168,10490,1624,9921,13946,2936,15600,1,15456,1,2859,1,15925,11660,10580,15774,1,21:30,2016,2017
2016-17,101181,Jose Calderon,Jose,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,29.5,0.5,0.5,0.5,0.167,0.5,0.0,0.0,0.0,0.333,0.0,1.0,0.5,0.5,0.2,0.8,5,8,0.625,1,13060,13060,13060,7815,17619,5379,13388,7519,4868,9921,13946,11896,13444,16049,1,10157,1266,19259,3183,6330,10580,4546,1,29:32,2016,2017
2016-17,203488,Mike Muscala,Mike,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,20.2,0.429,0.571,0.2,0.0,0.6,0.0,0.2,0.0,0.2,1.0,0.0,1.0,0.0,1.0,0.0,3,7,0.429,1,13060,13060,13060,15755,20221,4487,20045,10490,2841,9921,7495,11896,16934,1,15456,1,2859,1,15925,11660,12283,13168,1,20:14,2016,2017
2016-17,1627752,Taurean Prince,Taurean,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,24.7,0.625,0.375,0.545,0.0,0.273,0.0,0.182,0.0,0.545,0.0,1.0,1.0,0.0,0.25,0.75,4,8,0.5,1,13060,13060,13060,12020,14831,9856,12752,10490,9271,9921,8620,11896,8062,16049,1,1,2859,18614,3570,8702,10580,8149,1,24:40,2016,2017
2016-17,2399,Mike Dunleavy,Mike,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,17.1,0.333,0.667,0.25,0.0,0.375,0.0,0.375,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,2,6,0.333,1,13060,13060,13060,18311,21578,2555,19168,10490,7225,9921,2776,11896,15600,1,15456,1,2859,1,15925,15070,14148,16811,1,17:06,2016,2017
2016-17,1627098,Malcolm Delaney,Malcolm,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,26.1,0.571,0.429,0.2,0.2,0.3,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,2,7,0.286,1,13060,13060,13060,10729,16355,8211,20045,6428,8826,9921,1145,11896,19010,16049,1,1,2859,13072,6755,15070,12283,19320,1,26:07,2016,2017
2016-17,101141,Ersan Ilyasova,Ersan,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,18.0,0.7,0.3,0.667,0.133,0.2,0.0,0.133,0.0,0.533,0.8,0.2,1.0,0.0,0.833,0.167,6,10,0.6,1,13060,13060,13060,17588,12426,12388,8937,8619,10777,9921,10690,11896,8343,5814,14710,1,2859,7241,15085,4424,7506,5049,1,18:01,2016,2017
2016-17,1627761,DeAndre' Bembry,DeAndre',1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,31.7,0.667,0.333,0.571,0.0,0.429,0.0,0.0,0.0,0.571,0.5,0.5,1.0,0.0,0.667,0.333,3,6,0.5,1,13060,13060,13060,5968,12913,10667,11710,10490,5878,9921,13946,11896,7373,9393,8637,1,2859,9877,11044,11660,14148,8149,1,31:42,2016,2017
