team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,team
1610612738,Boston Celtics,5,1,4,0.2,20.616666666666667,12.2,55.9,0.219,1.7,22.7,0.077,19.2,22.7,0.846,8.7,26.2,34.9,5.2,8.7,0.0,3.5,1.7,15.7,15.7,45.4,-26.2,5,9,13,11,6,16,12,16,14,10,14,8,9,6,7,3,4,15,9,11,9,5,3,10,16,11,BOSTON CELTICS
1610612739,Cleveland Cavaliers,4,1,3,0.25,8.31,34.7,56.3,0.615,13.0,17.3,0.75,26.0,26.0,1.0,0.0,13.0,13.0,13.0,8.7,4.3,4.3,8.7,17.3,21.7,108.3,0.0,8,9,9,10,12,2,11,1,5,15,1,3,6,1,14,15,15,10,7,8,8,15,8,3,2,6,CLEVELAND CAVALIERS
1610612743,Denver Nuggets,8,4,4,0.5,35.135,23.6,63.5,0.371,10.2,32.8,0.313,20.5,28.7,0.714,14.3,23.6,37.9,9.2,9.2,5.1,1.0,8.2,14.3,19.5,77.9,-2.0,4,4,13,6,4,11,5,10,9,4,13,7,5,11,1,7,2,14,10,6,13,13,2,6,8,8,DENVER NUGGETS
1610612765,Detroit Pistons,5,2,3,0.4,21.585,28.4,51.7,0.548,6.7,13.3,0.5,16.7,23.3,0.714,5.0,26.7,31.7,15.0,16.7,3.3,5.0,1.7,16.7,16.7,80.1,-13.3,5,7,9,9,5,5,15,3,13,16,4,10,8,11,12,2,7,6,15,10,7,4,6,8,7,10,DETROIT PISTONS
1610612744,Golden State Warriors,4,3,1,0.75,10.121666666666666,24.9,74.7,0.333,10.7,32.0,0.333,24.9,24.9,1.0,14.2,21.3,35.6,21.3,3.6,0.0,7.1,7.1,21.3,21.3,85.4,10.7,8,6,1,3,11,10,1,11,6,5,10,5,7,1,2,8,3,2,2,11,3,12,14,4,6,5,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,3,0,3,0.0,6.833333333333333,15.8,47.4,0.333,10.5,21.1,0.5,10.5,10.5,1.0,0.0,21.1,21.1,10.5,5.3,0.0,5.3,10.5,15.8,15.8,52.7,-63.2,11,12,9,12,14,15,16,11,7,13,4,11,11,1,14,9,13,12,4,11,6,16,4,9,12,15,HOUSTON ROCKETS
1610612754,Indiana Pacers,11,9,2,0.818,38.57666666666667,33.6,72.8,0.462,10.3,28.0,0.367,24.3,28.9,0.839,11.2,20.5,31.7,12.1,3.7,8.4,7.5,5.6,18.7,18.7,101.7,19.6,1,1,5,1,2,3,2,5,8,7,8,6,4,7,4,11,6,11,3,2,2,9,10,7,3,2,INDIANA PACERS
1610612746,LA Clippers,4,2,2,0.5,18.62833333333333,29.0,52.2,0.556,9.7,23.2,0.417,5.8,7.7,0.75,5.8,15.5,21.3,13.5,13.5,11.6,5.8,0.0,21.3,11.6,73.4,-1.9,8,7,5,6,7,4,14,2,10,9,7,12,14,10,9,14,12,8,14,1,5,1,13,13,10,7,LA CLIPPERS
1610612747,Los Angeles Lakers,3,0,3,0.0,10.5,17.1,54.9,0.313,13.7,41.1,0.333,0.0,3.4,0.0,3.4,17.1,20.6,13.7,6.9,0.0,6.9,0.0,20.6,13.7,48.0,-68.6,11,12,9,12,10,13,13,14,4,1,10,15,15,15,13,12,14,7,5,11,4,1,12,12,15,16,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,2,0,2,0.0,6.943333333333333,20.7,62.2,0.333,15.6,36.3,0.429,5.2,10.4,0.5,5.2,25.9,31.1,15.6,20.7,5.2,0.0,5.2,41.5,15.6,62.2,-31.1,13,12,5,12,13,12,7,11,3,2,6,13,12,13,11,4,9,5,16,5,14,8,16,11,11,13,MEMPHIS GRIZZLIES
1610612748,Miami Heat,1,0,1,0.0,4.155,26.0,60.6,0.429,0.0,26.0,0.0,0.0,0.0,0.0,0.0,8.7,8.7,17.3,8.7,0.0,0.0,0.0,17.3,0.0,52.0,-60.6,16,12,1,12,16,9,8,9,15,8,15,15,16,15,14,16,16,4,7,11,14,1,8,16,13,14,MIAMI HEAT
1610612749,Milwaukee Bucks,2,0,2,0.0,12.166666666666666,26.6,59.2,0.45,20.7,35.5,0.583,3.0,8.9,0.333,8.9,20.7,29.6,17.8,11.8,0.0,3.0,5.9,11.8,5.9,76.9,-11.8,13,12,5,12,9,8,10,7,1,3,3,14,13,14,5,10,10,3,13,11,10,11,1,14,9,9,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,5,4,1,0.8,17.388333333333332,35.2,64.2,0.548,18.6,31.1,0.6,26.9,29.0,0.929,12.4,31.1,43.5,29.0,10.4,4.1,2.1,8.3,24.8,24.8,115.9,45.5,5,4,1,2,8,1,4,3,2,6,2,2,3,5,3,1,1,1,12,9,12,14,15,2,1,1,MINNESOTA TIMBERWOLVES
1610612752,New York Knicks,11,7,4,0.636,49.40833333333333,27.0,60.5,0.446,7.3,21.9,0.333,25.5,31.3,0.814,8.7,24.0,32.8,9.5,10.2,7.3,2.2,5.1,16.0,19.7,86.7,13.8,1,2,13,4,1,7,9,8,11,12,10,4,2,8,6,6,5,13,11,3,11,7,5,5,5,4,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,10,6,4,0.6,35.748333333333335,28.2,62.4,0.452,7.0,20.1,0.35,32.2,41.3,0.78,7.0,24.2,31.2,13.1,7.0,5.0,11.1,2.0,20.1,27.2,95.7,15.1,3,3,13,5,3,6,6,6,12,14,9,1,1,9,8,5,8,9,6,7,1,6,11,1,4,3,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,2,1,1,0.5,6.35,17.0,68.0,0.25,0.0,22.7,0.0,17.0,17.0,1.0,5.7,17.0,22.7,0.0,0.0,5.7,0.0,5.7,17.0,5.7,51.0,-28.3,13,9,1,6,15,14,3,15,15,11,15,9,10,1,10,13,11,16,1,4,14,10,7,15,14,12,ORLANDO MAGIC
