season,team,team_id,team_hca,team_rcp,win_pct,opp_win_pct,opp_opp_win_pct,sos_v0
2019-20,ATL,1610612737,-2.76,-13.33,0.299,0.51,0.497,0.092
2019-20,BOS,1610612738,8.25,4.36,0.667,0.492,0.499,-0.265
2019-20,CLE,1610612739,-6.5,-9.62,0.292,0.504,0.497,0.237
2019-20,NOP,1610612740,1.28,-3.86,0.417,0.521,0.501,0.942
2019-20,CHI,1610612741,-1.5,-4.81,0.338,0.476,0.498,-0.089
2019-20,DAL,1610612742,4.89,5.0,0.573,0.496,0.503,0.064
2019-20,DEN,1610612743,4.24,-0.08,0.63,0.503,0.502,0.067
2019-20,GSW,1610612744,-8.71,-8.71,0.231,0.512,0.502,-0.183
2019-20,HOU,1610612745,5.47,0.44,0.611,0.5,0.503,0.259
2019-20,LAC,1610612746,8.5,4.39,0.681,0.503,0.503,0.31
2019-20,LAL,1610612747,7.46,4.17,0.732,0.512,0.502,0.635
2019-20,MIA,1610612748,8.78,-2.73,0.603,0.494,0.5,-0.049
2019-20,MIL,1610612749,13.31,7.11,0.767,0.483,0.499,-0.672
2019-20,MIN,1610612750,-4.66,-3.94,0.297,0.511,0.501,0.677
2019-20,BKN,1610612751,1.78,-2.92,0.486,0.491,0.499,-0.18
2019-20,NYK,1610612752,-5.09,-7.82,0.318,0.497,0.497,-0.065
2019-20,ORL,1610612753,-0.34,-1.63,0.452,0.508,0.499,0.264
2019-20,IND,1610612754,5.06,-1.05,0.616,0.492,0.498,-0.321
2019-20,PHI,1610612755,9.0,-3.71,0.589,0.501,0.498,-0.123
2019-20,PHX,1610612756,1.87,-1.68,0.466,0.51,0.501,1.033
2019-20,POR,1610612757,2.0,-4.13,0.473,0.513,0.502,0.178
2019-20,SAC,1610612758,-1.86,-2.22,0.431,0.508,0.501,0.388
2019-20,SAS,1610612759,1.79,-3.78,0.451,0.513,0.501,0.138
2019-20,OKC,1610612760,4.22,-0.37,0.611,0.504,0.502,0.317
2019-20,TOR,1610612761,8.0,4.47,0.736,0.493,0.499,-0.213
2019-20,UTA,1610612762,3.89,1.14,0.611,0.496,0.502,0.466
2019-20,MEM,1610612763,1.22,-3.42,0.466,0.501,0.502,0.143
2019-20,WAS,1610612764,-1.86,-7.47,0.347,0.482,0.498,-0.438
2019-20,DET,1610612765,-2.06,-5.06,0.303,0.485,0.498,-0.699
2019-20,CHA,1610612766,-5.29,-8.09,0.354,0.489,0.497,-0.145
