player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1631214,Alondes Williams,Alondes,1610612765,DET,25.0,1,0,1,0.0,3.7,2.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,6.5,562,557,10,557,549,122,531,530,376,38,181,67,540,519,1,1,556,481,DET
1641709,Ausar Thompson,Ausar,1610612765,DET,22.0,59,34,25,0.576,22.5,2.3,1.6,2.1,7.8,8.1,6.8,6.7,21.4,0.7,0.7,2.8,2.2,25.3,218,157,300,206,224,92,149,104,68,328,357,299,256,93,481,543,123,137,DET
1641752,Bobi Klintman,Bobi,1610612765,DET,22.0,8,4,4,0.5,5.3,0.4,0.0,0.0,0.8,2.4,0.8,1.0,4.5,0.1,0.0,1.0,0.3,5.2,516,493,50,266,522,488,531,530,501,55,19,19,534,433,1,145,521,504,DET
1630595,Cade Cunningham,Cade,1610612765,DET,23.0,70,38,32,0.543,35.0,3.7,1.6,2.8,12.8,12.8,10.0,10.6,33.3,0.8,1.4,2.8,4.0,48.0,118,110,413,236,23,16,143,51,10,547,539,509,50,76,567,544,36,8,DET
1642450,Daniss Jenkins,Daniss,1610612765,DET,23.0,7,3,4,0.429,3.2,0.0,0.0,0.0,0.6,1.6,0.0,0.6,2.3,0.0,0.0,0.3,0.3,1.8,521,508,50,365,556,534,531,530,517,27,1,14,557,519,1,31,512,557,DET
203471,Dennis Schröder,Dennis,1610612765,DET,31.0,75,37,38,0.493,28.1,1.6,1.1,0.7,3.9,10.0,8.2,8.5,28.8,0.2,0.8,2.4,2.8,25.5,59,124,475,290,122,188,252,344,224,434,430,407,128,403,497,496,82,133,DET
1630191,Isaiah Stewart,Isaiah,1610612765,DET,24.0,72,38,34,0.528,19.9,0.6,1.6,0.5,4.3,7.7,6.7,5.6,18.9,1.4,0.2,2.5,1.3,19.7,95,110,441,250,272,437,141,396,195,311,346,247,298,18,137,520,246,228,DET
1631093,Jaden Ivey,Jaden,1610612765,DET,23.0,30,14,16,0.467,29.9,2.4,2.3,2.9,7.5,11.1,8.9,9.1,27.7,0.4,0.9,2.2,3.2,29.4,409,364,189,319,104,85,57,43,77,484,474,450,146,234,519,455,63,103,DET
1631105,Jalen Duren,Jalen,1610612765,DET,21.0,78,43,35,0.551,26.1,1.9,3.5,1.7,9.6,9.5,7.2,8.3,25.8,1.1,0.7,3.2,2.6,32.0,35,75,447,229,161,153,13,148,38,407,373,401,175,32,477,562,95,83,DET
1630322,Lindy Waters III,Lindy,1610612765,DET,27.0,52,27,25,0.519,15.0,1.0,0.8,0.7,0.8,5.1,4.3,3.9,13.4,0.2,0.2,1.2,0.3,10.8,267,232,300,257,369,303,341,342,492,182,195,166,399,354,161,188,500,399,DET
1627736,Malik Beasley,Malik,1610612765,DET,28.0,82,44,38,0.537,27.8,2.6,1.7,3.1,2.7,10.1,8.5,8.0,26.9,0.1,0.4,1.5,1.3,23.8,1,62,475,240,130,71,126,36,312,440,445,380,158,502,311,258,240,157,DET
1631204,Marcus Sasser,Marcus,1610612765,DET,24.0,57,30,27,0.526,14.2,1.1,0.5,1.2,2.2,5.6,4.9,4.1,13.2,0.1,0.3,1.3,0.9,12.7,232,196,334,251,381,270,416,229,351,210,228,177,401,493,247,207,334,366,DET
1630194,Paul Reed,Paul,1610612765,DET,25.0,45,22,23,0.489,9.7,1.1,0.8,0.6,2.4,3.3,3.0,2.8,8.6,0.6,0.2,1.7,0.8,12.5,318,274,283,298,461,277,321,384,329,102,117,102,477,127,132,305,367,371,DET
1631199,Ron Harper Jr.,Ron,1610612765,DET,25.0,1,0,1,0.0,17.0,0.0,2.0,0.0,2.0,9.0,5.0,2.0,16.0,0.0,0.0,0.0,2.0,15.4,562,557,10,557,333,534,88,530,376,382,236,67,351,519,1,1,132,313,DET
1641842,Ronald Holland II,Ronald,1610612765,DET,19.0,81,44,37,0.543,15.6,1.7,0.6,1.9,3.8,6.0,5.1,4.8,15.1,0.2,0.3,1.7,1.4,12.7,12,62,465,235,354,172,378,119,229,236,242,205,366,357,251,336,224,365,DET
1631323,Simone Fontecchio,Simone,1610612765,DET,29.0,75,38,37,0.507,16.5,0.9,0.9,0.9,1.7,6.5,4.8,5.2,16.3,0.2,0.2,1.3,0.9,11.7,59,110,465,264,340,345,319,286,405,260,222,225,344,403,208,208,323,384,DET
203501,Tim Hardaway Jr.,Tim,1610612765,DET,33.0,77,41,36,0.532,28.0,1.8,1.2,2.3,2.0,10.4,8.2,8.7,27.1,0.1,0.2,1.2,2.0,17.3,43,83,455,243,124,166,224,87,376,456,425,419,154,471,214,202,140,272,DET
202699,Tobias Harris,Tobias,1610612765,DET,32.0,73,40,33,0.548,31.6,2.3,1.5,2.2,6.6,11.6,8.5,9.9,29.6,0.8,0.6,1.9,1.7,28.4,86,89,428,233,78,94,170,97,108,505,447,480,116,75,452,372,178,108,DET
1642449,Tolu Smith,Tolu,1610612765,DET,24.0,1,0,1,0.0,22.4,2.0,8.0,0.0,12.0,11.0,4.0,2.0,16.0,0.0,2.0,3.0,4.0,21.6,562,557,10,557,226,122,1,530,12,475,181,67,351,519,568,556,35,186,DET
