close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201950,Jrue Holiday,1610612740,NOP,G,27.0,67,67,0.64,183,515,0.355,0.376,-0.02
203076,Anthony Davis,1610612740,NOP,F-C,24.0,75,75,0.415,142,445,0.319,0.375,-0.056
203524,Solomon Hill,1610612740,NOP,F,26.0,80,80,0.524,138,409,0.337,0.372,-0.035
202326,DeMarcus Cousins,1610612740,NOP,F-C,26.0,72,72,0.379,149,382,0.39,0.379,0.011
201967,Dante Cunningham,1610612740,NOP,F,30.0,66,64,0.513,130,325,0.4,0.373,0.027
202734,E'Twaun Moore,1610612740,NOP,G,28.0,73,73,0.515,135,318,0.425,0.377,0.048
204025,Tim Frazier,1610612740,NOP,G,26.0,65,64,0.577,98,312,0.314,0.371,-0.057
203138,Hollis Thompson,1610612740,NOP,F,26.0,40,38,0.578,48,130,0.369,0.374,-0.005
202700,Donatas Motiejunas,1610612740,NOP,F-C,26.0,34,29,0.489,40,114,0.351,0.369,-0.018
201582,Alexis Ajinca,1610612740,NOP,C,29.0,39,27,0.318,28,89,0.315,0.376,-0.062
201600,Omer Asik,1610612740,NOP,C,30.0,31,24,0.282,25,61,0.41,0.394,0.016
202348,Jordan Crawford,1610612740,NOP,G,28.0,19,17,0.468,22,59,0.373,0.376,-0.003
1627767,Cheick Diallo,1610612740,NOP,F,20.0,15,13,0.546,19,53,0.358,0.357,0.002
1626188,Quinn Cook,1610612740,NOP,G,24.0,10,10,0.682,14,30,0.467,0.375,0.091
202130,Reggie Williams,1610612740,NOP,F,30.0,6,6,0.536,7,15,0.467,0.364,0.103
101127,Jarrett Jack,1610612740,NOP,G,33.0,2,2,0.462,3,6,0.5,0.379,0.121
1626253,Axel Toupane,1610612740,NOP,G-F,24.0,4,4,0.545,2,6,0.333,0.337,-0.004
