season,team_id,team,sos_v0
2016-17,1610612737,ATL,-0.39827483640690065
2016-17,1610612738,BOS,-0.25044616299821537
2016-17,1610612739,CLE,-0.1522903033908387
2016-17,1610612740,NOP,0.28420582986317666
2016-17,1610612741,CHI,-0.10276621058893515
2016-17,1610612742,DAL,-0.0318262938726948
2016-17,1610612743,DEN,0.13414634146341473
2016-17,1610612744,GSW,-0.5348007138607971
2016-17,1610612745,HOU,0.12284354550862585
2016-17,1610612746,LAC,-0.031975014872099944
2016-17,1610612747,LAL,0.5403033908387865
2016-17,1610612748,MIA,-0.06008328375966685
2016-17,1610612749,MIL,0.08491969066032123
2016-17,1610612750,MIN,0.35142772159428914
2016-17,1610612751,BKN,0.17787031528851882
2016-17,1610612752,NYK,0.04907792980368832
2016-17,1610612753,ORL,0.0075847709696609455
2016-17,1610612754,IND,-0.3413146936347412
2016-17,1610612755,PHI,0.29149315883402743
2016-17,1610612756,PHX,0.34369422962522306
2016-17,1610612757,POR,0.06246281975014871
2016-17,1610612758,SAC,0.17177275431290903
2016-17,1610612759,SAS,-0.5197798929208804
2016-17,1610612760,OKC,-0.2343842950624628
2016-17,1610612761,TOR,-0.36020226055919097
2016-17,1610612762,UTA,0.006395002974419977
2016-17,1610612763,MEM,0.43486020226055927
2016-17,1610612764,WAS,-0.08625817965496732
2016-17,1610612765,DET,0.046847114812611584
2016-17,1610612766,CHA,-0.005502676977989275
