season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2017-18,1610612756,21700012,2017-10-18,POR,PHX,1610612757,1,76,124,L,-48
2017-18,1610612756,21700026,2017-10-20,LAL,PHX,1610612747,2,130,132,L,-2
2017-18,1610612756,21700037,2017-10-21,PHX,LAC,1610612746,3,88,130,L,-42
2017-18,1610612756,21700048,2017-10-23,SAC,PHX,1610612758,4,117,115,W,2
2017-18,1610612756,21700062,2017-10-25,UTA,PHX,1610612762,5,97,88,W,9
2017-18,1610612756,21700083,2017-10-28,PHX,POR,1610612757,6,107,114,L,-7
2017-18,1610612756,21700102,2017-10-31,PHX,BKN,1610612751,7,122,114,W,8
2017-18,1610612756,21700108,2017-11-01,PHX,WAS,1610612764,8,122,116,W,6
2017-18,1610612756,21700124,2017-11-03,PHX,NYK,1610612752,9,107,120,L,-13
2017-18,1610612756,21700141,2017-11-05,PHX,SAS,1610612759,10,95,112,L,-17
2017-18,1610612756,21700147,2017-11-06,BKN,PHX,1610612751,11,92,98,L,-6
2017-18,1610612756,21700162,2017-11-08,MIA,PHX,1610612748,12,115,126,L,-11
2017-18,1610612756,21700174,2017-11-10,ORL,PHX,1610612753,13,112,128,L,-16
2017-18,1610612756,21700186,2017-11-11,MIN,PHX,1610612750,14,118,110,W,8
2017-18,1610612756,21700196,2017-11-13,LAL,PHX,1610612747,15,93,100,L,-7
2017-18,1610612756,21700216,2017-11-16,HOU,PHX,1610612745,16,116,142,L,-26
2017-18,1610612756,21700227,2017-11-17,PHX,LAL,1610612747,17,122,113,W,9
2017-18,1610612756,21700239,2017-11-19,CHI,PHX,1610612741,18,113,105,W,8
2017-18,1610612756,21700264,2017-11-22,MIL,PHX,1610612749,19,107,113,L,-6
2017-18,1610612756,21700275,2017-11-24,NOP,PHX,1610612740,20,91,115,L,-24
2017-18,1610612756,21700288,2017-11-26,PHX,MIN,1610612750,21,108,119,L,-11
2017-18,1610612756,21700299,2017-11-28,PHX,CHI,1610612741,22,104,99,W,5
2017-18,1610612756,21700303,2017-11-29,PHX,DET,1610612765,23,107,131,L,-24
2017-18,1610612756,21700326,2017-12-02,PHX,BOS,1610612738,24,111,116,L,-5
2017-18,1610612756,21700341,2017-12-04,PHX,PHI,1610612755,25,115,101,W,14
2017-18,1610612756,21700350,2017-12-05,PHX,TOR,1610612761,26,113,126,L,-13
2017-18,1610612756,21700364,2017-12-07,WAS,PHX,1610612764,27,99,109,L,-10
2017-18,1610612756,21700383,2017-12-09,SAS,PHX,1610612759,28,101,104,L,-3
2017-18,1610612756,21700403,2017-12-12,PHX,SAC,1610612758,29,92,99,L,-7
2017-18,1610612756,21700411,2017-12-13,TOR,PHX,1610612761,30,109,115,L,-6
2017-18,1610612756,21700434,2017-12-16,PHX,MIN,1610612750,31,108,106,W,2
2017-18,1610612756,21700448,2017-12-18,PHX,DAL,1610612742,32,97,91,W,6
2017-18,1610612756,21700465,2017-12-20,PHX,LAC,1610612746,33,95,108,L,-13
2017-18,1610612756,21700469,2017-12-21,MEM,PHX,1610612763,34,97,95,W,2
2017-18,1610612756,21700490,2017-12-23,MIN,PHX,1610612750,35,106,115,L,-9
2017-18,1610612756,21700504,2017-12-26,MEM,PHX,1610612763,36,99,97,W,2
2017-18,1610612756,21700527,2017-12-29,PHX,SAC,1610612758,37,111,101,W,10
2017-18,1610612756,21700544,2017-12-31,PHI,PHX,1610612755,38,110,123,L,-13
2017-18,1610612756,21700551,2018-01-02,ATL,PHX,1610612737,39,104,103,W,1
2017-18,1610612756,21700563,2018-01-03,PHX,DEN,1610612743,40,111,134,L,-23
2017-18,1610612756,21700573,2018-01-05,PHX,SAS,1610612759,41,89,103,L,-14
2017-18,1610612756,21700588,2018-01-07,OKC,PHX,1610612760,42,114,100,W,14
2017-18,1610612756,21700626,2018-01-12,HOU,PHX,1610612745,43,95,112,L,-17
2017-18,1610612756,21700636,2018-01-14,IND,PHX,1610612754,44,97,120,L,-23
2017-18,1610612756,21700652,2018-01-16,PHX,POR,1610612757,45,111,118,L,-7
2017-18,1610612756,21700671,2018-01-19,PHX,DEN,1610612743,46,108,100,W,8
2017-18,1610612756,21700691,2018-01-22,PHX,MIL,1610612749,47,105,109,L,-4
2017-18,1610612756,21700703,2018-01-24,PHX,IND,1610612754,48,101,116,L,-15
