group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1627749,Dejounte Murray,Dejounte,1610612759,SAS,25.0,34,15,19,0.441,125.0,0.369,0.417,0.37,0.231,0.2,0.362,0.36,0.147,0.232,0.207,0.477,0.483,0.368,0.063,0.222,0.149,0.313,0.393,32,68,476,297,27,15,16,25,136,183,49,46,209,155,190,22,466,68,195,382,189,73,16,SAS
Players,1630200,Tre Jones,Tre,1610612759,SAS,22.0,12,5,7,0.417,23.0,0.151,0.25,0.229,0.0,0.0,0.0,0.0,0.0,0.095,0.08,0.333,0.0,0.5,0.2,0.5,0.25,0.188,0.154,244,247,255,318,271,227,88,117,252,333,305,316,290,346,383,66,1,25,124,450,345,171,217,SAS
Players,1629111,Jock Landale,Jock,1610612759,SAS,26.0,9,4,5,0.444,9.0,0.125,0.0,0.111,0.0,0.2,0.0,0.0,1.0,0.25,0.333,0.0,0.333,0.0,0.0,0.0,0.143,0.0,0.0,279,275,211,290,353,272,364,320,252,183,305,316,1,119,56,307,436,247,199,1,171,344,382,SAS
Players,203926,Doug McDermott,Doug,1610612759,SAS,30.0,12,3,9,0.25,22.0,0.173,0.154,0.179,0.5,0.417,0.222,0.143,0.0,0.273,0.2,0.0,0.25,0.0,0.0,0.0,0.455,0.273,0.189,244,304,298,421,278,180,228,185,15,29,122,199,290,100,195,307,397,247,199,1,460,96,157,SAS
Players,1630170,Devin Vassell,Devin,1610612759,SAS,21.0,26,9,17,0.346,92.0,0.116,0.036,0.134,0.0,0.222,0.057,0.07,0.154,0.241,0.213,0.226,0.083,0.091,0.154,0.167,0.197,0.083,0.037,101,173,454,376,90,302,362,283,252,157,279,287,201,143,182,129,247,234,152,345,260,294,375,SAS
Players,1629719,Devontae Cacok,Devontae,1610612759,SAS,25.0,2,0,2,0.0,3.0,0.143,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,408,448,100,448,433,239,364,84,252,333,305,316,290,13,13,307,1,247,199,1,345,109,382,SAS
Players,204020,Tyler Johnson,Tyler,1610612759,SAS,30.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,469,431,364,419,252,333,305,316,290,380,406,307,1,247,199,1,1,344,382,SAS
Players,1628966,Keita Bates-Diop,Keita,1610612759,SAS,26.0,11,2,9,0.182,32.0,0.09,0.176,0.073,0.333,0.053,0.0,0.0,0.0,0.238,0.172,0.0,0.273,0.333,0.0,0.0,0.222,0.0,0.156,254,339,298,436,233,357,194,384,75,318,305,316,290,144,238,307,412,73,199,1,305,344,214,SAS
Players,1627751,Jakob Poeltl,Jakob,1610612759,SAS,26.0,29,13,16,0.448,113.0,0.148,0.203,0.136,0.0,0.0,0.205,0.254,0.421,0.316,0.35,0.13,0.154,0.059,0.692,0.222,0.267,0.236,0.19,70,97,438,289,52,232,148,279,252,333,138,104,62,71,49,212,322,244,26,382,365,134,156,SAS
Players,1628380,Zach Collins,Zach,1610612759,SAS,24.0,7,5,2,0.714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,305,247,100,62,434,431,364,419,252,333,305,316,290,55,56,307,1,247,1,1,1,344,382,SAS
Players,1630580,Joe Wieskamp,Joe,1610612759,SAS,22.0,3,0,3,0.0,5.0,0.167,0.0,0.111,0.0,0.0,0.333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,383,448,139,448,406,188,364,320,252,333,59,34,290,380,406,307,1,247,199,1,1,109,275,SAS
Players,1630563,Joshua Primo,Joshua,1610612759,SAS,19.0,11,4,7,0.364,31.0,0.169,0.133,0.186,0.5,0.286,0.2,0.231,0.5,0.0,0.156,0.125,0.1,0.0,0.25,0.0,0.421,0.077,0.182,254,275,255,364,236,187,259,171,15,98,140,122,30,380,260,216,267,247,109,1,457,302,170,SAS
Players,1626196,Josh Richardson,Josh,1610612759,SAS,28.0,23,13,10,0.565,85.0,0.109,0.094,0.113,0.231,0.135,0.068,0.082,0.136,0.113,0.12,0.143,0.214,0.071,0.0,0.077,0.25,0.102,0.095,137,97,322,167,108,320,317,319,136,240,268,271,218,324,325,193,372,238,199,303,345,272,339,SAS
Players,1629641,Romeo Langford,Romeo,1610612759,SAS,22.0,5,1,4,0.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,343,375,177,429,332,431,364,419,252,333,305,316,290,238,361,307,1,247,43,1,1,344,382,SAS
Players,1629022,Lonnie Walker IV,Lonnie,1610612759,SAS,23.0,20,7,13,0.35,68.0,0.186,0.184,0.18,0.4,0.256,0.294,0.313,0.167,0.07,0.098,0.172,0.143,0.222,0.125,0.5,0.171,0.273,0.225,171,211,380,373,146,153,183,183,51,123,83,75,188,367,365,175,308,141,165,450,227,96,113,SAS
Players,1629640,Keldon Johnson,Keldon,1610612759,SAS,22.0,33,15,18,0.455,110.0,0.193,0.152,0.22,0.176,0.288,0.17,0.171,0.121,0.192,0.17,0.095,0.04,0.286,0.071,0.273,0.088,0.19,0.158,41,68,467,280,57,140,236,124,167,97,168,180,229,211,242,251,224,111,193,403,129,168,205,SAS
