season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2024-25,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29T00:00:00,MIL @ IND,L,44.0,0.722,0.278,0.571,0.0,0.429,0.0,0.0,0.357,0.571,0.75,0.25,1.0,0.0,0.833,0.167,6,18,0.333,1,851,851,851,36,490,1051,541,407,487,610,834,187,411,387,762,1,268,508,826,334,145,1049,1,44:00,2024,2025
2024-25,1627752,Taurean Prince,Taurean,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29T00:00:00,MIL @ IND,L,4.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,851,851,851,1508,1375,1,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1398,1362,1,4:14,2024,2025
2024-25,201572,Brook Lopez,Brook,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29T00:00:00,MIL @ IND,L,7.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,851,851,851,1376,1375,1,1186,407,933,610,1,728,1141,952,842,837,268,1239,894,1362,1398,1362,1,7:48,2024,2025
2024-25,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29T00:00:00,MIL @ IND,L,44.2,0.882,0.118,0.533,0.067,0.1,0.2,0.367,0.167,0.467,0.25,0.75,1.0,0.0,0.333,0.667,9,17,0.529,1,851,851,851,27,272,1273,622,382,920,310,173,474,585,850,298,1,268,1061,238,126,176,482,1,44:14,2024,2025
2024-25,1631260,AJ Green,AJ,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29T00:00:00,MIL @ IND,L,46.2,0.091,0.909,0.0,0.0,0.947,0.0,0.053,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,11,0.545,1,851,851,851,10,1369,175,1186,407,134,610,800,728,1141,952,842,1,268,1,894,334,450,433,1,46:11,2024,2025
2024-25,1629018,Gary Trent Jr.,Gary,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29T00:00:00,MIL @ IND,L,48.0,0.32,0.68,0.242,0.061,0.727,0.212,0.031,0.121,0.182,0.25,0.75,0.875,0.125,0.667,0.333,12,25,0.48,1,851,851,851,2,1217,328,1089,393,222,303,831,610,1058,850,298,668,264,654,618,32,28,721,1,48:00,2024,2025
2024-25,1629645,Kevin Porter Jr.,Kevin,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29T00:00:00,MIL @ IND,L,46.6,0.8,0.2,0.545,0.0,0.273,0.0,0.182,0.0,0.545,0.0,1.0,1.0,0.0,0.25,0.75,4,10,0.4,1,851,851,851,6,337,1181,605,407,717,610,499,728,462,952,1,1,268,1144,193,574,523,893,1,46:34,2024,2025
2024-25,1630579,Jericho Sims,Jericho,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29T00:00:00,MIL @ IND,L,11.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,2,2,1.0,1,851,851,851,1280,1,1299,1,407,933,610,834,728,1,551,463,837,268,845,367,896,1272,1,1,11:14,2024,2025
2024-25,1628398,Kyle Kuzma,Kyle,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29T00:00:00,MIL @ IND,L,12.8,0.6,0.4,0.4,0.4,0.6,0.6,0.0,0.4,0.0,0.0,1.0,1.0,0.0,0.5,0.5,2,5,0.4,1,851,851,851,1225,708,790,803,33,282,43,834,131,1141,952,1,1,268,845,367,896,944,893,1,12:45,2024,2025
2024-25,1627752,Taurean Prince,Taurean,1610612749,MIL,Milwaukee Bucks,42400134,2025-04-27T00:00:00,MIL vs. IND,L,14.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,1,851,851,851,1140,1375,1,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1168,1362,1,14:47,2024,2025
