player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1626150,Andrew Harrison,Andrew,1610612740,NOP,24.0,17,6,11,0.353,185.785,13,3,5,20,83,38,50,162,2,2,34,18,120.0,435,450,111,417,429,404,459,443,433,116,83,93,94,424,74,135,399,440,NOP
203076,Anthony Davis,Anthony,1610612740,NOP,26.0,56,25,31,0.446,1849.8833333333332,248,269,156,798,657,487,596,1894,135,40,132,368,3142.4,263,251,335,332,131,18,10,51,20,413,390,439,405,8,424,359,20,17,NOP
1627767,Cheick Diallo,Cheick,1610612740,NOP,22.0,64,27,37,0.422,895.645,50,68,47,274,371,265,278,942,33,20,113,62,971.9,201,229,416,359,291,289,189,256,165,269,244,251,243,119,296,314,270,245,NOP
1626174,Christian Wood,Christian,1610612740,NOP,23.0,21,13,8,0.619,250.305,23,27,24,96,107,76,110,274,10,5,17,36,317.6,417,374,93,135,413,368,325,332,323,136,123,149,124,298,126,95,348,382,NOP
1629541,Dairis Bertans,Dairis,1610612740,NOP,29.0,12,3,9,0.25,167.04333333333332,0,0,3,0,75,57,50,158,0,2,7,7,60.8,454,472,96,465,436,495,487,456,513,108,110,93,91,473,74,56,446,466,NOP
203121,Darius Miller,Darius,1610612740,NOP,29.0,69,31,38,0.449,1757.505,73,34,60,46,631,509,521,1850,23,15,165,60,1069.6,157,187,426,326,145,223,297,215,388,401,403,402,398,182,246,422,275,220,NOP
202734,E'Twaun Moore,E'Twaun,1610612740,NOP,30.0,53,21,32,0.396,1463.013333333333,85,80,113,308,505,436,513,1586,8,27,112,51,1023.4,275,284,352,383,189,200,152,98,140,344,358,398,358,319,343,310,299,234,NOP
203901,Elfrid Payton,Elfrid,1610612740,NOP,25.0,42,18,24,0.429,1249.7733333333333,67,50,63,282,452,342,470,1430,17,46,81,77,1261.0,341,321,245,350,229,239,242,203,158,312,297,374,333,230,452,232,234,189,NOP
1628402,Frank Jackson,Frank,1610612740,NOP,21.0,61,22,39,0.361,1168.8633333333332,76,30,107,250,460,327,395,1302,2,23,92,65,792.3,227,276,438,408,248,218,316,106,180,318,290,328,310,424,318,257,264,283,NOP
203546,Ian Clark,Ian,1610612740,NOP,28.0,60,24,36,0.4,972.5783333333334,32,39,64,128,353,280,319,1028,8,21,95,39,680.8,232,262,406,377,282,340,276,197,292,260,254,280,260,319,305,265,337,307,NOP
1626143,Jahlil Okafor,Jahlil,1610612740,NOP,23.0,59,23,36,0.39,934.8483333333334,53,103,28,408,365,275,341,998,40,30,96,97,990.6,240,272,406,389,287,281,101,311,96,267,251,295,254,88,363,268,196,238,NOP
201160,Jason Smith,Jason,1610612740,NOP,33.0,20,10,10,0.5,190.51666666666668,2,8,0,18,68,50,76,182,7,2,30,13,165.4,421,400,102,251,427,475,419,481,438,99,99,124,104,339,74,128,420,420,NOP
201950,Jrue Holiday,Jrue,1610612740,NOP,29.0,67,30,37,0.448,2401.9283333333333,195,98,174,748,904,674,702,2466,54,65,148,241,2876.8,179,201,416,329,43,39,108,38,27,516,500,494,491,54,497,395,49,26,NOP
203944,Julius Randle,Julius,1610612740,NOP,24.0,73,31,42,0.425,2231.635,225,236,168,962,853,627,708,2360,45,91,246,368,2752.3,124,187,465,354,65,27,15,41,6,498,478,495,479,74,522,523,20,30,NOP
1629026,Kenrich Williams,Kenrich,1610612740,NOP,24.0,46,17,29,0.37,1079.22,40,21,65,104,424,323,402,1252,19,17,95,46,822.3,316,328,312,402,264,317,353,190,311,298,284,331,302,214,262,265,318,277,NOP
203524,Solomon Hill,Solomon,1610612740,NOP,28.0,44,14,30,0.318,878.525,25,23,20,66,334,292,296,900,10,9,80,37,501.1,326,361,324,437,294,365,343,352,364,251,262,269,237,298,188,228,344,337,NOP
1626169,Stanley Johnson,Stanley,1610612740,NOP,23.0,66,28,38,0.424,1207.37,72,56,68,194,476,298,274,1282,14,38,114,63,987.4,190,219,426,356,240,225,228,177,227,330,268,246,308,253,414,318,268,241,NOP
