group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,204025,Tim Frazier,Tim,1610612763,MEM,30.0,1,1,0,1.0,5.0,0.357,0.25,0.429,0.0,0.667,0.25,0.308,0.0,0.0,0.0,0.667,0.0,1.0,0.0,0.0,0.0,0.286,0.231,406,351,1,1,379,25,95,10,245,4,99,63,263,360,374,6,1,1,180,1,1,75,110,MEM
Players,1629634,Brandon Clarke,Brandon,1610612763,MEM,24.0,21,13,8,0.619,52.0,0.14,0.225,0.177,0.0,0.04,0.04,0.063,0.263,0.118,0.17,0.1,0.059,0.2,0.25,0.25,0.217,0.158,0.171,133,77,264,93,155,229,117,179,245,311,288,278,123,290,224,233,206,148,101,338,282,184,173,MEM
Players,1626145,Tyus Jones,Tyus,1610612763,MEM,25.0,7,4,3,0.571,32.0,0.187,0.227,0.211,0.0,0.2,0.143,0.176,0.1,0.269,0.222,0.5,0.111,0.444,0.0,0.167,0.0,0.091,0.197,299,259,109,125,219,136,115,133,245,169,163,156,223,99,139,16,241,41,180,291,1,274,137,MEM
Players,1629007,Jontay Porter,Jontay,1610612763,MEM,21.0,1,1,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,351,1,1,385,409,355,401,245,320,295,304,263,179,175,291,1,238,180,1,1,319,368,MEM
Players,202685,Jonas Valančiūnas,Jonas,1610612763,MEM,29.0,29,13,16,0.448,87.0,0.14,0.164,0.127,0.0,0.0,0.255,0.211,0.462,0.358,0.392,0.057,0.182,0.0,0.444,0.125,0.237,0.222,0.178,46,77,410,244,81,226,200,266,245,320,98,124,40,41,35,272,311,238,57,280,304,110,160,MEM
Players,1629001,De'Anthony Melton,De'Anthony,1610612763,MEM,23.0,15,9,6,0.6,33.0,0.171,0.185,0.172,0.444,0.292,0.278,0.208,0.222,0.083,0.121,0.067,0.1,0.273,0.5,0.0,0.167,0.25,0.235,193,152,205,99,214,157,165,193,32,90,82,129,144,328,306,261,232,113,30,1,198,91,108,MEM
Players,1629723,John Konchar,John,1610612763,MEM,25.0,3,2,1,0.667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,363,318,25,67,419,409,355,401,245,320,295,304,263,1,1,291,1,238,180,1,445,319,368,MEM
Players,1630217,Desmond Bane,Desmond,1610612763,MEM,23.0,20,8,12,0.4,32.0,0.163,0.143,0.196,0.25,0.389,0.25,0.241,0.0,0.211,0.143,0.0,0.0,0.333,1.0,0.6,0.316,0.25,0.182,137,171,349,288,223,176,222,150,119,41,99,107,263,171,262,291,1,63,1,434,383,91,154,MEM
Players,1629681,Killian Tillie,Killian,1610612763,MEM,23.0,1,1,0,1.0,5.0,0.143,0.25,0.143,1.0,0.333,0.25,0.154,0.0,0.167,0.167,0.333,0.0,0.0,0.0,0.0,0.0,0.143,0.308,406,351,1,1,379,218,95,235,1,62,99,183,263,229,227,64,1,238,180,1,1,194,59,MEM
Players,1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,21.0,7,2,5,0.286,13.0,0.182,0.2,0.136,0.0,0.143,0.5,0.417,0.5,0.2,0.333,0.0,0.667,0.25,0.0,0.0,0.333,0.286,0.276,299,318,171,364,306,142,139,246,245,226,17,25,27,179,53,291,446,120,180,1,387,75,79,MEM
Players,1626159,Justise Winslow,Justise,1610612763,MEM,25.0,5,2,3,0.4,14.0,0.129,0.0,0.059,0.0,0.0,0.143,0.235,0.0,0.4,0.364,0.125,0.25,0.0,0.0,0.0,0.143,0.222,0.033,328,318,109,288,302,245,355,382,245,320,163,110,263,36,42,210,357,238,180,1,159,110,366,MEM
Players,1628960,Grayson Allen,Grayson,1610612763,MEM,25.0,20,10,10,0.5,58.0,0.131,0.1,0.135,0.333,0.333,0.133,0.158,0.071,0.075,0.074,0.083,0.083,0.286,0.0,0.0,0.16,0.162,0.127,137,137,302,176,143,243,287,251,62,62,179,178,237,338,354,249,214,100,180,1,193,182,257,MEM
Players,1628415,Dillon Brooks,Dillon,1610612763,MEM,25.0,31,16,15,0.516,109.0,0.233,0.295,0.302,0.412,0.397,0.085,0.088,0.067,0.119,0.103,0.14,0.167,0.2,0.25,0.105,0.255,0.14,0.242,32,40,401,175,35,82,74,61,41,37,246,258,241,289,324,200,291,148,101,274,334,208,101,MEM
Players,203937,Kyle Anderson,Kyle,1610612763,MEM,27.0,36,17,19,0.472,113.0,0.12,0.103,0.117,0.158,0.127,0.177,0.17,0.107,0.257,0.214,0.289,0.1,0.138,0.083,0.176,0.222,0.131,0.13,4,26,441,226,27,263,283,285,177,253,136,162,218,110,156,90,232,200,173,305,287,224,253,MEM
Players,1629630,Ja Morant,Ja,1610612763,MEM,21.0,31,15,16,0.484,107.0,0.357,0.333,0.356,0.2,0.217,0.342,0.376,0.148,0.145,0.146,0.5,0.444,0.25,0.0,0.533,0.102,0.345,0.325,32,51,410,216,41,26,48,32,150,161,51,37,191,268,260,16,426,120,180,431,115,45,52,MEM
Players,1630214,Xavier Tillman,Xavier,1610612763,MEM,22.0,13,7,6,0.538,35.0,0.114,0.154,0.089,0.0,0.0,0.211,0.219,0.571,0.267,0.324,0.067,0.167,0.0,0.5,0.0,0.182,0.238,0.148,218,193,205,157,208,276,212,342,245,320,117,118,21,102,62,261,291,238,30,1,217,99,218,MEM
