season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2021-22,1610612756,22100012,2021-10-20,DEN,PHX,1610612743,1,98,110,L,-12
2021-22,1610612756,22100025,2021-10-22,PHX,LAL,1610612747,2,115,105,W,10
2021-22,1610612756,22100033,2021-10-23,PHX,POR,1610612757,3,105,134,L,-29
2021-22,1610612756,22100062,2021-10-27,SAC,PHX,1610612758,4,107,110,L,-3
2021-22,1610612756,22100088,2021-10-30,CLE,PHX,1610612739,5,101,92,W,9
2021-22,1610612756,22100106,2021-11-02,NOP,PHX,1610612740,6,112,100,W,12
2021-22,1610612756,22100122,2021-11-04,HOU,PHX,1610612745,7,123,111,W,12
2021-22,1610612756,22100137,2021-11-06,ATL,PHX,1610612737,8,121,117,W,4
2021-22,1610612756,22100153,2021-11-08,PHX,SAC,1610612758,9,109,104,W,5
2021-22,1610612756,22100168,2021-11-10,POR,PHX,1610612757,10,119,109,W,10
2021-22,1610612756,22100178,2021-11-12,PHX,MEM,1610612763,11,119,94,W,25
2021-22,1610612756,22100195,2021-11-14,PHX,HOU,1610612745,12,115,89,W,26
2021-22,1610612756,22100206,2021-11-15,PHX,MIN,1610612750,13,99,96,W,3
2021-22,1610612756,22100222,2021-11-17,DAL,PHX,1610612742,14,105,98,W,7
2021-22,1610612756,22100237,2021-11-19,DAL,PHX,1610612742,15,112,104,W,8
2021-22,1610612756,22100251,2021-11-21,DEN,PHX,1610612743,16,126,97,W,29
2021-22,1610612756,22100260,2021-11-22,PHX,SAS,1610612759,17,115,111,W,4
2021-22,1610612756,22100267,2021-11-24,PHX,CLE,1610612739,18,120,115,W,5
2021-22,1610612756,22100282,2021-11-26,PHX,NYK,1610612752,19,118,97,W,21
2021-22,1610612756,22100294,2021-11-27,PHX,BKN,1610612751,20,113,107,W,6
2021-22,1610612756,22100316,2021-11-30,GSW,PHX,1610612744,21,104,96,W,8
2021-22,1610612756,22100331,2021-12-02,DET,PHX,1610612765,22,114,103,W,11
2021-22,1610612756,22100340,2021-12-03,PHX,GSW,1610612744,23,96,118,L,-22
2021-22,1610612756,22100360,2021-12-06,SAS,PHX,1610612759,24,108,104,W,4
2021-22,1610612756,22100390,2021-12-10,BOS,PHX,1610612738,25,111,90,W,21
2021-22,1610612756,22100412,2021-12-13,PHX,LAC,1610612746,26,95,111,L,-16
2021-22,1610612756,22100416,2021-12-14,PHX,POR,1610612757,27,111,107,W,4
2021-22,1610612756,22100432,2021-12-16,WAS,PHX,1610612764,28,118,98,W,20
2021-22,1610612756,22100456,2021-12-19,CHA,PHX,1610612766,29,137,106,W,31
2021-22,1610612756,22100469,2021-12-21,PHX,LAL,1610612747,30,108,90,W,18
2021-22,1610612756,22100483,2021-12-23,OKC,PHX,1610612760,31,113,101,W,12
2021-22,1610612756,22100490,2021-12-25,GSW,PHX,1610612744,32,107,116,L,-9
2021-22,1610612756,22100505,2021-12-27,MEM,PHX,1610612763,33,113,114,L,-1
2021-22,1610612756,22100522,2021-12-29,OKC,PHX,1610612760,34,115,97,W,18
2021-22,1610612756,22100529,2021-12-31,PHX,BOS,1610612738,35,108,123,L,-15
2021-22,1610612756,22100549,2022-01-02,PHX,CHA,1610612766,36,133,99,W,34
2021-22,1610612756,22100565,2022-01-04,PHX,NOP,1610612740,37,123,110,W,13
2021-22,1610612756,22100581,2022-01-06,LAC,PHX,1610612746,38,106,89,W,17
2021-22,1610612756,22100596,2022-01-08,MIA,PHX,1610612748,39,100,123,L,-23
2021-22,1610612756,22100613,2022-01-11,PHX,TOR,1610612761,40,99,95,W,4
2021-22,1610612756,22100634,2022-01-14,PHX,IND,1610612754,41,112,94,W,18
2021-22,1610612756,22100617,2022-01-16,PHX,DET,1610612765,42,135,108,W,27
2021-22,1610612756,22100664,2022-01-17,PHX,SAS,1610612759,43,121,107,W,14
2021-22,1610612756,22100682,2022-01-20,PHX,DAL,1610612742,44,109,101,W,8
2021-22,1610612756,22100697,2022-01-22,IND,PHX,1610612754,45,113,103,W,10
2021-22,1610612756,22100713,2022-01-24,UTA,PHX,1610612762,46,115,109,W,6
2021-22,1610612756,22100731,2022-01-26,PHX,UTA,1610612762,47,105,97,W,8
2021-22,1610612756,22100743,2022-01-28,MIN,PHX,1610612750,48,134,124,W,10
2021-22,1610612756,22100758,2022-01-30,SAS,PHX,1610612759,49,115,110,W,5
2021-22,1610612756,22100772,2022-02-01,BKN,PHX,1610612751,50,121,111,W,10
2021-22,1610612756,22100783,2022-02-03,PHX,ATL,1610612737,51,115,124,L,-9
2021-22,1610612756,22100798,2022-02-05,PHX,WAS,1610612764,52,95,80,W,15
2021-22,1610612756,22100812,2022-02-07,PHX,CHI,1610612741,53,127,124,W,3
2021-22,1610612756,22100815,2022-02-08,PHX,PHI,1610612755,54,114,109,W,5
2021-22,1610612756,22100836,2022-02-10,MIL,PHX,1610612749,55,131,107,W,24
2021-22,1610612756,22100855,2022-02-12,ORL,PHX,1610612753,56,132,105,W,27
2021-22,1610612756,22100873,2022-02-15,LAC,PHX,1610612746,57,103,96,W,7
2021-22,1610612756,22100882,2022-02-16,HOU,PHX,1610612745,58,124,121,W,3
2021-22,1610612756,22100893,2022-02-24,PHX,OKC,1610612760,59,124,104,W,20
2021-22,1610612756,22100902,2022-02-25,NOP,PHX,1610612740,60,102,117,L,-15
2021-22,1610612756,22100913,2022-02-27,UTA,PHX,1610612762,61,114,118,L,-4
2021-22,1610612756,22100939,2022-03-02,POR,PHX,1610612757,62,120,90,W,30
2021-22,1610612756,22100953,2022-03-04,NYK,PHX,1610612752,63,115,114,W,1
2021-22,1610612756,22100961,2022-03-06,PHX,MIL,1610612749,64,122,132,L,-10
2021-22,1610612756,22100977,2022-03-08,PHX,ORL,1610612753,65,102,99,W,3
2021-22,1610612756,22100983,2022-03-09,PHX,MIA,1610612748,66,111,90,W,21
2021-22,1610612756,22101003,2022-03-11,TOR,PHX,1610612761,67,112,117,L,-5
2021-22,1610612756,22101019,2022-03-13,LAL,PHX,1610612747,68,140,111,W,29
2021-22,1610612756,22101032,2022-03-15,PHX,NOP,1610612740,69,131,115,W,16
2021-22,1610612756,22101038,2022-03-16,PHX,HOU,1610612745,70,129,112,W,17
2021-22,1610612756,22101056,2022-03-18,CHI,PHX,1610612741,71,129,102,W,27
2021-22,1610612756,22101066,2022-03-20,PHX,SAC,1610612758,72,127,124,W,3
2021-22,1610612756,22101090,2022-03-23,PHX,MIN,1610612750,73,125,116,W,9
2021-22,1610612756,22101099,2022-03-24,PHX,DEN,1610612743,74,140,130,W,10
2021-22,1610612756,22101118,2022-03-27,PHI,PHX,1610612755,75,114,104,W,10
2021-22,1610612756,22101145,2022-03-30,PHX,GSW,1610612744,76,107,103,W,4
2021-22,1610612756,22101155,2022-04-01,PHX,MEM,1610612763,77,114,122,L,-8
2021-22,1610612756,22101174,2022-04-03,PHX,OKC,1610612760,78,96,117,L,-21
2021-22,1610612756,22101189,2022-04-05,LAL,PHX,1610612747,79,121,110,W,11
2021-22,1610612756,22101195,2022-04-06,PHX,LAC,1610612746,80,109,113,L,-4
2021-22,1610612756,22101210,2022-04-08,PHX,UTA,1610612762,81,111,105,W,6
2021-22,1610612756,22101229,2022-04-10,SAC,PHX,1610612758,82,109,116,L,-7
