GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,203463,Ben McLemore,Ben,1610612758,SAC,23.0,17,8,9,0.471,1.5,0.625,0.375,0.444,0.0,0.333,0.0,0.223,0.0,0.444,0.5,0.5,1.0,0.0,0.667,0.333,3,8,0.375,216,195,223,241,338,219,158,205,195,99,175,210,234,127,138,146,1,82,143,182,223,226,209
Players,2406,Caron Butler,Caron,1610612758,SAC,36.0,2,1,1,0.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,374,362,31,188,370,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
Players,201954,Darren Collison,Darren,1610612758,SAC,28.0,33,12,21,0.364,3.5,0.474,0.526,0.286,0.179,0.429,0.214,0.285,0.268,0.107,0.375,0.625,0.75,0.25,0.563,0.438,16,38,0.421,81,144,402,318,109,289,90,272,98,67,41,167,43,289,193,123,144,60,184,157,69,69,170
Players,202326,DeMarcus Cousins,DeMarcus,1610612758,SAC,25.0,36,15,21,0.417,3.2,0.889,0.111,0.578,0.048,0.036,0.072,0.386,0.108,0.53,0.458,0.542,1.0,0.0,0.48,0.52,25,72,0.347,59,109,402,283,145,129,250,129,181,208,132,98,177,89,179,140,1,82,229,112,35,26,250
Players,202341,James Anderson,James,1610612758,SAC,27.0,10,3,7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,277,293,188,363,382,363,275,320,195,209,175,1,234,303,270,257,194,82,313,264,342,379,342
Players,201585,Kosta Koufos,Kosta,1610612758,SAC,27.0,17,6,11,0.353,1.5,1.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.5,0.5,0.0,0.0,0.5,0.5,4,9,0.444,216,235,251,324,341,1,275,53,195,209,175,222,234,32,138,146,194,82,198,115,197,217,146
Players,201158,Marco Belinelli,Marco,1610612758,SAC,30.0,29,12,17,0.414,2.4,0.467,0.533,0.429,0.286,0.429,0.0,0.142,0.071,0.143,0.833,0.167,1.0,0.0,0.9,0.1,10,30,0.333,117,144,341,284,246,291,87,216,41,67,175,259,209,281,73,244,1,82,80,262,111,92,255
Players,201956,Omri Casspi,Omri,1610612758,SAC,28.0,23,9,14,0.391,2.4,0.222,0.778,0.4,0.0,0.3,0.4,0.3,0.2,0.4,1.0,0.0,1.0,0.0,1.0,0.0,3,9,0.333,173,182,298,300,253,349,28,225,195,108,17,159,84,142,1,257,1,82,1,264,223,217,255
Players,203112,Quincy Acy,Quincy,1610612758,SAC,25.0,10,5,5,0.5,2.2,1.0,0.0,0.286,0.0,0.0,0.0,0.714,0.286,0.286,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,277,252,153,188,279,1,275,272,195,209,175,19,38,205,1,257,194,82,1,264,279,337,1
Players,200765,Rajon Rondo,Rajon,1610612758,SAC,30.0,38,15,23,0.395,3.1,0.885,0.115,0.848,0.121,0.0,0.061,0.152,0.061,0.727,0.286,0.714,0.0,0.0,0.286,0.714,14,26,0.538,38,109,418,299,171,131,248,51,137,209,144,258,218,38,219,100,194,82,275,64,84,106,82
Players,200752,Rudy Gay,Rudy,1610612758,SAC,29.0,37,16,21,0.432,3.6,0.746,0.254,0.545,0.242,0.227,0.121,0.228,0.061,0.303,0.611,0.389,1.0,0.0,0.696,0.304,23,59,0.39,51,99,402,267,95,171,208,141,65,138,93,208,218,199,120,200,1,82,138,204,42,41,200
Players,203552,Seth Curry,Seth,1610612758,SAC,25.0,7,3,4,0.429,3.8,0.6,0.4,0.5,0.25,0.375,0.0,0.125,0.25,0.25,0.0,1.0,1.0,0.0,0.333,0.667,3,5,0.6,301,293,127,269,63,233,143,163,58,89,175,272,51,232,270,1,1,82,263,73,223,269,59
Players,1626161,Willie Cauley-Stein,Willie,1610612758,SAC,22.0,15,9,6,0.6,1.9,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0,2,3,0.667,233,182,174,103,296,1,275,88,195,209,175,125,234,46,1,257,194,82,1,264,249,296,45
