season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2023-24,203926,Doug McDermott,Doug,1610612754,IND,Indiana Pacers,42300304,2024-05-27T00:00:00,IND vs. BOS,L,12.566666666666666,0,0,3,0,0,0,4,10,1,0,2,0,11.7,1,835,835,835,1228,687,642,194,1131,1,1,630,417,163,1,782,1106,1050,1,12:34,2023,2024
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,42300304,2024-05-27T00:00:00,IND vs. BOS,L,11.79,0,0,0,4,4,2,2,14,2,0,3,1,15.0,1,835,835,835,1253,687,642,608,577,562,348,330,556,62,1,1138,725,913,1,11:47,2023,2024
2023-24,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,42300304,2024-05-27T00:00:00,IND vs. BOS,L,35.49,2,3,2,4,9,8,12,38,0,0,1,6,25.7,1,835,835,835,439,378,197,310,577,1071,1121,1438,1389,538,1,408,74,586,1,35:29,2023,2024
2023-24,204456,T.J. McConnell,T.J.,1610612754,IND,Indiana Pacers,42300304,2024-05-27T00:00:00,IND vs. BOS,L,25.226666666666667,2,2,2,10,4,5,6,28,0,2,1,3,29.0,1,835,835,835,807,378,316,310,186,562,776,885,1043,538,1524,408,328,495,1,25:14,2023,2024
2023-24,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,42300304,2024-05-27T00:00:00,IND vs. BOS,L,20.665,3,0,0,0,7,6,10,20,0,1,3,0,9.6,1,835,835,835,955,262,642,608,1131,882,881,1292,768,538,1123,1138,1106,1144,1,20:40,2023,2024
2023-24,1627783,Pascal Siakam,Pascal,1610612754,IND,Indiana Pacers,42300304,2024-05-27T00:00:00,IND vs. BOS,L,39.2,0,2,2,14,5,9,12,38,0,1,0,4,32.5,1,835,835,835,246,687,316,310,81,681,1210,1438,1389,538,1123,1,216,407,1,39:12,2023,2024
2023-24,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,42300304,2024-05-27T00:00:00,IND vs. BOS,L,38.61666666666667,4,0,3,8,7,11,8,38,1,2,2,1,49.2,1,835,835,835,292,159,642,194,292,882,1358,1115,1389,163,1524,782,725,116,1,38:37,2023,2024
2023-24,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,42300304,2024-05-27T00:00:00,IND vs. BOS,L,29.195,0,4,0,6,5,5,7,30,0,0,2,1,24.4,1,835,835,835,685,687,114,608,429,681,776,1010,1101,538,1,782,725,624,1,29:12,2023,2024
2023-24,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,42300304,2024-05-27T00:00:00,IND vs. BOS,L,27.25,0,0,3,0,4,9,9,24,0,0,5,2,10.3,1,835,835,835,745,687,642,194,1131,562,1210,1213,904,538,1,1581,451,1112,1,27:15,2023,2024
2023-24,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,42300303,2024-05-25T00:00:00,IND vs. BOS,L,25.57,0,0,0,0,12,8,5,18,0,2,4,1,8.1,1,835,835,835,797,687,642,608,1131,1328,1121,766,696,538,1524,1409,725,1205,1,25:34,2023,2024
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,42300303,2024-05-25T00:00:00,IND vs. BOS,L,9.333333333333334,2,2,0,2,1,0,11,10,1,1,0,1,11.0,1,835,835,835,1325,378,316,608,788,266,1,1381,417,163,1123,1,725,1081,1,9:20,2023,2024
2023-24,203926,Doug McDermott,Doug,1610612754,IND,Indiana Pacers,42300303,2024-05-25T00:00:00,IND vs. BOS,L,3.963333333333333,0,2,0,2,0,0,1,0,0,0,1,0,6.2,1,835,835,835,1511,687,316,608,788,1,1,307,1,538,1,408,1106,1286,1,3:58,2023,2024
2023-24,204456,T.J. McConnell,T.J.,1610612754,IND,Indiana Pacers,42300303,2024-05-25T00:00:00,IND vs. BOS,L,29.371666666666663,4,2,2,14,9,2,17,24,0,1,2,3,44.8,1,835,835,835,679,159,316,310,81,1071,348,1655,904,538,1123,782,328,162,1,29:22,2023,2024
2023-24,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,42300303,2024-05-25T00:00:00,IND vs. BOS,L,38.66666666666666,3,2,3,18,19,8,6,30,0,3,2,2,30.5,1,835,835,835,288,262,316,194,28,1615,1121,885,1101,538,1641,782,451,452,1,38:40,2023,2024
2023-24,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,42300303,2024-05-25T00:00:00,IND vs. BOS,L,34.14833333333333,0,0,2,2,17,6,11,38,0,1,5,2,18.0,1,835,835,835,500,687,642,310,788,1564,881,1381,1389,538,1123,1581,451,808,1,34:09,2023,2024
2023-24,1627783,Pascal Siakam,Pascal,1610612754,IND,Indiana Pacers,42300303,2024-05-25T00:00:00,IND vs. BOS,L,36.27,4,2,6,14,16,8,5,30,0,1,5,3,36.6,1,835,835,835,407,159,316,45,81,1534,1121,766,1101,538,1123,1581,328,290,1,36:16,2023,2024
2023-24,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,42300303,2024-05-25T00:00:00,IND vs. BOS,L,39.4,0,3,0,14,19,6,12,36,0,1,2,5,48.3,1,835,835,835,231,687,197,608,81,1615,881,1438,1323,538,1123,782,132,124,1,39:24,2023,2024
2023-24,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,42300303,2024-05-25T00:00:00,IND vs. BOS,L,23.276666666666667,0,0,2,2,7,2,17,14,0,2,0,1,11.1,1,835,835,835,865,687,642,310,788,882,348,1655,556,538,1524,1,725,1076,1,23:17,2023,2024
2023-24,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,23.35,2,2,0,6,6,10,4,26,0,0,2,2,9.9,1,835,835,835,863,378,316,608,429,791,1290,630,964,538,1,782,451,1132,1,23:21,2023,2024
2023-24,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,21.633333333333333,2,1,2,4,5,5,4,22,1,0,1,2,16.6,1,835,835,835,922,378,614,310,577,681,776,630,830,163,1,408,451,857,1,21:38,2023,2024
2023-24,204456,T.J. McConnell,T.J.,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,17.183333333333334,0,0,0,4,6,7,4,20,0,1,3,1,17.5,1,835,835,835,1075,687,642,608,577,791,1029,630,768,538,1123,1138,725,826,1,17:11,2023,2024
2023-24,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,26.063333333333333,4,2,0,4,3,11,6,32,0,0,4,2,27.9,1,835,835,835,775,159,316,608,577,472,1358,885,1182,538,1,1409,451,534,1,26:04,2023,2024
2023-24,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,24.78333333333333,0,2,0,0,5,10,8,32,0,0,4,2,12.1,1,835,835,835,822,687,316,608,1131,681,1290,1115,1182,538,1,1409,451,1033,1,24:47,2023,2024
2023-24,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,24.066666666666663,0,0,0,0,5,8,4,32,0,0,3,1,11.8,1,835,835,835,848,687,642,608,1131,681,1121,630,1182,538,1,1138,725,1046,1,24:04,2023,2024
2023-24,1631112,Kendall Brown,Kendall,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,3.25,0,0,0,0,3,0,0,0,0,0,0,0,2.0,1,835,835,835,1550,687,642,608,1131,472,1,1,1,538,1,1,1106,1499,1,3:15,2023,2024
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,16.783333333333335,0,0,0,2,7,7,6,18,0,0,0,2,9.0,1,835,835,835,1089,687,642,608,788,882,1029,885,696,538,1,1,451,1169,1,16:47,2023,2024
2023-24,1627783,Pascal Siakam,Pascal,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,31.35,2,2,2,14,6,13,8,40,0,0,3,2,35.0,1,835,835,835,606,378,316,310,81,791,1491,1115,1467,538,1,1138,451,331,1,31:21,2023,2024
2023-24,203926,Doug McDermott,Doug,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,12.0,0,0,0,2,3,6,0,8,1,0,0,0,6.5,1,835,835,835,1243,687,642,608,788,472,881,1,345,163,1,1,1106,1269,1,12:00,2023,2024
2023-24,1630188,Jalen Smith,Jalen,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,6.75,0,4,0,0,3,3,0,4,0,1,2,1,8.4,1,835,835,835,1410,687,114,608,1131,472,536,1,173,538,1123,782,725,1193,1,6:45,2023,2024
2023-24,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,27.936666666666667,2,0,3,0,5,10,6,34,0,0,0,0,29.8,1,835,835,835,726,378,642,194,1131,681,1290,885,1242,538,1,1,1106,468,1,27:56,2023,2024
2023-24,1641716,Jarace Walker,Jarace,1610612754,IND,Indiana Pacers,42300302,2024-05-23T00:00:00,IND @ BOS,L,4.85,0,0,0,0,3,0,0,2,0,0,1,1,7.4,1,835,835,835,1483,687,642,608,1131,472,1,1,90,538,1,408,725,1237,1,4:51,2023,2024
2023-24,1630188,Jalen Smith,Jalen,1610612754,IND,Indiana Pacers,42300301,2024-05-21T00:00:00,IND @ BOS,L,0.95,0,0,0,0,2,0,0,0,0,0,1,0,1.5,1,835,835,835,1660,687,642,608,1131,287,1,1,1,538,1,408,1106,1520,1,0:57,2023,2024
2023-24,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,42300301,2024-05-21T00:00:00,IND @ BOS,L,39.28,0,5,5,10,20,16,13,48,2,0,3,1,43.0,1,835,835,835,241,687,68,74,186,1633,1603,1504,1619,62,1,1138,725,184,1,39:17,2023,2024
2023-24,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,42300301,2024-05-21T00:00:00,IND @ BOS,L,17.4,0,2,0,2,15,4,3,20,0,0,3,0,6.6,1,835,835,835,1068,687,316,608,788,1494,617,533,768,538,1,1138,1106,1264,1,17:24,2023,2024
2023-24,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,42300301,2024-05-21T00:00:00,IND @ BOS,L,21.73333333333333,2,2,2,8,11,8,3,28,0,0,1,2,22.8,1,835,835,835,917,378,316,310,292,1248,1121,533,1043,538,1,408,451,673,1,21:44,2023,2024
2023-24,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,42300301,2024-05-21T00:00:00,IND @ BOS,L,39.85,0,2,0,8,19,13,16,38,0,1,6,2,23.7,1,835,835,835,207,687,316,608,292,1615,1491,1624,1389,538,1123,1671,451,647,1,39:51,2023,2024
2023-24,1627783,Pascal Siakam,Pascal,1610612754,IND,Indiana Pacers,42300301,2024-05-21T00:00:00,IND @ BOS,L,41.973333333333336,4,2,2,16,25,14,13,38,0,2,3,1,49.9,1,835,835,835,106,159,316,310,42,1679,1540,1504,1389,538,1524,1138,725,108,1,41:58,2023,2024
2023-24,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,42300301,2024-05-21T00:00:00,IND @ BOS,L,3.993333333333333,0,0,0,0,3,0,3,4,1,0,0,0,3.0,1,835,835,835,1509,687,642,608,1131,472,1,533,173,163,1,1,1106,1439,1,3:60,2023,2024
2023-24,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,Indiana Pacers,42300301,2024-05-21T00:00:00,IND @ BOS,L,40.47666666666667,9,0,3,2,21,16,13,46,1,0,2,4,52.6,1,835,835,835,181,16,642,194,788,1650,1603,1504,1586,163,1,782,216,90,1,40:29,2023,2024
2023-24,204456,T.J. McConnell,T.J.,1610612754,IND,Indiana Pacers,42300301,2024-05-21T00:00:00,IND @ BOS,L,24.56,4,2,0,10,22,9,4,30,0,1,2,2,24.6,1,835,835,835,829,159,316,608,186,1661,1210,630,1101,538,1123,782,451,621,1,24:34,2023,2024
