season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2019-20,1610612742,21900009,2019-10-23,WAS,DAL,1610612764,1,108,100,W
2019-20,1610612742,21900021,2019-10-25,DAL,NOP,1610612740,2,123,116,W
2019-20,1610612742,21900038,2019-10-27,POR,DAL,1610612757,3,119,121,L
2019-20,1610612742,21900053,2019-10-29,DAL,DEN,1610612743,4,109,106,W
2019-20,1610612742,21900074,2019-11-01,LAL,DAL,1610612747,5,110,119,L
2019-20,1610612742,21900089,2019-11-03,DAL,CLE,1610612739,6,131,111,W
2019-20,1610612742,21900109,2019-11-06,ORL,DAL,1610612753,7,107,106,W
2019-20,1610612742,21900122,2019-11-08,NYK,DAL,1610612752,8,102,106,L
2019-20,1610612742,21900130,2019-11-09,DAL,MEM,1610612763,9,138,122,W
2019-20,1610612742,21900141,2019-11-11,DAL,BOS,1610612738,10,106,116,L
2019-20,1610612742,21900162,2019-11-14,DAL,NYK,1610612752,11,103,106,L
2019-20,1610612742,21900180,2019-11-16,TOR,DAL,1610612761,12,110,102,W
2019-20,1610612742,21900194,2019-11-18,SAS,DAL,1610612759,13,117,110,W
2019-20,1610612742,21900208,2019-11-20,GSW,DAL,1610612744,14,142,94,W
2019-20,1610612742,21900221,2019-11-22,CLE,DAL,1610612739,15,143,101,W
2019-20,1610612742,21900235,2019-11-24,DAL,HOU,1610612745,16,137,123,W
2019-20,1610612742,21900251,2019-11-26,LAC,DAL,1610612746,17,99,114,L
2019-20,1610612742,21900277,2019-11-29,DAL,PHX,1610612756,18,120,113,W
2019-20,1610612742,21900287,2019-12-01,DAL,LAL,1610612747,19,114,100,W
2019-20,1610612742,21900302,2019-12-03,DAL,NOP,1610612740,20,118,97,W
2019-20,1610612742,21900313,2019-12-04,MIN,DAL,1610612750,21,121,114,W
2019-20,1610612742,21900330,2019-12-07,NOP,DAL,1610612740,22,130,84,W
2019-20,1610612742,21900340,2019-12-08,SAC,DAL,1610612758,23,106,110,L
2019-20,1610612742,21900369,2019-12-12,DAL,DET,1610612765,24,122,111,W
2019-20,1610612742,21900384,2019-12-14,MIA,DAL,1610612748,25,118,122,L
2019-20,1610612742,21900398,2019-12-16,DAL,MIL,1610612749,26,120,116,W
2019-20,1610612742,21900413,2019-12-18,BOS,DAL,1610612738,27,103,109,L
