season,team_id,team,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2016-17,1610612739,CLE,41600214,2017-05-07,CLE,TOR,TOR,1610612761,109,102,W,7,sf,4
2016-17,1610612739,CLE,41600301,2017-05-17,CLE,BOS,BOS,1610612738,117,104,W,13,conf,1
2016-17,1610612739,CLE,41600302,2017-05-19,CLE,BOS,BOS,1610612738,130,86,W,44,conf,2
2016-17,1610612739,CLE,41600303,2017-05-21,BOS,CLE,BOS,1610612738,108,111,L,-3,conf,3
2016-17,1610612739,CLE,41600304,2017-05-23,BOS,CLE,BOS,1610612738,112,99,W,13,conf,4
2016-17,1610612739,CLE,41600305,2017-05-25,CLE,BOS,BOS,1610612738,135,102,W,33,conf,5
2016-17,1610612739,CLE,41600401,2017-06-01,CLE,GSW,GSW,1610612744,91,113,L,-22,finals,1
2016-17,1610612739,CLE,41600402,2017-06-04,CLE,GSW,GSW,1610612744,113,132,L,-19,finals,2
2016-17,1610612739,CLE,41600403,2017-06-07,GSW,CLE,GSW,1610612744,113,118,L,-5,finals,3
2016-17,1610612739,CLE,41600404,2017-06-09,GSW,CLE,GSW,1610612744,137,116,W,21,finals,4
2016-17,1610612739,CLE,41600405,2017-06-12,CLE,GSW,GSW,1610612744,120,129,L,-9,finals,5
2016-17,1610612744,GSW,41600141,2017-04-16,POR,GSW,POR,1610612757,121,109,W,12,rnd1,1
2016-17,1610612744,GSW,41600142,2017-04-19,POR,GSW,POR,1610612757,110,81,W,29,rnd1,2
2016-17,1610612744,GSW,41600143,2017-04-22,GSW,POR,POR,1610612757,119,113,W,6,rnd1,3
2016-17,1610612744,GSW,41600144,2017-04-24,GSW,POR,POR,1610612757,128,103,W,25,rnd1,4
2016-17,1610612744,GSW,41600221,2017-05-02,UTA,GSW,UTA,1610612762,106,94,W,12,sf,1
2016-17,1610612744,GSW,41600222,2017-05-04,UTA,GSW,UTA,1610612762,115,104,W,11,sf,2
2016-17,1610612744,GSW,41600223,2017-05-06,GSW,UTA,UTA,1610612762,102,91,W,11,sf,3
2016-17,1610612744,GSW,41600224,2017-05-08,GSW,UTA,UTA,1610612762,121,95,W,26,sf,4
2016-17,1610612744,GSW,41600311,2017-05-14,SAS,GSW,SAS,1610612759,113,111,W,2,conf,1
2016-17,1610612744,GSW,41600312,2017-05-16,SAS,GSW,SAS,1610612759,136,100,W,36,conf,2
2016-17,1610612744,GSW,41600313,2017-05-20,GSW,SAS,SAS,1610612759,120,108,W,12,conf,3
2016-17,1610612744,GSW,41600314,2017-05-22,GSW,SAS,SAS,1610612759,129,115,W,14,conf,4
2016-17,1610612744,GSW,41600401,2017-06-01,CLE,GSW,CLE,1610612739,113,91,W,22,finals,1
2016-17,1610612744,GSW,41600402,2017-06-04,CLE,GSW,CLE,1610612739,132,113,W,19,finals,2
2016-17,1610612744,GSW,41600403,2017-06-07,GSW,CLE,CLE,1610612739,118,113,W,5,finals,3
2016-17,1610612744,GSW,41600404,2017-06-09,GSW,CLE,CLE,1610612739,116,137,L,-21,finals,4
2016-17,1610612744,GSW,41600405,2017-06-12,CLE,GSW,CLE,1610612739,129,120,W,9,finals,5
2016-17,1610612745,HOU,41600161,2017-04-16,OKC,HOU,OKC,1610612760,118,87,W,31,rnd1,1
2016-17,1610612745,HOU,41600162,2017-04-19,OKC,HOU,OKC,1610612760,115,111,W,4,rnd1,2
2016-17,1610612745,HOU,41600163,2017-04-21,HOU,OKC,OKC,1610612760,113,115,L,-2,rnd1,3
2016-17,1610612745,HOU,41600164,2017-04-23,HOU,OKC,OKC,1610612760,113,109,W,4,rnd1,4
2016-17,1610612745,HOU,41600165,2017-04-25,OKC,HOU,OKC,1610612760,105,99,W,6,rnd1,5
2016-17,1610612745,HOU,41600231,2017-05-01,HOU,SAS,SAS,1610612759,126,99,W,27,sf,1
2016-17,1610612745,HOU,41600232,2017-05-03,HOU,SAS,SAS,1610612759,96,121,L,-25,sf,2
2016-17,1610612745,HOU,41600233,2017-05-05,SAS,HOU,SAS,1610612759,92,103,L,-11,sf,3
2016-17,1610612745,HOU,41600234,2017-05-07,SAS,HOU,SAS,1610612759,125,104,W,21,sf,4
2016-17,1610612745,HOU,41600235,2017-05-09,HOU,SAS,SAS,1610612759,107,110,L,-3,sf,5
2016-17,1610612745,HOU,41600236,2017-05-11,SAS,HOU,SAS,1610612759,75,114,L,-39,sf,6
2016-17,1610612754,IND,41600111,2017-04-15,IND,CLE,CLE,1610612739,108,109,L,-1,rnd1,1
2016-17,1610612754,IND,41600112,2017-04-17,IND,CLE,CLE,1610612739,111,117,L,-6,rnd1,2
2016-17,1610612754,IND,41600113,2017-04-20,CLE,IND,CLE,1610612739,114,119,L,-5,rnd1,3
2016-17,1610612754,IND,41600114,2017-04-23,CLE,IND,CLE,1610612739,102,106,L,-4,rnd1,4
2016-17,1610612746,LAC,41600171,2017-04-15,UTA,LAC,UTA,1610612762,95,97,L,-2,rnd1,1
2016-17,1610612746,LAC,41600172,2017-04-18,UTA,LAC,UTA,1610612762,99,91,W,8,rnd1,2
2016-17,1610612746,LAC,41600173,2017-04-21,LAC,UTA,UTA,1610612762,111,106,W,5,rnd1,3
2016-17,1610612746,LAC,41600174,2017-04-23,LAC,UTA,UTA,1610612762,98,105,L,-7,rnd1,4
2016-17,1610612746,LAC,41600175,2017-04-25,UTA,LAC,UTA,1610612762,92,96,L,-4,rnd1,5
2016-17,1610612746,LAC,41600176,2017-04-28,LAC,UTA,UTA,1610612762,98,93,W,5,rnd1,6
2016-17,1610612746,LAC,41600177,2017-04-30,UTA,LAC,UTA,1610612762,91,104,L,-13,rnd1,7
2016-17,1610612763,MEM,41600151,2017-04-15,MEM,SAS,SAS,1610612759,82,111,L,-29,rnd1,1
2016-17,1610612763,MEM,41600152,2017-04-17,MEM,SAS,SAS,1610612759,82,96,L,-14,rnd1,2
2016-17,1610612763,MEM,41600153,2017-04-20,SAS,MEM,SAS,1610612759,105,94,W,11,rnd1,3
2016-17,1610612763,MEM,41600154,2017-04-22,SAS,MEM,SAS,1610612759,110,108,W,2,rnd1,4
2016-17,1610612763,MEM,41600155,2017-04-25,MEM,SAS,SAS,1610612759,103,116,L,-13,rnd1,5
2016-17,1610612763,MEM,41600156,2017-04-27,SAS,MEM,SAS,1610612759,96,103,L,-7,rnd1,6
2016-17,1610612749,MIL,41600121,2017-04-15,MIL,TOR,TOR,1610612761,97,83,W,14,rnd1,1
2016-17,1610612749,MIL,41600122,2017-04-18,MIL,TOR,TOR,1610612761,100,106,L,-6,rnd1,2
2016-17,1610612749,MIL,41600123,2017-04-20,TOR,MIL,TOR,1610612761,104,77,W,27,rnd1,3
2016-17,1610612749,MIL,41600124,2017-04-22,TOR,MIL,TOR,1610612761,76,87,L,-11,rnd1,4
2016-17,1610612749,MIL,41600125,2017-04-24,MIL,TOR,TOR,1610612761,93,118,L,-25,rnd1,5
2016-17,1610612749,MIL,41600126,2017-04-27,TOR,MIL,TOR,1610612761,89,92,L,-3,rnd1,6
2016-17,1610612760,OKC,41600161,2017-04-16,OKC,HOU,HOU,1610612745,87,118,L,-31,rnd1,1
2016-17,1610612760,OKC,41600162,2017-04-19,OKC,HOU,HOU,1610612745,111,115,L,-4,rnd1,2
2016-17,1610612760,OKC,41600163,2017-04-21,HOU,OKC,HOU,1610612745,115,113,W,2,rnd1,3
2016-17,1610612760,OKC,41600164,2017-04-23,HOU,OKC,HOU,1610612745,109,113,L,-4,rnd1,4
2016-17,1610612760,OKC,41600165,2017-04-25,OKC,HOU,HOU,1610612745,99,105,L,-6,rnd1,5
2016-17,1610612757,POR,41600141,2017-04-16,POR,GSW,GSW,1610612744,109,121,L,-12,rnd1,1
2016-17,1610612757,POR,41600142,2017-04-19,POR,GSW,GSW,1610612744,81,110,L,-29,rnd1,2
2016-17,1610612757,POR,41600143,2017-04-22,GSW,POR,GSW,1610612744,113,119,L,-6,rnd1,3
2016-17,1610612757,POR,41600144,2017-04-24,GSW,POR,GSW,1610612744,103,128,L,-25,rnd1,4
2016-17,1610612759,SAS,41600151,2017-04-15,MEM,SAS,MEM,1610612763,111,82,W,29,rnd1,1
2016-17,1610612759,SAS,41600152,2017-04-17,MEM,SAS,MEM,1610612763,96,82,W,14,rnd1,2
2016-17,1610612759,SAS,41600153,2017-04-20,SAS,MEM,MEM,1610612763,94,105,L,-11,rnd1,3
2016-17,1610612759,SAS,41600154,2017-04-22,SAS,MEM,MEM,1610612763,108,110,L,-2,rnd1,4
2016-17,1610612759,SAS,41600155,2017-04-25,MEM,SAS,MEM,1610612763,116,103,W,13,rnd1,5
2016-17,1610612759,SAS,41600156,2017-04-27,SAS,MEM,MEM,1610612763,103,96,W,7,rnd1,6
2016-17,1610612759,SAS,41600231,2017-05-01,HOU,SAS,HOU,1610612745,99,126,L,-27,sf,1
2016-17,1610612759,SAS,41600232,2017-05-03,HOU,SAS,HOU,1610612745,121,96,W,25,sf,2
2016-17,1610612759,SAS,41600233,2017-05-05,SAS,HOU,HOU,1610612745,103,92,W,11,sf,3
2016-17,1610612759,SAS,41600234,2017-05-07,SAS,HOU,HOU,1610612745,104,125,L,-21,sf,4
2016-17,1610612759,SAS,41600235,2017-05-09,HOU,SAS,HOU,1610612745,110,107,W,3,sf,5
2016-17,1610612759,SAS,41600236,2017-05-11,SAS,HOU,HOU,1610612745,114,75,W,39,sf,6
2016-17,1610612759,SAS,41600311,2017-05-14,SAS,GSW,GSW,1610612744,111,113,L,-2,conf,1
2016-17,1610612759,SAS,41600312,2017-05-16,SAS,GSW,GSW,1610612744,100,136,L,-36,conf,2
2016-17,1610612759,SAS,41600313,2017-05-20,GSW,SAS,GSW,1610612744,108,120,L,-12,conf,3
2016-17,1610612759,SAS,41600314,2017-05-22,GSW,SAS,GSW,1610612744,115,129,L,-14,conf,4
2016-17,1610612761,TOR,41600121,2017-04-15,MIL,TOR,MIL,1610612749,83,97,L,-14,rnd1,1
2016-17,1610612761,TOR,41600122,2017-04-18,MIL,TOR,MIL,1610612749,106,100,W,6,rnd1,2
2016-17,1610612761,TOR,41600123,2017-04-20,TOR,MIL,MIL,1610612749,77,104,L,-27,rnd1,3
2016-17,1610612761,TOR,41600124,2017-04-22,TOR,MIL,MIL,1610612749,87,76,W,11,rnd1,4
2016-17,1610612761,TOR,41600125,2017-04-24,MIL,TOR,MIL,1610612749,118,93,W,25,rnd1,5
2016-17,1610612761,TOR,41600126,2017-04-27,TOR,MIL,MIL,1610612749,92,89,W,3,rnd1,6
2016-17,1610612761,TOR,41600211,2017-05-01,TOR,CLE,CLE,1610612739,105,116,L,-11,sf,1
2016-17,1610612761,TOR,41600212,2017-05-03,TOR,CLE,CLE,1610612739,103,125,L,-22,sf,2
2016-17,1610612761,TOR,41600213,2017-05-05,CLE,TOR,CLE,1610612739,94,115,L,-21,sf,3
2016-17,1610612761,TOR,41600214,2017-05-07,CLE,TOR,CLE,1610612739,102,109,L,-7,sf,4
2016-17,1610612762,UTA,41600171,2017-04-15,UTA,LAC,LAC,1610612746,97,95,W,2,rnd1,1
2016-17,1610612762,UTA,41600172,2017-04-18,UTA,LAC,LAC,1610612746,91,99,L,-8,rnd1,2
2016-17,1610612762,UTA,41600173,2017-04-21,LAC,UTA,LAC,1610612746,106,111,L,-5,rnd1,3
2016-17,1610612762,UTA,41600174,2017-04-23,LAC,UTA,LAC,1610612746,105,98,W,7,rnd1,4
2016-17,1610612762,UTA,41600175,2017-04-25,UTA,LAC,LAC,1610612746,96,92,W,4,rnd1,5
2016-17,1610612762,UTA,41600176,2017-04-28,LAC,UTA,LAC,1610612746,93,98,L,-5,rnd1,6
2016-17,1610612762,UTA,41600177,2017-04-30,UTA,LAC,LAC,1610612746,104,91,W,13,rnd1,7
2016-17,1610612762,UTA,41600221,2017-05-02,UTA,GSW,GSW,1610612744,94,106,L,-12,sf,1
2016-17,1610612762,UTA,41600222,2017-05-04,UTA,GSW,GSW,1610612744,104,115,L,-11,sf,2
2016-17,1610612762,UTA,41600223,2017-05-06,GSW,UTA,GSW,1610612744,91,102,L,-11,sf,3
2016-17,1610612762,UTA,41600224,2017-05-08,GSW,UTA,GSW,1610612744,95,121,L,-26,sf,4
2016-17,1610612764,WAS,41600131,2017-04-16,ATL,WAS,ATL,1610612737,114,107,W,7,rnd1,1
2016-17,1610612764,WAS,41600132,2017-04-19,ATL,WAS,ATL,1610612737,109,101,W,8,rnd1,2
2016-17,1610612764,WAS,41600133,2017-04-22,WAS,ATL,ATL,1610612737,98,116,L,-18,rnd1,3
2016-17,1610612764,WAS,41600134,2017-04-24,WAS,ATL,ATL,1610612737,101,111,L,-10,rnd1,4
2016-17,1610612764,WAS,41600135,2017-04-26,ATL,WAS,ATL,1610612737,103,99,W,4,rnd1,5
2016-17,1610612764,WAS,41600136,2017-04-28,WAS,ATL,ATL,1610612737,115,99,W,16,rnd1,6
2016-17,1610612764,WAS,41600201,2017-04-30,WAS,BOS,BOS,1610612738,111,123,L,-12,sf,1
2016-17,1610612764,WAS,41600202,2017-05-02,WAS,BOS,BOS,1610612738,119,129,L,-10,sf,2
2016-17,1610612764,WAS,41600203,2017-05-04,BOS,WAS,BOS,1610612738,116,89,W,27,sf,3
2016-17,1610612764,WAS,41600204,2017-05-07,BOS,WAS,BOS,1610612738,121,102,W,19,sf,4
2016-17,1610612764,WAS,41600205,2017-05-10,WAS,BOS,BOS,1610612738,101,123,L,-22,sf,5
2016-17,1610612764,WAS,41600206,2017-05-12,BOS,WAS,BOS,1610612738,92,91,W,1,sf,6
2016-17,1610612764,WAS,41600207,2017-05-15,WAS,BOS,BOS,1610612738,105,115,L,-10,sf,7
