group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1631216,Caleb Houstan,Caleb,1610612753,ORL,22.0,6,2,4,0.333,1.5,0.3,0.5,0.667,0.3,0.5,0.667,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,1.0,0.0,2.0,0,0,2.0,322,335,286,372,400,200,287,58,29,117,28,307,313,307,134,382,368,222,291,68,208,213,314,339,203,217,250,216,27,224,ORL
Players,1641783,Tristan da Silva,Tristan,1610612753,ORL,24.0,10,5,5,0.5,2.7,0.1,0.6,0.167,0.1,0.4,0.25,0.1,0.1,1.0,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.4,1.6,1.1,1,0,1.0,269,243,260,212,239,345,255,359,194,163,199,267,294,1,302,368,391,185,291,263,99,98,367,299,346,76,367,140,27,353,ORL
Players,1630175,Cole Anthony,Cole,1610612753,ORL,25.0,12,6,6,0.5,2.8,0.7,1.3,0.5,0.2,0.4,0.4,0.4,0.6,0.714,0.2,0.3,0.5,0.5,0.2,0.1,0.0,0.1,0.4,0.4,1.9,1.7,3.4,0,0,3.3,244,229,238,212,227,75,90,129,127,156,105,113,106,194,134,215,192,42,137,167,208,119,136,109,89,70,112,216,27,113,ORL
Players,1630591,Jalen Suggs,Jalen,1610612753,ORL,24.0,14,8,6,0.571,2.8,0.3,1.2,0.235,0.1,0.9,0.083,0.9,1.3,0.722,0.1,0.4,0.4,0.4,0.2,0.0,0.1,0.0,0.5,0.8,1.6,1.4,2.7,0,0,2.6,222,187,238,151,213,239,98,346,228,53,264,27,19,193,247,205,248,65,106,263,132,213,69,31,121,84,161,216,27,153,ORL
Players,1630532,Franz Wagner,Franz,1610612753,ORL,23.0,24,12,12,0.5,3.2,0.6,1.8,0.357,0.2,0.7,0.313,0.7,0.7,0.941,0.0,0.5,0.6,0.3,0.3,0.1,0.0,0.1,0.4,0.5,2.1,-0.5,3.2,3,0,3.4,114,113,101,212,149,88,54,276,91,76,174,58,74,80,282,97,159,122,34,167,208,71,136,94,71,313,125,90,27,104,ORL
Players,1629021,Moritz Wagner,Moritz,1610612753,ORL,28.0,2,1,1,0.5,0.4,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,3.0,2.5,0,0,2.0,410,375,395,212,471,120,287,1,265,347,265,307,313,307,302,382,400,337,291,8,208,213,385,339,203,20,185,216,27,224,ORL
Players,203484,Kentavious Caldwell-Pope,Kentavious,1610612753,ORL,32.0,30,15,15,0.5,3.0,0.2,0.6,0.294,0.1,0.4,0.182,0.2,0.3,0.75,0.0,0.2,0.2,0.0,0.0,0.1,0.1,0.0,0.4,0.3,0.6,0.2,1.4,0,0,1.2,54,66,51,212,191,319,271,322,238,178,248,201,218,163,302,327,368,337,291,101,145,213,141,157,307,199,319,216,27,327,ORL
Players,1641724,Jett Howard,Jett,1610612753,ORL,21.0,6,2,4,0.333,0.3,0.0,0.2,0.0,0.0,0.2,0.0,0.3,0.5,0.667,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.3,-0.7,0.2,0,0,0.3,322,335,286,372,473,369,401,369,265,289,265,138,120,208,302,382,400,337,137,263,208,213,314,236,359,321,441,216,27,430,ORL
Players,203914,Gary Harris,Gary,1610612753,ORL,30.0,7,5,2,0.714,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.7,1.2,0,0,0.9,309,243,352,58,308,369,419,369,265,347,265,307,313,307,166,345,325,126,291,263,58,213,334,339,392,153,348,216,27,387,ORL
Players,1631094,Paolo Banchero,Paolo,1610612753,ORL,22.0,21,9,12,0.429,3.9,1.0,2.2,0.468,0.2,0.8,0.235,1.0,1.3,0.714,0.1,0.8,1.0,0.3,0.3,0.0,0.0,0.1,0.2,0.8,3.2,-0.4,4.8,5,0,4.9,148,172,101,324,69,16,26,179,112,56,223,24,16,194,166,44,68,126,58,233,172,103,296,29,15,296,40,60,27,31,ORL
Players,1630243,Trevelin Queen,Trevelin,1610612753,ORL,28.0,4,3,1,0.75,4.1,0.3,1.0,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,0.0,0.3,0.3,0.0,0.5,0.3,0.5,5.0,3.0,0,0,2.3,359,304,395,45,52,252,132,332,265,245,265,307,313,307,84,275,192,147,291,35,19,213,69,180,322,11,136,216,27,194,ORL
Players,1641710,Anthony Black,Anthony,1610612753,ORL,21.0,18,11,7,0.611,3.6,0.3,0.7,0.385,0.1,0.3,0.167,0.4,0.4,0.875,0.1,0.5,0.6,0.1,0.1,0.1,0.1,0.0,0.4,0.3,1.0,-0.1,2.4,0,0,2.1,178,135,212,118,112,241,224,247,249,193,251,119,139,100,267,110,174,323,266,133,89,213,117,137,203,253,195,216,27,210,ORL
Players,1629048,Goga Bitadze,Goga,1610612753,ORL,25.0,17,10,7,0.588,2.0,0.4,0.5,0.875,0.0,0.0,0.0,0.2,0.2,0.75,0.2,0.5,0.8,0.1,0.0,0.1,0.1,0.0,0.1,0.2,1.0,1.4,2.4,8,0,2.1,190,154,212,134,335,175,314,38,265,347,265,215,229,163,100,101,95,320,291,212,157,213,354,195,203,85,196,35,27,216,ORL
Players,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,27.0,18,9,9,0.5,1.6,0.2,0.3,0.667,0.1,0.2,0.5,0.1,0.1,1.0,0.1,0.4,0.5,0.2,0.0,0.1,0.1,0.0,0.2,0.1,0.7,0.3,1.9,1,0,1.7,178,172,172,212,387,281,352,58,187,269,46,261,288,1,267,156,192,222,291,217,165,213,314,332,285,186,260,140,27,277,ORL
Players,1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,26.0,26,12,14,0.462,2.5,0.1,0.4,0.3,0.0,0.2,0.0,0.3,0.3,1.0,0.1,0.3,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.3,0.6,-0.2,1.7,4,0,1.4,91,113,67,294,274,342,342,319,265,266,265,135,175,1,198,251,253,334,291,79,191,213,133,155,315,265,280,73,27,307,ORL
Players,202709,Cory Joseph,Cory,1610612753,ORL,33.0,6,2,4,0.333,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0,0,0.3,322,335,286,372,284,369,419,369,265,347,265,307,313,307,302,215,301,337,291,263,208,213,385,339,392,120,431,216,27,430,ORL
