season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2024-25,1610612738,BOS,Boston Celtics,42400216,2025-05-16,BOS @ NYK,L,48.0,31,86,0.36,12,40,0.3,7,10,0.7,9,27,36,19,16.0,4,3,6,22,23,81,-38.0,1,79,79,79,11,148,63,149,75,35,110,153,151,119,98,129,134,111,110,139,110,96,90,32,155,152,1,2024,2025,False,NYK,BOS,MAY
2024-25,1610612738,BOS,Boston Celtics,42400215,2025-05-14,BOS vs. NYK,W,48.0,44,84,0.524,22,49,0.449,17,26,0.654,12,32,44,27,9.0,3,12,4,25,20,127,25.0,1,1,1,1,11,24,90,16,1,3,21,76,48,139,54,65,53,27,14,149,1,48,133,82,13,13,1,2024,2025,True,BOS,NYK,MAY
2024-25,1610612738,BOS,Boston Celtics,42400214,2025-05-12,BOS @ NYK,L,48.0,38,79,0.481,18,48,0.375,19,26,0.731,7,24,31,15,12.0,8,2,2,16,20,113,-8.0,1,79,79,79,11,88,134,50,10,6,66,57,48,101,126,147,154,146,50,59,132,12,16,82,62,108,1,2024,2025,False,NYK,BOS,MAY
2024-25,1610612738,BOS,Boston Celtics,42400213,2025-05-10,BOS @ NYK,W,48.0,40,83,0.482,20,40,0.5,15,17,0.882,12,30,42,23,12.0,6,8,2,26,16,115,22.0,1,1,1,1,11,61,98,48,5,35,6,93,118,16,54,89,76,73,50,97,14,12,138,131,53,15,1,2024,2025,False,NYK,BOS,MAY
2024-25,1610612738,BOS,Boston Celtics,42400212,2025-05-07,BOS vs. NYK,L,48.0,34,94,0.362,10,40,0.25,12,15,0.8,16,35,51,17,17.0,9,5,5,17,16,90,-1.0,1,79,79,79,11,120,16,148,108,35,135,128,132,59,14,34,16,134,123,41,62,77,27,131,143,79,1,2024,2025,True,BOS,NYK,MAY
2024-25,1610612738,BOS,Boston Celtics,42400211,2025-05-05,BOS vs. NYK,L,53.0,34,97,0.351,15,60,0.25,22,26,0.846,19,40,59,18,14.0,4,5,2,22,19,105,-3.0,1,79,79,79,1,120,10,153,36,1,135,35,48,33,4,9,2,122,74,139,62,12,90,96,93,91,1,2024,2025,True,BOS,NYK,MAY
2024-25,1610612738,BOS,Boston Celtics,42400115,2025-04-29,BOS vs. ORL,W,48.0,43,76,0.566,13,24,0.542,21,24,0.875,3,35,38,30,11.0,5,3,2,18,20,120,31.0,1,1,1,1,11,34,148,4,62,152,1,41,65,21,155,34,111,9,31,124,110,12,37,82,29,9,1,2024,2025,True,BOS,ORL,APR
2024-25,1610612738,BOS,Boston Celtics,42400114,2025-04-27,BOS @ ORL,W,48.0,34,78,0.436,9,31,0.29,30,32,0.938,11,35,46,17,11.0,7,7,4,17,24,107,9.0,1,1,1,1,11,120,138,94,122,109,117,7,25,4,71,34,37,134,31,77,25,48,27,25,86,39,1,2024,2025,False,ORL,BOS,APR
2024-25,1610612738,BOS,Boston Celtics,42400113,2025-04-25,BOS @ ORL,L,48.0,33,74,0.446,9,27,0.333,18,22,0.818,8,31,39,15,21.0,9,5,4,20,23,93,-2.0,1,79,79,79,11,136,153,85,122,139,92,68,75,48,114,74,103,146,144,41,62,48,62,32,135,84,1,2024,2025,False,ORL,BOS,APR
2024-25,1610612738,BOS,Boston Celtics,42400112,2025-04-23,BOS vs. ORL,W,48.0,36,80,0.45,12,37,0.324,25,33,0.758,13,33,46,17,11.0,6,4,4,19,23,109,9.0,1,1,1,1,11,103,126,81,75,56,100,26,17,91,34,46,37,134,31,97,81,48,48,32,78,39,1,2024,2025,True,BOS,ORL,APR
2024-25,1610612738,BOS,Boston Celtics,42400111,2025-04-20,BOS vs. ORL,W,48.0,37,82,0.451,16,37,0.432,13,18,0.722,9,33,42,22,11.0,13,5,5,13,17,103,17.0,1,1,1,1,11,94,107,80,25,56,29,118,114,106,98,46,76,87,31,8,62,77,3,121,102,23,1,2024,2025,True,BOS,ORL,APR
