close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
201933,Blake Griffin,1610612746,LAC,F,27.0,4,4,0.396,1.25,4.75,0.263,0.371,-0.108
200755,JJ Redick,1610612746,LAC,G,32.0,6,6,0.403,2.0,4.5,0.444,0.353,0.092
101108,Chris Paul,1610612746,LAC,G,31.0,4,4,0.447,0.5,4.25,0.118,0.379,-0.261
201145,Jeff Green,1610612746,LAC,F,29.0,6,6,0.296,1.17,4.0,0.292,0.357,-0.065
203085,Austin Rivers,1610612746,LAC,G,23.0,6,6,0.479,1.5,3.83,0.391,0.385,0.006
201601,Luc Mbah a Moute,1610612746,LAC,F,29.0,5,5,0.366,1.2,3.0,0.4,0.37,0.03
2037,Jamal Crawford,1610612746,LAC,G,36.0,6,5,0.459,1.33,2.83,0.471,0.377,0.094
203143,Pablo Prigioni,1610612746,LAC,G,39.0,3,3,0.615,1.33,2.67,0.5,0.365,0.135
1718,Paul Pierce,1610612746,LAC,F,38.0,5,4,0.579,0.4,2.2,0.182,0.329,-0.147
202325,Wesley Johnson,1610612746,LAC,F-G,28.0,6,4,0.357,0.33,1.67,0.2,0.366,-0.166
201965,Jeff Ayres,1610612746,LAC,F-C,29.0,1,1,1.0,1.0,1.0,1.0,0.273,0.727
201599,DeAndre Jordan,1610612746,LAC,C,27.0,6,3,0.081,0.17,0.83,0.2,0.378,-0.178
202332,Cole Aldrich,1610612746,LAC,C,27.0,6,1,0.031,0.17,0.17,1.0,0.397,0.603
