close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
201599,DeAndre Jordan,1610612746,LAC,C,27.0,6,6,0.581,2.17,6.0,0.361,0.558,-0.197
201145,Jeff Green,1610612746,LAC,F,29.0,6,5,0.346,3.0,4.67,0.643,0.588,0.055
201933,Blake Griffin,1610612746,LAC,F,27.0,4,4,0.375,2.25,4.5,0.5,0.573,-0.073
202332,Cole Aldrich,1610612746,LAC,C,27.0,6,6,0.5,1.83,2.67,0.688,0.608,0.079
200755,JJ Redick,1610612746,LAC,G,32.0,6,5,0.224,1.17,2.5,0.467,0.59,-0.123
203912,C.J. Wilcox,1610612746,LAC,G,25.0,1,1,0.667,2.0,2.0,1.0,0.525,0.475
201601,Luc Mbah a Moute,1610612746,LAC,F,29.0,5,4,0.22,1.2,1.8,0.667,0.558,0.109
2037,Jamal Crawford,1610612746,LAC,G,36.0,6,5,0.189,1.0,1.17,0.857,0.617,0.24
203085,Austin Rivers,1610612746,LAC,G,23.0,6,4,0.146,0.67,1.17,0.571,0.57,0.001
1718,Paul Pierce,1610612746,LAC,F,38.0,5,4,0.263,0.6,1.0,0.6,0.602,-0.002
101108,Chris Paul,1610612746,LAC,G,31.0,4,3,0.105,0.75,1.0,0.75,0.558,0.192
202325,Wesley Johnson,1610612746,LAC,F-G,28.0,6,3,0.179,0.17,0.83,0.2,0.599,-0.399
203143,Pablo Prigioni,1610612746,LAC,G,39.0,3,1,0.154,0.67,0.67,1.0,0.653,0.347
