PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,TRAVEL_RANK,DOUBLE_DRIBBLE_RANK,DISCONTINUED_DRIBBLE_RANK,OFF_THREE_SEC_RANK,INBOUND_RANK,BACKCOURT_RANK,OFF_GOALTENDING_RANK,PALMING_RANK,OFF_FOUL_RANK,DEF_THREE_SEC_RANK,CHARGE_RANK,DEF_GOALTENDING_RANK,LANE_RANK,JUMP_BALL_RANK,KICKED_BALL_RANK
1631260,AJ Green,AJ,1610612749,MIL,25.0,5,1,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,139,75,154,59,7,4,1,3,19,12,5,102,11,33,19,4,1,32
203932,Aaron Gordon,Aaron,1610612743,DEN,29.0,14,7,7,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,36,39,197,84,6,7,4,1,3,19,1,5,13,11,33,2,4,1,8
1628988,Aaron Holiday,Aaron,1610612745,HOU,28.0,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,88,1,1,59,7,4,1,3,19,12,5,102,11,33,19,4,1,32
1630174,Aaron Nesmith,Aaron,1610612754,IND,25.0,18,13,5,0.722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,156,21,19,7,4,1,3,19,12,5,21,11,15,19,4,1,8
1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,17,12,5,0.706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,16,156,37,19,7,4,1,3,19,12,5,102,11,33,19,4,1,32
1642349,Ajay Mitchell,Ajay,1610612760,OKC,22.0,10,7,3,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,39,57,39,19,7,4,1,3,4,12,5,102,11,33,19,4,1,32
201143,Al Horford,Al,1610612738,BOS,39.0,11,6,5,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,46,156,77,59,7,4,1,3,19,12,5,62,11,33,5,4,1,8
202692,Alec Burks,Alec,1610612748,MIA,33.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,180,10,180,59,7,4,1,3,19,12,5,102,11,33,19,4,1,32
1627936,Alex Caruso,Alex,1610612760,OKC,31.0,18,13,5,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1,1,156,21,59,7,4,1,3,19,12,5,21,3,5,19,4,1,32
203458,Alex Len,Alex,1610612747,LAL,31.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,180,24,180,59,7,4,1,3,19,12,5,102,11,33,19,4,1,32
1630578,Alperen Sengun,Alperen,1610612745,HOU,22.0,7,3,4,0.429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,86,88,75,101,19,7,4,1,3,19,12,5,21,11,5,19,4,1,3
1641708,Amen Thompson,Amen,1610612745,HOU,22.0,7,3,4,0.429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,88,75,101,19,7,4,1,3,19,12,5,102,11,33,19,4,1,32
1641748,Andre Jackson Jr.,Andre,1610612749,MIL,23.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,180,24,180,59,7,4,1,3,19,12,5,102,11,33,19,4,1,32
1629614,Andrew Nembhard,Andrew,1610612754,IND,25.0,18,13,5,0.722,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,156,21,4,7,4,1,3,19,12,5,21,11,15,19,4,1,8
203952,Andrew Wiggins,Andrew,1610612748,MIA,30.0,4,0,4,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,153,180,75,180,6,7,1,1,3,19,12,5,102,11,33,19,4,1,8
1641710,Anthony Black,Anthony,1610612753,ORL,21.0,5,1,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,139,75,154,59,7,4,1,3,19,12,5,102,11,33,19,4,1,32
1630162,Anthony Edwards,Anthony,1610612750,MIN,23.0,15,9,6,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,27,28,186,51,59,1,1,1,3,19,12,5,21,11,33,19,4,1,8
1630574,Ariel Hukporti,Ariel,1610612752,NYK,23.0,3,1,2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,139,24,132,59,7,4,1,3,19,12,5,102,11,33,19,4,1,32
1641709,Ausar Thompson,Ausar,1610612765,DET,22.0,6,2,4,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,104,121,75,132,59,7,4,1,3,19,12,5,39,11,15,19,4,1,32
1630559,Austin Reaves,Austin,1610612747,LAL,27.0,5,1,4,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,115,139,75,154,59,7,4,1,3,4,12,5,39,11,33,19,4,1,32
1628389,Bam Adebayo,Bam,1610612748,MIA,27.0,4,0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,153,180,75,180,6,7,4,1,3,19,12,5,102,11,33,19,4,1,3
1631248,Baylor Scheierman,Baylor,1610612738,BOS,24.0,4,3,1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,88,10,13,59,7,4,1,3,19,12,5,102,11,33,19,4,1,32
1641767,Ben Sheppard,Ben,1610612754,IND,23.0,16,11,5,0.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25,19,156,40,59,7,4,1,3,19,12,5,62,11,33,19,4,1,32
1627732,Ben Simmons,Ben,1610612746,LAC,28.0,5,2,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,115,121,57,124,59,7,4,1,3,19,12,5,62,11,33,19,4,1,8
1631097,Bennedict Mathurin,Bennedict,1610612754,IND,22.0,17,12,5,0.706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,23,16,156,37,19,7,4,1,3,19,12,5,8,11,15,19,1,1,32
