group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
Players,1626171,Bobby Portis,Bobby,1610612749,MIL,27.0,28,17,11,0.607,2.4,119.1,119.4,119.4,110.2,108.6,108.6,8.9,10.8,10.8,0.043,2.0,10.5,0.07,0.043,0.057,5.3,5.3,0.583,0.627,0.103,0.106,96.96,97.49,81.24,97.49,0.05,139,6,12,0.2,0.4,0.5,79,43,349,120,281,123,84,84,253,273,273,159,136,136,269,74,230,96,369,295,263,265,127,137,332,341,312,367,367,282,156,176,269,330,116
Players,201572,Brook Lopez,Brook,1610612749,MIL,34.0,3,2,1,0.667,1.8,101.2,100.0,100.0,126.3,125.0,125.0,-25.0,-25.0,-25.0,0.0,0.0,0.0,0.0,0.143,0.083,33.3,33.3,0.0,0.0,0.3,0.304,94.67,95.71,79.76,95.71,-0.14,10,0,2,0.0,0.7,0.0,383,339,38,74,356,321,279,279,394,415,415,384,385,385,307,233,307,290,157,200,476,477,364,382,42,48,370,405,405,475,364,335,364,231,364
Players,1627761,DeAndre' Bembry,DeAndre',1610612749,MIL,27.0,9,6,3,0.667,2.1,84.8,72.7,72.7,106.5,102.2,102.2,-21.7,-29.4,-29.4,0.0,0.0,0.0,0.0,0.048,0.021,0.0,0.0,0.4,0.46,0.089,0.114,104.1,114.48,95.4,114.48,0.023,44,2,5,0.2,0.6,0.4,279,231,139,74,322,407,419,419,204,197,197,370,402,402,307,233,307,290,360,399,1,1,272,289,358,324,127,89,89,332,256,271,260,278,223
Players,201588,George Hill,George,1610612749,MIL,36.0,21,12,9,0.571,2.1,116.0,107.6,107.6,109.2,105.0,105.0,6.8,2.7,2.7,0.107,1.5,21.4,0.065,0.063,0.064,14.3,14.4,0.563,0.619,0.103,0.111,99.18,104.97,87.47,104.97,0.063,92,4,8,0.2,0.4,0.5,164,113,298,155,321,152,206,206,239,231,231,173,201,201,176,114,96,108,338,271,419,421,138,145,333,336,236,189,189,260,204,227,294,338,116
Players,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,27.0,33,21,12,0.636,2.9,117.2,113.7,113.7,97.8,97.6,97.6,19.4,16.1,16.1,0.245,1.09,13.5,0.074,0.224,0.157,12.4,12.4,0.531,0.609,0.328,0.343,103.51,105.13,87.61,105.13,0.219,211,25,49,0.8,1.5,0.51,41,17,365,92,203,139,130,130,109,135,135,93,97,97,70,147,188,86,54,52,400,401,165,152,28,29,139,182,182,28,26,38,50,64,115
Players,1628960,Grayson Allen,Grayson,1610612749,MIL,26.0,21,12,9,0.571,2.0,135.0,134.5,134.5,110.6,102.3,102.3,24.4,32.2,32.2,0.091,0.0,25.0,0.0,0.073,0.034,0.0,0.0,0.375,0.429,0.086,0.093,94.9,98.81,82.34,98.81,0.013,87,2,8,0.1,0.4,0.25,164,113,298,155,338,44,31,31,259,200,200,79,58,58,198,233,59,290,314,382,1,1,287,306,361,358,364,336,336,348,256,227,341,338,325
Players,1628975,Jevon Carter,Jevon,1610612749,MIL,26.0,8,5,3,0.625,1.3,78.1,72.0,72.0,70.9,71.0,71.0,7.2,1.0,1.0,0.5,0.0,33.3,0.091,0.235,0.179,0.0,0.0,1.0,1.064,0.067,0.075,129.75,134.36,111.96,134.36,1.833,25,1,1,0.1,0.1,1.0,293,247,139,98,417,425,421,421,44,44,44,170,211,211,4,233,33,67,48,28,1,1,9,10,400,391,28,36,36,3,299,364,329,411,1
Players,1629670,Jordan Nwora,Jordan,1610612749,MIL,23.0,11,4,7,0.364,2.3,117.3,112.7,112.7,101.7,98.1,98.1,15.6,14.6,14.6,0.0,0.0,0.0,0.069,0.095,0.08,14.3,14.3,0.583,0.583,0.106,0.113,100.68,104.59,87.16,104.59,0.036,55,3,6,0.3,0.5,0.5,254,275,255,364,306,137,143,143,147,139,139,109,106,106,307,233,307,98,257,213,419,420,127,173,329,328,198,196,196,322,228,258,234,282,116
Players,201950,Jrue Holiday,Jrue,1610612749,MIL,32.0,33,23,10,0.697,3.1,123.2,121.5,121.5,94.6,93.5,93.5,28.6,28.0,28.0,0.213,1.63,16.9,0.069,0.169,0.123,10.4,10.5,0.563,0.59,0.255,0.264,100.71,102.09,85.08,102.09,0.178,219,24,48,0.7,1.5,0.5,41,5,322,69,174,95,68,68,85,107,107,70,68,68,82,108,137,97,111,92,370,371,138,165,70,72,197,237,237,53,31,42,59,67,116
Players,203114,Khris Middleton,Khris,1610612749,MIL,30.0,34,21,13,0.618,2.6,115.1,113.8,113.8,98.5,98.5,98.5,16.6,15.3,15.3,0.148,1.33,11.8,0.021,0.185,0.109,8.8,8.8,0.535,0.63,0.26,0.271,107.17,107.84,89.87,107.84,0.184,203,19,43,0.6,1.3,0.442,32,17,380,109,256,162,128,128,114,142,142,102,103,103,134,129,210,250,86,128,344,341,160,136,67,67,93,147,147,48,45,52,90,87,183
