group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1626192,Pat Connaughton,Pat,1610612749,MIL,29.0,4,2,2,0.5,2.8,0.0,0.0,0.0,0.0,0.3,1.5,0.5,2.0,0.0,0.0,0.0,0.3,1.8,41,40,62,51,65,27,25,9,54,67,106,115,59,28,1,1,47,71,MIL
Players,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,27.0,5,3,2,0.6,2.7,0.0,0.0,0.0,0.8,0.6,1.6,0.4,2.4,0.2,0.2,0.4,0.6,1.9,23,16,62,35,70,27,25,9,22,86,113,111,56,14,120,96,20,68,MIL
Players,1628975,Jevon Carter,Jevon,1610612749,MIL,26.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,105,21,105,132,27,25,9,54,1,1,1,111,28,1,1,57,104,MIL
Players,203114,Khris Middleton,Khris,1610612749,MIL,30.0,1,1,0,1.0,4.6,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,2.2,106,63,1,1,16,27,25,9,54,130,121,1,16,28,1,1,6,58,MIL
Players,1626171,Bobby Portis,Bobby,1610612749,MIL,27.0,3,3,0,1.0,2.1,0.0,0.7,0.0,0.7,0.0,1.3,0.0,0.7,0.0,0.0,0.3,0.0,3.7,57,16,1,1,91,27,12,9,27,1,93,1,106,28,1,82,57,26,MIL
Players,202083,Wesley Matthews,Wesley,1610612749,MIL,35.0,5,3,2,0.6,3.2,0.0,0.0,0.0,0.0,0.6,1.6,0.4,2.8,0.0,0.0,0.2,0.0,0.5,23,16,62,35,46,27,25,9,54,86,113,111,43,28,1,64,57,98,MIL
Players,201572,Brook Lopez,Brook,1610612749,MIL,34.0,4,2,2,0.5,3.0,0.0,0.5,0.0,2.0,0.8,1.0,0.5,3.0,0.3,0.3,0.3,0.8,3.9,41,40,62,51,57,27,15,9,3,99,79,115,38,11,126,71,17,23,MIL
Players,201950,Jrue Holiday,Jrue,1610612749,MIL,32.0,5,3,2,0.6,3.3,0.6,0.0,0.6,0.8,0.6,1.6,0.4,2.8,0.2,0.4,0.6,0.2,5.2,23,16,62,35,43,7,25,1,22,86,113,111,43,14,131,119,50,11,MIL
Players,201588,George Hill,George,1610612749,MIL,36.0,2,1,1,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,80,63,21,51,113,27,25,9,54,1,1,1,59,28,1,1,57,104,MIL
Players,1628960,Grayson Allen,Grayson,1610612749,MIL,26.0,2,1,1,0.5,0.1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,80,63,21,51,121,11,15,9,54,1,1,1,111,28,1,1,25,85,MIL
