team_id,team_name,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,team
1610612737,Atlanta Hawks,10,4,6,0.4,48.5,0.625,0.375,0.519,0.088,0.318,0.121,0.163,0.14,0.432,0.512,0.488,0.877,0.123,0.617,0.383,7,8,11,10,4,15,2,13,16,4,8,11,11,6,5,12,4,13,2,15,ATLANTA HAWKS
1610612738,Boston Celtics,6,2,4,0.333,48.8,0.648,0.352,0.547,0.107,0.277,0.119,0.176,0.156,0.44,0.526,0.474,0.865,0.135,0.612,0.388,11,11,1,11,2,13,4,11,14,5,9,9,7,4,2,15,6,11,3,14,BOSTON CELTICS
1610612766,Charlotte Hornets,7,3,4,0.429,48.0,0.769,0.231,0.579,0.123,0.19,0.065,0.231,0.142,0.456,0.366,0.634,0.7,0.3,0.426,0.574,9,9,1,8,7,3,14,7,12,14,16,1,9,2,15,2,16,1,16,1,CHARLOTTE HORNETS
1610612739,Cleveland Cavaliers,21,16,5,0.762,48.0,0.63,0.37,0.497,0.128,0.352,0.13,0.151,0.167,0.369,0.437,0.563,0.802,0.198,0.554,0.446,2,1,10,1,7,14,3,14,11,2,6,15,3,14,12,5,11,6,7,10,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,5,1,4,0.2,48.0,0.736,0.264,0.623,0.2,0.198,0.096,0.179,0.119,0.422,0.521,0.479,0.871,0.129,0.582,0.418,13,13,1,13,7,6,11,3,4,13,12,8,13,8,3,14,5,12,5,12,DALLAS MAVERICKS
1610612765,Detroit Pistons,4,0,4,0.0,48.0,0.691,0.309,0.574,0.163,0.276,0.079,0.15,0.092,0.411,0.505,0.495,0.914,0.086,0.604,0.396,15,15,1,15,7,10,7,8,9,6,15,16,16,9,6,11,1,16,4,13,DETROIT PISTONS
1610612744,Golden State Warriors,24,15,9,0.625,48.2,0.621,0.379,0.486,0.113,0.355,0.136,0.159,0.166,0.373,0.532,0.468,0.814,0.186,0.624,0.376,1,2,15,2,6,16,1,15,13,1,4,13,4,13,1,16,10,7,1,16,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,5,1,4,0.2,48.0,0.668,0.332,0.557,0.092,0.25,0.127,0.193,0.164,0.465,0.48,0.52,0.763,0.237,0.545,0.455,13,13,1,13,7,11,6,10,15,8,7,5,5,1,7,10,14,3,10,7,HOUSTON ROCKETS
1610612754,Indiana Pacers,7,3,4,0.429,48.0,0.716,0.284,0.53,0.168,0.261,0.145,0.209,0.174,0.363,0.46,0.54,0.825,0.175,0.55,0.45,9,9,1,8,7,8,9,12,7,7,2,2,1,15,9,8,8,9,9,8,INDIANA PACERS
1610612746,LA Clippers,6,2,4,0.333,48.0,0.771,0.229,0.641,0.21,0.173,0.093,0.186,0.132,0.431,0.418,0.582,0.882,0.118,0.489,0.511,11,11,1,11,7,2,15,2,2,16,13,6,12,7,13,4,2,15,13,4,LA CLIPPERS
1610612763,Memphis Grizzlies,4,0,4,0.0,48.0,0.803,0.197,0.673,0.235,0.176,0.102,0.151,0.145,0.438,0.459,0.541,0.842,0.158,0.516,0.484,15,15,1,15,7,1,16,1,1,15,10,14,8,5,10,7,7,10,12,5,MEMPHIS GRIZZLIES
1610612748,Miami Heat,14,7,7,0.5,49.1,0.762,0.238,0.619,0.174,0.212,0.088,0.168,0.114,0.445,0.362,0.638,0.802,0.198,0.444,0.556,5,5,13,5,1,5,12,4,6,12,14,10,15,3,16,1,12,5,15,2,MIAMI HEAT
1610612760,Oklahoma City Thunder,18,11,7,0.611,48.0,0.705,0.295,0.563,0.165,0.233,0.157,0.204,0.142,0.398,0.458,0.542,0.819,0.181,0.536,0.464,4,3,13,3,7,9,8,9,8,10,1,3,10,11,11,6,9,8,11,6,OKLAHOMA CITY THUNDER
1610612757,Portland Trail Blazers,11,5,6,0.455,48.5,0.649,0.351,0.48,0.135,0.34,0.136,0.18,0.117,0.345,0.516,0.484,0.718,0.282,0.581,0.419,6,7,11,7,5,12,5,16,10,3,5,7,14,16,4,13,15,2,6,11,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,10,6,4,0.6,48.0,0.768,0.232,0.598,0.204,0.241,0.141,0.161,0.163,0.394,0.462,0.538,0.878,0.122,0.55,0.45,7,6,1,4,7,4,13,5,3,9,3,12,6,12,8,9,3,14,8,9,SAN ANTONIO SPURS
1610612761,Toronto Raptors,20,10,10,0.5,48.8,0.718,0.282,0.587,0.183,0.22,0.098,0.193,0.168,0.404,0.38,0.62,0.774,0.226,0.458,0.542,3,4,16,5,3,7,10,6,5,11,11,4,2,10,14,3,13,4,14,3,TORONTO RAPTORS
