close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1626167,Myles Turner,1610612754,IND,C,22.0,65,65,0.609,4.91,9.65,0.509,0.572,-0.063
1627734,Domantas Sabonis,1610612754,IND,C-F,22.0,74,73,0.565,3.68,6.7,0.548,0.567,-0.018
201152,Thaddeus Young,1610612754,IND,F,30.0,81,80,0.41,3.42,5.63,0.607,0.577,0.031
203506,Victor Oladipo,1610612754,IND,G,26.0,75,75,0.405,2.76,4.97,0.555,0.557,-0.002
202711,Bojan Bogdanović,1610612754,IND,F-G,29.0,80,80,0.453,2.91,4.81,0.605,0.565,0.04
202709,Cory Joseph,1610612754,IND,G,26.0,82,79,0.389,2.4,3.96,0.606,0.549,0.057
201954,Darren Collison,1610612754,IND,G,30.0,69,68,0.404,2.33,3.71,0.629,0.551,0.078
2744,Al Jefferson,1610612754,IND,C,33.0,36,35,0.47,2.31,3.64,0.634,0.572,0.062
202344,Trevor Booker,1610612754,IND,F,30.0,67,59,0.39,1.58,2.91,0.544,0.565,-0.022
203922,Glenn Robinson III,1610612754,IND,G-F,24.0,23,18,0.472,1.48,2.57,0.576,0.57,0.006
202362,Lance Stephenson,1610612754,IND,G,27.0,81,70,0.346,1.2,1.95,0.614,0.553,0.061
1628388,T.J. Leaf,1610612754,IND,F,21.0,48,37,0.489,1.0,1.79,0.558,0.547,0.012
1626202,Joe Young,1610612754,IND,G,26.0,45,37,0.429,1.0,1.56,0.643,0.531,0.112
1628387,Ike Anigbogu,1610612754,IND,C-F,19.0,9,9,0.591,1.0,1.44,0.692,0.493,0.199
2863,Damien Wilkins,1610612754,IND,G-F,38.0,15,9,0.412,0.67,1.4,0.476,0.552,-0.076
1627816,Alex Poythress,1610612754,IND,F,24.0,19,11,0.351,0.42,0.68,0.615,0.548,0.067
1628500,Ben Moore,1610612754,IND,F,23.0,2,1,0.333,0.5,0.5,1.0,0.437,0.563
